Z, N, experiment, MC, EO, MC-EO, warning
110,161,2003,10.86965,10.86965,0.0,
91,135,2003,6.98681,6.98681,0.0,
72,93,2003,3.78379,3.78379,0.0,
82,124,2003,1.1355,1.1355,0.0,
81,118,2003,2.08571,2.08571,0.0,
63,85,2003,2.69369,2.69369,0.0,
74,95,2003,4.29282,4.29282,0.0,
88,125,2003,6.86135,6.86135,0.0,
97,150,2003,5.8896,5.8896,0.0,
64,89,2003,1.82718,1.82718,0.0,
95,147,2003,5.5885,5.5885,0.0,
98,149,2003,6.52812,6.52812,0.0,
79,117,2003,1.26827,1.26827,0.0,
76,89,2003,6.33552,6.33552,0.0,
83,110,2003,6.30443,6.30443,0.0,
90,127,2003,9.43335,9.43335,0.0,
67,83,2003,3.39655,3.39655,0.0,
86,134,2003,6.40467,6.40467,0.0,
78,99,2003,5.64282,5.64282,0.0,
84,114,2003,6.30928,6.30928,0.0,
85,108,2003,7.49,7.49,0.0,
87,135,2003,5.82569,5.82569,0.0,
68,93,2003,1.79402,1.79402,0.0,
73,110,2003,1.34314,1.34314,0.0,
86,120,2003,6.38382,6.38382,0.0,
80,95,2003,7.05651,7.05651,0.0,
52,56,2003,3.44478,3.44478,0.0,
89,132,2003,7.7836,7.7836,0.0,
70,95,2003,2.49681,2.49681,0.0,
90,131,2003,8.62572,8.62572,0.0,
100,155,2003,7.23972,7.23972,0.0,
60,72,2003,1.68319,1.68319,0.0,
59,70,2003,1.56092,1.56092,0.0,
75,96,2003,4.67586,4.67586,0.0,
71,103,2003,1.80042,1.80042,0.0,
80,117,2003,1.51112,1.51112,0.0,
88,129,2003,9.16069,9.16069,0.0,
55,59,2003,3.357,3.357,0.0,
77,106,2003,3.96403,3.96403,0.0,
81,111,2003,4.00364,4.00364,0.0,
82,119,2003,2.85815,2.85815,0.0,
73,90,2003,4.74898,4.74898,0.0,
63,82,2003,0.0996,0.0996,0.0,
78,94,2003,6.46475,6.46475,0.0,
84,129,2003,8.53612,8.53612,0.0,
85,132,2003,7.20129,7.20129,0.0,
64,80,2003,1.27154,1.27154,0.0,
107,155,2003,10.30046,10.30046,0.0,
79,114,2003,2.63382,2.63382,0.0,
83,119,2003,4.33664,4.33664,0.0,
66,90,2003,1.75946,1.75946,0.0,
67,88,2003,3.16493,3.16493,0.0,
96,150,2003,5.47513,5.47513,0.0,
78,106,2003,4.60176,4.60176,0.0,
84,121,2003,5.32401,5.32401,0.0,
85,117,2003,6.3537,6.3537,0.0,
69,82,2003,2.63076,2.63076,0.0,
58,73,2003,0.67529,0.67529,0.0,
86,115,2003,6.86087,6.86087,0.0,
89,141,2003,4.0098,4.0098,0.0,
70,86,2003,4.81077,4.81077,0.0,
90,138,2003,5.52008,5.52008,0.0,
68,98,2003,0.8303,0.8303,0.0,
60,71,2003,1.78171,1.78171,0.0,
102,154,2003,8.58144,8.58144,0.0,
72,101,2003,2.53361,2.53361,0.0,
71,92,2003,3.35407,3.35407,0.0,
57,67,2003,1.20514,1.20514,0.0,
80,108,2003,4.70548,4.70548,0.0,
94,140,2003,6.30998,6.30998,0.0,
88,136,2003,5.78885,5.78885,0.0,
70,104,2003,0.74009,0.74009,0.0,
62,85,2003,2.31046,2.31046,0.0,
77,99,2003,5.2373,5.2373,0.0,
74,103,2003,3.28514,3.28514,0.0,
93,137,2003,6.7781,6.7781,0.0,
81,96,2003,7.06692,7.06692,0.0,
82,110,2003,5.2209,5.2209,0.0,
94,150,2003,4.66554,4.66554,0.0,
79,93,2003,7.03382,7.03382,0.0,
76,113,2003,1.97938,1.97938,0.0,
91,139,2003,5.43938,5.43938,0.0,
75,85,2003,6.71489,6.71489,0.0,
81,122,2003,0.90893,0.90893,0.0,
54,65,2003,0.84341,0.84341,0.0,
92,140,2003,5.41363,5.41363,0.0,
64,87,2003,2.65225,2.65225,0.0,
83,124,2003,3.28184,3.28184,0.0,
104,151,2003,9.058,9.058,0.0,
66,85,2003,4.17955,4.17955,0.0,
64,77,2003,2.37624,2.37624,0.0,
78,109,2003,4.52487,4.52487,0.0,
79,97,2003,6.55785,6.55785,0.0,
85,126,2003,5.98237,5.98237,0.0,
89,123,2003,7.51882,7.51882,0.0,
69,91,2003,2.62732,2.62732,0.0,
66,79,2003,2.51107,2.51107,0.0,
56,64,2003,1.73317,1.73317,0.0,
87,120,2003,6.89695,6.89695,0.0,
84,110,2003,6.98698,6.98698,0.0,
91,125,2003,8.097,8.097,0.0,
71,85,2003,5.59574,5.59574,0.0,
59,84,2003,1.73296,1.73296,0.0,
69,101,2003,0.85137,0.85137,0.0,
57,68,2003,0.91619,0.91619,0.0,
72,108,2003,1.28082,1.28082,0.0,
73,98,2003,3.35594,3.35594,0.0,
80,99,2003,6.34353,6.34353,0.0,
70,99,2003,1.73309,1.73309,0.0,
61,86,2003,1.60065,1.60065,0.0,
100,151,2003,7.4251,7.4251,0.0,
74,110,2003,1.65618,1.65618,0.0,
59,74,2003,0.9636,0.9636,0.0,
82,105,2003,6.39496,6.39496,0.0,
80,121,2003,0.33425,0.33425,0.0,
76,104,2003,3.85783,3.85783,0.0,
77,118,2003,0.23388,0.23388,0.0,
91,128,2003,10.0846,10.0846,0.0,
72,88,2003,4.90237,4.90237,0.0,
81,115,2003,2.85498,2.85498,0.0,
92,139,2003,5.57628,5.57628,0.0,
65,80,2003,1.62082,1.62082,0.0,
55,84,2003,0.6638,0.6638,0.0,
88,120,2003,7.27306,7.27306,0.0,
97,147,2003,6.7788,6.7788,0.0,
95,148,2003,5.43881,5.43881,0.0,
78,116,2003,1.51829,1.51829,0.0,
98,152,2003,6.12844,6.12844,0.0,
76,92,2003,5.81815,5.81815,0.0,
79,110,2003,4.32868,4.32868,0.0,
83,107,2003,6.8622,6.8622,0.0,
89,124,2003,7.4993,7.4993,0.0,
96,154,2003,5.16893,5.16893,0.0,
56,71,2003,0.00804,0.00804,0.0,
87,113,2003,7.6207,7.6207,0.0,
84,117,2003,5.79891,5.79891,0.0,
87,136,2003,5.56187,5.56187,0.0,
60,85,2003,1.57806,1.57806,0.0,
66,96,2003,0.08503,0.08503,0.0,
58,69,2003,1.25445,1.25445,0.0,
73,107,2003,2.02625,2.02625,0.0,
89,129,2003,9.3774,9.3774,0.0,
70,90,2003,3.61829,3.61829,0.0,
90,134,2003,7.2985,7.2985,0.0,
71,104,2003,1.61998,1.61998,0.0,
74,105,2003,2.75537,2.75537,0.0,
75,109,2003,2.28465,2.28465,0.0,
82,96,2003,7.79031,7.79031,0.0,
54,57,2003,3.71888,3.71888,0.0,
80,112,2003,3.38662,3.38662,0.0,
61,73,2003,2.01179,2.01179,0.0,
76,103,2003,4.18778,4.18778,0.0,
77,111,2003,3.47364,3.47364,0.0,
72,95,2003,3.41154,3.41154,0.0,
82,122,2003,1.96949,1.96949,0.0,
81,116,2003,2.62825,2.62825,0.0,
73,87,2003,5.4495,5.4495,0.0,
63,87,2003,2.23769,2.23769,0.0,
74,93,2003,4.77275,4.77275,0.0,
84,132,2003,6.90632,6.90632,0.0,
88,127,2003,8.86415,8.86415,0.0,
97,148,2003,6.45452,6.45452,0.0,
64,91,2003,0.08044,0.08044,0.0,
98,147,2003,7.25853,7.25853,0.0,
79,119,2003,0.52226,0.52226,0.0,
76,91,2003,5.98128,5.98128,0.0,
83,112,2003,5.83239,5.83239,0.0,
90,125,2003,7.66535,7.66535,0.0,
67,85,2003,4.50727,4.50727,0.0,
96,145,2003,6.1852,6.1852,0.0,
86,132,2003,7.26253,7.26253,0.0,
78,97,2003,6.17811,6.17811,0.0,
84,124,2003,5.2153,5.2153,0.0,
87,129,2003,9.17518,9.17518,0.0,
68,95,2003,1.57449,1.57449,0.0,
69,87,2003,4.34352,4.34352,0.0,
57,86,2003,0.08893,0.08893,0.0,
58,76,2003,0.0007,0.0007,0.0,
73,108,2003,1.52248,1.52248,0.0,
86,126,2003,6.38499,6.38499,0.0,
89,138,2003,5.04219,5.04219,0.0,
52,58,2003,2.72317,2.72317,0.0,
70,93,2003,2.83825,2.83825,0.0,
71,97,2003,2.3994,2.3994,0.0,
53,59,2003,2.987,2.987,0.0,
62,78,2003,1.31844,1.31844,0.0,
68,101,2003,0.26434,0.26434,0.0,
60,74,2003,1.35153,1.35153,0.0,
90,129,2003,9.5141,9.5141,0.0,
72,96,2003,3.23725,3.23725,0.0,
59,88,2003,0.30741,0.30741,0.0,
75,98,2003,4.31165,4.31165,0.0,
80,119,2003,0.82488,0.82488,0.0,
93,148,2003,4.195,4.195,0.0,
94,139,2003,6.4163,6.4163,0.0,
88,131,2003,8.13785,8.13785,0.0,
62,80,2003,0.60028,0.60028,0.0,
77,104,2003,4.37247,4.37247,0.0,
93,142,2003,5.19403,5.19403,0.0,
81,109,2003,4.95666,4.95666,0.0,
82,117,2003,3.34712,3.34712,0.0,
103,150,2003,8.93666,8.93666,0.0,
78,92,2003,6.70795,6.70795,0.0,
76,116,2003,0.36173,0.36173,0.0,
84,131,2003,7.52626,7.52626,0.0,
75,94,2003,5.04434,5.04434,0.0,
85,130,2003,8.17838,8.17838,0.0,
64,82,2003,0.47479,0.47479,0.0,
77,92,2003,6.15078,6.15078,0.0,
83,121,2003,3.95588,3.95588,0.0,
55,64,2003,1.60781,1.60781,0.0,
83,128,2003,6.75033,6.75033,0.0,
66,88,2003,2.94569,2.94569,0.0,
67,90,2003,2.06638,2.06638,0.0,
56,85,2003,0.2288,0.2288,0.0,
78,104,2003,4.95197,4.95197,0.0,
84,123,2003,5.21581,5.21581,0.0,
85,115,2003,6.59638,6.59638,0.0,
50,55,2003,0.06022,0.06022,0.0,
58,87,2003,0.20388,0.20388,0.0,
96,142,2003,6.6214,6.6214,0.0,
86,113,2003,7.13181,7.13181,0.0,
67,96,2003,0.73019,0.73019,0.0,
87,125,2003,6.52885,6.52885,0.0,
70,84,2003,5.47424,5.47424,0.0,
90,136,2003,6.45086,6.45086,0.0,
71,94,2003,3.03152,3.03152,0.0,
102,152,2003,8.22578,8.22578,0.0,
72,103,2003,2.40337,2.40337,0.0,
80,110,2003,4.06912,4.06912,0.0,
88,138,2003,4.87062,4.87062,0.0,
77,97,2003,5.6241,5.6241,0.0,
74,101,2003,3.37363,3.37363,0.0,
75,113,2003,1.40024,1.40024,0.0,
81,102,2003,5.93989,5.93989,0.0,
82,108,2003,5.69746,5.69746,0.0,
92,144,2003,4.5731,4.5731,0.0,
94,148,2003,4.98453,4.98453,0.0,
79,95,2003,6.69922,6.69922,0.0,
76,115,2003,1.08612,1.08612,0.0,
91,141,2003,4.62694,4.62694,0.0,
75,87,2003,6.24029,6.24029,0.0,
81,120,2003,1.53415,1.53415,0.0,
92,142,2003,4.85773,4.85773,0.0,
83,126,2003,3.13721,3.13721,0.0,
104,153,2003,9.04393,9.04393,0.0,
88,115,2003,7.7296,7.7296,0.0,
97,152,2003,5.52496,5.52496,0.0,
66,83,2003,2.78729,2.78729,0.0,
64,79,2003,1.72294,1.72294,0.0,
78,115,2003,2.08345,2.08345,0.0,
79,99,2003,6.1177,6.1177,0.0,
85,124,2003,5.75712,5.75712,0.0,
89,121,2003,7.6072,7.6072,0.0,
69,89,2003,3.5161,3.5161,0.0,
56,66,2003,1.04522,1.04522,0.0,
86,136,2003,5.59031,5.59031,0.0,
2,2,2003,0.0,0.0,0.0,
84,104,2003,8.08206,8.08206,0.0,
108,157,2003,10.5862,10.5862,0.0,
87,122,2003,6.77738,6.77738,0.0,
101,156,2003,7.5576,7.5576,0.0,
91,127,2003,9.815,9.815,0.0,
71,87,2003,4.78995,4.78995,0.0,
59,86,2003,0.88147,0.88147,0.0,
60,88,2003,0.59867,0.59867,0.0,
57,74,2003,0.04585,0.04585,0.0,
72,110,2003,1.21482,1.21482,0.0,
73,96,2003,3.72693,3.72693,0.0,
69,99,2003,1.24449,1.24449,0.0,
80,101,2003,6.28439,6.28439,0.0,
52,54,2003,4.29014,4.29014,0.0,
70,97,2003,2.15511,2.15511,0.0,
61,84,2003,2.32221,2.32221,0.0,
59,76,2003,0.40845,0.40845,0.0,
74,108,2003,1.77183,1.77183,0.0,
53,55,2003,4.0991,4.0991,0.0,
71,109,2003,0.26382,0.26382,0.0,
82,103,2003,6.695,6.695,0.0,
61,78,2003,1.01447,1.01447,0.0,
76,106,2003,3.38197,3.38197,0.0,
77,116,2003,1.01921,1.01921,0.0,
91,130,2003,9.2477,9.2477,0.0,
72,90,2003,4.4168,4.4168,0.0,
82,129,2003,3.3023,3.3023,0.0,
81,113,2003,3.62948,3.62948,0.0,
92,133,2003,8.01438,8.01438,0.0,
65,86,2003,3.49606,3.49606,0.0,
53,66,2003,0.81296,0.81296,0.0,
88,122,2003,7.15166,7.15166,0.0,
95,150,2003,5.21304,5.21304,0.0,
98,150,2003,6.3612,6.3612,0.0,
79,104,2003,5.46555,5.46555,0.0,
76,94,2003,5.53915,5.53915,0.0,
83,109,2003,6.376,6.376,0.0,
86,131,2003,7.88709,7.88709,0.0,
87,115,2003,7.38897,7.38897,0.0,
84,119,2003,5.496,5.496,0.0,
85,111,2003,7.19753,7.19753,0.0,
92,126,2003,8.78645,8.78645,0.0,
114,175,2003,9.8466,9.8466,0.0,
68,82,2003,2.29633,2.29633,0.0,
60,87,2003,1.03515,1.03515,0.0,
51,58,2003,0.79702,0.79702,0.0,
73,105,2003,2.6431,2.6431,0.0,
80,92,2003,7.52525,7.52525,0.0,
52,61,2003,1.86721,1.86721,0.0,
89,135,2003,6.3269,6.3269,0.0,
70,88,2003,4.17242,4.17242,0.0,
90,132,2003,8.12695,8.12695,0.0,
100,152,2003,7.1527,7.1527,0.0,
60,77,2003,0.41811,0.41811,0.0,
71,106,2003,1.44493,1.44493,0.0,
59,69,2003,1.50294,1.50294,0.0,
75,111,2003,2.07815,2.07815,0.0,
54,63,2003,1.73675,1.73675,0.0,
80,114,2003,2.70552,2.70552,0.0,
94,134,2003,7.94965,7.94965,0.0,
63,75,2003,2.56417,2.56417,0.0,
55,62,2003,2.26061,2.26061,0.0,
76,97,2003,5.05463,5.05463,0.0,
77,109,2003,3.84965,3.84965,0.0,
74,113,2003,0.95643,0.95643,0.0,
81,106,2003,5.31847,5.31847,0.0,
82,120,2003,2.59593,2.59593,0.0,
73,85,2003,6.12353,6.12353,0.0,
103,155,2003,8.9,8.9,0.0,
52,65,2003,0.81123,0.81123,0.0,
63,81,2003,0.16001,0.16001,0.0,
78,91,2003,6.84623,6.84623,0.0,
74,91,2003,5.03179,5.03179,0.0,
84,134,2003,6.11468,6.11468,0.0,
85,135,2003,6.0533,6.0533,0.0,
79,113,2003,3.12663,3.12663,0.0,
83,114,2003,5.20631,5.20631,0.0,
90,123,2003,7.839,7.839,0.0,
66,95,2003,0.34463,0.34463,0.0,
67,87,2003,4.04142,4.04142,0.0,
96,147,2003,6.1688,6.1688,0.0,
78,103,2003,5.14996,5.14996,0.0,
84,126,2003,5.40745,5.40745,0.0,
87,131,2003,8.01395,8.01395,0.0,
68,89,2003,3.30501,3.30501,0.0,
69,85,2003,5.09376,5.09376,0.0,
57,84,2003,1.18246,1.18246,0.0,
58,74,2003,0.50257,0.50257,0.0,
96,137,2003,7.4685,7.4685,0.0,
86,124,2003,6.15891,6.15891,0.0,
89,136,2003,5.93508,5.93508,0.0,
56,63,2003,1.64175,1.64175,0.0,
112,172,2003,9.30114,9.30114,0.0,
90,143,2003,3.74555,3.74555,0.0,
62,76,2003,1.72375,1.72375,0.0,
53,57,2003,3.5842,3.5842,0.0,
71,99,2003,2.15881,2.15881,0.0,
75,100,2003,4.00705,4.00705,0.0,
72,98,2003,2.90971,2.90971,0.0,
93,146,2003,4.55701,4.55701,0.0,
80,105,2003,5.77391,5.77391,0.0,
94,137,2003,6.83855,6.83855,0.0,
88,133,2003,6.88039,6.88039,0.0,
62,86,2003,1.98608,1.98608,0.0,
77,102,2003,4.78603,4.78603,0.0,
91,144,2003,3.98826,3.98826,0.0,
93,140,2003,5.62669,5.62669,0.0,
81,99,2003,6.7094,6.7094,0.0,
82,115,2003,3.8773,3.8773,0.0,
73,94,2003,4.01543,4.01543,0.0,
94,147,2003,5.14,5.14,0.0,
53,84,2003,0.01486,0.01486,0.0,
54,66,2003,0.6716,0.6716,0.0,
85,128,2003,9.25407,9.25407,0.0,
64,84,2003,3.27121,3.27121,0.0,
65,90,2003,0.97976,0.97976,0.0,
77,90,2003,6.5031,6.5031,0.0,
83,123,2003,3.53042,3.53042,0.0,
55,66,2003,0.9091,0.9091,0.0,
83,130,2003,5.98248,5.98248,0.0,
66,86,2003,3.72646,3.72646,0.0,
67,92,2003,1.49362,1.49362,0.0,
78,110,2003,4.00828,4.00828,0.0,
79,100,2003,6.0516,6.0516,0.0,
85,113,2003,6.89304,6.89304,0.0,
89,118,2003,7.8449,7.8449,0.0,
69,94,2003,2.17589,2.17589,0.0,
58,85,2003,0.87683,0.87683,0.0,
67,98,2003,0.1387,0.1387,0.0,
86,119,2003,6.38612,6.38612,0.0,
87,127,2003,8.58854,8.58854,0.0,
101,145,2003,8.8847,8.8847,0.0,
71,88,2003,4.49545,4.49545,0.0,
59,83,2003,0.30704,0.30704,0.0,
57,71,2003,0.67452,0.67452,0.0,
72,105,2003,2.24174,2.24174,0.0,
80,96,2003,6.89697,6.89697,0.0,
61,89,2003,0.68555,0.68555,0.0,
62,89,2003,1.14454,1.14454,0.0,
100,148,2003,8.00225,8.00225,0.0,
74,99,2003,3.56459,3.56459,0.0,
59,73,2003,0.9935,0.9935,0.0,
81,100,2003,6.32418,6.32418,0.0,
82,106,2003,6.10877,6.10877,0.0,
75,115,2003,0.6173,0.6173,0.0,
92,146,2003,4.26975,4.26975,0.0,
93,133,2003,8.1973,8.1973,0.0,
76,109,2003,3.01968,3.01968,0.0,
91,143,2003,4.10847,4.10847,0.0,
72,85,2003,5.87993,5.87993,0.0,
106,153,2003,9.834,9.834,0.0,
92,136,2003,6.8035,6.8035,0.0,
65,83,2003,2.65627,2.65627,0.0,
74,87,2003,5.9228,5.9228,0.0,
88,117,2003,7.4864,7.4864,0.0,
66,81,2003,1.61962,1.61962,0.0,
105,154,2003,9.6188,9.6188,0.0,
78,113,2003,3.09531,3.09531,0.0,
79,109,2003,4.88513,4.88513,0.0,
85,122,2003,5.87237,5.87237,0.0,
89,127,2003,9.23537,9.23537,0.0,
90,119,2003,8.238,8.238,0.0,
56,68,2003,0.65773,0.65773,0.0,
87,116,2003,7.25554,7.25554,0.0,
84,106,2003,7.6932,7.6932,0.0,
101,154,2003,7.90588,7.90588,0.0,
68,85,2003,4.80227,4.80227,0.0,
69,97,2003,1.72827,1.72827,0.0,
57,72,2003,0.33654,0.33654,0.0,
58,70,2003,1.13097,1.13097,0.0,
73,102,2003,2.99998,2.99998,0.0,
80,103,2003,6.03905,6.03905,0.0,
99,152,2016,6.5978,6.5978,0.0,
70,103,2016,0.94696,0.94696,0.0,
100,147,2016,8.25767,8.25767,0.0,
74,106,2016,2.51529,2.51529,0.0,
75,104,2016,3.39945,3.39945,0.0,
82,101,2016,6.928,6.928,0.0,
54,58,2016,3.33041,3.33041,0.0,
63,76,2016,2.22912,2.22912,0.0,
61,76,2016,1.43982,1.43982,0.0,
76,100,2016,4.57433,4.57433,0.0,
77,114,2016,2.08281,2.08281,0.0,
110,160,2016,11.11699,11.11699,0.0,
91,132,2016,8.32628,8.32628,0.0,
72,92,2016,3.91929,3.91929,0.0,
82,127,2016,2.24818,2.24818,0.0,
81,119,2016,1.66656,1.66656,0.0,
92,135,2016,7.23472,7.23472,0.0,
65,84,2016,4.07792,4.07792,0.0,
74,94,2016,4.50048,4.50048,0.0,
53,64,2016,1.55598,1.55598,0.0,
88,124,2016,7.03171,7.03171,0.0,
64,88,2016,2.20443,2.20443,0.0,
65,78,2016,2.55394,2.55394,0.0,
78,120,2016,0.10619,0.10619,0.0,
98,148,2016,6.86161,6.86161,0.0,
76,88,2016,6.47943,6.47943,0.0,
79,106,2016,5.17997,5.17997,0.0,
95,144,2016,5.9224,5.9224,0.0,
83,111,2016,5.9183,5.9183,0.0,
90,126,2016,8.07238,8.07238,0.0,
107,163,2016,9.0645,9.0645,0.0,
97,137,2016,8.0986,8.0986,0.0,
67,80,2016,2.23718,2.23718,0.0,
86,129,2016,8.83909,8.83909,0.0,
78,98,2016,5.88506,5.88506,0.0,
98,142,2016,7.71098,7.71098,0.0,
84,113,2016,6.41158,6.41158,0.0,
85,109,2016,7.4545,7.4545,0.0,
87,132,2016,7.44861,7.44861,0.0,
114,173,2016,10.1619,10.1619,0.0,
68,92,2016,2.03982,2.03982,0.0,
3,2,2016,1.965,1.965,0.0,
51,60,2016,0.30261,0.30261,0.0,
73,111,2016,1.41206,1.41206,0.0,
86,123,2016,6.15543,6.15543,0.0,
80,94,2016,7.23327,7.23327,0.0,
52,63,2016,1.45091,1.45091,0.0,
89,133,2016,7.13744,7.13744,0.0,
56,58,2016,3.59228,3.59228,0.0,
70,94,2016,2.62189,2.62189,0.0,
90,130,2016,8.95311,8.95311,0.0,
100,154,2016,7.30749,7.30749,0.0,
60,79,2016,0.17731,0.17731,0.0,
62,75,2016,1.88093,1.88093,0.0,
53,62,2016,2.07402,2.07402,0.0,
71,100,2016,2.29033,2.29033,0.0,
54,61,2016,2.50581,2.50581,0.0,
80,116,2016,2.0376,2.0376,0.0,
59,71,2016,1.3731,1.3731,0.0,
75,97,2016,4.43189,4.43189,0.0,
88,128,2016,9.52577,9.52577,0.0,
76,99,2016,4.5558,4.5558,0.0,
77,107,2016,3.80159,3.80159,0.0,
81,104,2016,5.68848,5.68848,0.0,
82,118,2016,3.14997,3.14997,0.0,
73,91,2016,4.56222,4.56222,0.0,
103,149,2016,9.16434,9.16434,0.0,
52,67,2016,0.42774,0.42774,0.0,
63,83,2016,1.59959,1.59959,0.0,
78,89,2016,7.1552,7.1552,0.0,
74,89,2016,5.51949,5.51949,0.0,
84,128,2016,8.9542,8.9542,0.0,
75,93,2016,5.063,5.063,0.0,
85,133,2016,6.874,6.874,0.0,
79,115,2016,2.11669,2.11669,0.0,
76,87,2016,6.6772,6.6772,0.0,
77,95,2016,5.9906,5.9906,0.0,
83,116,2016,4.93277,4.93277,0.0,
90,121,2016,7.94077,7.94077,0.0,
66,93,2016,0.47783,0.47783,0.0,
67,89,2016,2.81304,2.81304,0.0,
96,149,2016,5.62449,5.62449,0.0,
78,101,2016,5.41231,5.41231,0.0,
84,120,2016,5.48489,5.48489,0.0,
85,118,2016,6.21009,6.21009,0.0,
68,91,2016,2.1696,2.1696,0.0,
69,83,2016,3.84597,3.84597,0.0,
58,72,2016,0.82208,0.82208,0.0,
86,114,2016,7.04336,7.04336,0.0,
89,142,2016,3.65549,3.65549,0.0,
84,102,2016,8.50117,8.50117,0.0,
101,150,2016,7.96344,7.96344,0.0,
70,81,2016,2.64055,2.64055,0.0,
90,141,2016,4.21326,4.21326,0.0,
68,97,2016,1.10927,1.10927,0.0,
60,70,2016,1.79941,1.79941,0.0,
75,102,2016,3.70245,3.70245,0.0,
72,100,2016,2.75476,2.75476,0.0,
93,144,2016,4.95727,4.95727,0.0,
71,93,2016,3.23474,3.23474,0.0,
80,107,2016,5.22964,5.22964,0.0,
94,143,2016,5.74763,5.74763,0.0,
88,135,2016,5.97899,5.97899,0.0,
62,84,2016,2.52876,2.52876,0.0,
77,100,2016,5.08153,5.08153,0.0,
74,102,2016,3.33571,3.33571,0.0,
91,146,2016,3.79467,3.79467,0.0,
93,138,2016,6.3684,6.3684,0.0,
82,113,2016,4.45929,4.45929,0.0,
73,92,2016,4.28958,4.28958,0.0,
81,97,2016,7.02004,7.02004,0.0,
94,145,2016,5.24452,5.24452,0.0,
63,88,2016,1.96449,1.96449,0.0,
76,112,2016,2.14322,2.14322,0.0,
91,136,2016,6.5804,6.5804,0.0,
81,123,2016,0.46903,0.46903,0.0,
54,64,2016,1.3846,1.3846,0.0,
106,156,2016,9.59982,9.59982,0.0,
116,176,2016,10.77438,10.77438,0.0,
64,86,2016,2.80746,2.80746,0.0,
65,88,2016,2.70286,2.70286,0.0,
95,134,2016,8.1374,8.1374,0.0,
79,120,2016,0.17359,0.17359,0.0,
83,125,2016,3.05101,3.05101,0.0,
111,163,2016,11.4779,11.4779,0.0,
83,132,2016,5.2824,5.2824,0.0,
66,84,2016,4.35127,4.35127,0.0,
67,94,2016,1.14124,1.14124,0.0,
64,76,2016,2.6037,2.6037,0.0,
105,151,2016,9.33613,9.33613,0.0,
78,108,2016,4.31975,4.31975,0.0,
79,102,2016,5.75137,5.75137,0.0,
85,127,2016,7.81709,7.81709,0.0,
89,116,2016,8.0932,8.0932,0.0,
69,92,2016,2.50921,2.50921,0.0,
66,78,2016,2.78727,2.78727,0.0,
86,117,2016,6.62987,6.62987,0.0,
87,121,2016,6.7846,6.7846,0.0,
84,109,2016,7.0938,7.0938,0.0,
108,162,2016,9.0699,9.0699,0.0,
91,122,2016,8.3939,8.3939,0.0,
99,143,2016,8.16012,8.16012,0.0,
112,165,2016,11.6222,11.6222,0.0,
71,90,2016,3.72201,3.72201,0.0,
59,85,2016,1.14044,1.14044,0.0,
69,102,2016,0.64541,0.64541,0.0,
57,69,2016,0.74638,0.74638,0.0,
72,107,2016,1.80773,1.80773,0.0,
73,99,2016,3.31296,3.31296,0.0,
86,111,2016,7.41075,7.41075,0.0,
80,98,2016,6.57735,6.57735,0.0,
88,142,2016,3.3442,3.3442,0.0,
70,98,2016,1.93607,1.93607,0.0,
61,87,2016,1.45989,1.45989,0.0,
100,150,2016,7.55704,7.55704,0.0,
74,97,2016,3.95675,3.95675,0.0,
59,75,2016,0.67446,0.67446,0.0,
82,104,2016,6.46998,6.46998,0.0,
80,120,2016,0.71632,0.71632,0.0,
79,91,2016,7.17731,7.17731,0.0,
76,111,2016,2.72172,2.72172,0.0,
110,159,2016,11.50951,11.50951,0.0,
72,87,2016,5.22509,5.22509,0.0,
82,130,2016,3.29164,3.29164,0.0,
81,124,2016,0.15492,0.15492,0.0,
92,138,2016,5.99245,5.99245,0.0,
65,81,2016,1.12494,1.12494,0.0,
95,143,2016,6.0417,6.0417,0.0,
74,85,2016,6.45048,6.45048,0.0,
55,85,2016,0.07019,0.07019,0.0,
104,157,2016,8.64642,8.64642,0.0,
111,168,2016,10.5211,10.5211,0.0,
88,119,2016,7.27327,7.27327,0.0,
105,152,2016,9.20654,9.20654,0.0,
95,149,2016,5.13801,5.13801,0.0,
78,119,2016,0.54962,0.54962,0.0,
98,155,2016,6.12595,6.12595,0.0,
85,120,2016,6.01957,6.01957,0.0,
79,111,2016,3.9139,3.9139,0.0,
83,104,2016,7.77907,7.77907,0.0,
89,125,2016,7.35214,7.35214,0.0,
96,153,2016,5.14761,5.14761,0.0,
56,70,2016,0.26016,0.26016,0.0,
86,140,2016,3.83601,3.83601,0.0,
84,116,2016,5.98164,5.98164,0.0,
87,118,2016,7.05471,7.05471,0.0,
101,152,2016,7.57308,7.57308,0.0,
87,137,2016,4.94795,4.94795,0.0,
68,87,2016,4.1183,4.1183,0.0,
60,84,2016,1.90322,1.90322,0.0,
102,151,2016,8.41463,8.41463,0.0,
58,68,2016,1.36347,1.36347,0.0,
73,100,2016,3.26311,3.26311,0.0,
51,57,2016,1.31242,1.31242,0.0,
89,130,2016,8.8265,8.8265,0.0,
99,154,2016,6.73924,6.73924,0.0,
70,101,2016,1.55945,1.55945,0.0,
61,80,2016,0.25386,0.25386,0.0,
100,157,2016,6.86355,6.86355,0.0,
74,104,2016,3.01263,3.01263,0.0,
75,106,2016,2.77231,2.77231,0.0,
71,105,2016,1.56723,1.56723,0.0,
82,99,2016,7.24028,7.24028,0.0,
54,56,2016,3.87221,3.87221,0.0,
63,78,2016,1.7223,1.7223,0.0,
61,74,2016,1.82367,1.82367,0.0,
76,102,2016,4.2579,4.2579,0.0,
