Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
28     54     82     -648.637608             0.001577       9e-06          3639      YES            
28     56     84     -652.721136             0.0            -0.0           3698      YES            
28     58     86     -655.386986             0.0            -1e-06         3773      YES            
28     60     88     -655.950813             -0.000646      -0.0           3832      YES            
28     62     90     -655.627129             0.000496       -0.0           3954      YES            
28     64     92     -654.553322             0.000176       0.0            3984      YES            
28     66     94     -652.932887             1.5e-05        -1e-06         4088      YES            
28     68     96     -652.617964             0.260439       0.000318       4194      YES            
28     70     98     -651.957494             0.279426       0.000164       4255      YES            
28     72     100    -650.894665             0.275434       -0.000132      4329      YES            
28     74     102    -649.393042             0.271249       0.0            4404      YES            
28     76     104    -647.462342             0.265529       -7.6e-05       4479      YES            
28     78     106    -645.164467             0.262278       9.1e-05        4539      YES            
30     18     48     -299.954666             -0.003364      -1e-06         4596      YES            
30     20     50     -347.059439             0.000917       -1e-06         4705      YES            
30     22     52     -384.758916             -0.00033       1e-06          4779      YES            
30     24     54     -421.055717             0.114067       0.000718       4824      YES            
30     26     56     -455.188454             -0.001426      -3e-06         4879      YES            
30     28     58     -487.562763             -0.000189      1e-06          4972      YES            
30     30     60     -514.02816              -1e-06         1e-06          5063      YES            
30     32     62     -537.095144             0.000105       -1e-06         5109      YES            
30     34     64     -557.298399             0.125147       -0.000124      5186      YES            
30     36     66     -576.283482             -0.128224      9.8e-05        5251      YES            
30     38     68     -593.904501             -0.003529      6e-06          5327      YES            
30     40     70     -610.833246             -0.000465      -3e-06         5448      YES            
30     42     72     -624.538524             0.000743       3.8e-05        5535      YES            
30     44     74     -638.138827             0.126789       0.000258       5565      YES            
30     46     76     -651.047943             0.145878       -0.000246      5640      YES            
30     48     78     -661.891752             0.109089       4.4e-05        5712      YES            
30     50     80     -671.69245              0.003615       9e-06          5789      YES            
30     52     82     -678.633943             0.072598       0.000243       5865      YES            
30     54     84     -684.331323             -0.061763      0.000284       5963      YES            
30     56     86     -689.680319             -2e-06         0.0            6008      YES            
30     58     88     -693.555207             -0.000354      1e-06          6097      YES            
30     60     90     -695.080477             -3e-06         1e-06          6203      YES            
30     62     92     -696.094975             0.087236       -5e-06         6278      YES            
30     64     94     -697.606505             0.190664       0.001086       6339      YES            
30     66     96     -698.973218             0.231189       0.001134       6444      YES            
30     68     98     -699.764799             0.245775       0.000685       6519      YES            
30     70     100    -700.050305             0.250973       0.000427       6594      YES            
30     72     102    -699.943864             0.249711       0.000264       6654      YES            
30     74     104    -699.539718             0.245442       0.000303       6729      YES            
30     76     106    -698.818408             0.242157       0.000165       6819      YES            
30     78     108    -697.612018             0.241229       7.2e-05        6849      YES            
30     80     110    -695.837761             0.244596       7e-06          6940      YES            
30     82     112    -693.564712             0.243131       -2e-05         7031      YES            
30     84     114    -690.91672              0.231449       0.000235       7061      YES            
32     22     54     -378.619756             -0.001006      1e-06          7131      YES            
32     24     56     -417.051873             0.132301       0.000191       7257      YES            
32     26     58     -453.783622             0.136069       0.00019        7287      YES            
32     28     60     -488.088872             -0.001997      -0.0           7357      YES            
32     30     62     -517.445255             0.0            0.0            7433      YES            
32     32     64     -543.350968             0.0            0.0            7508      YES            
32     34     66     -566.963808             0.174774       -0.000337      7586      YES            
32     36     68     -588.423549             -0.179993      -0.000145      7651      YES            
32     38     70     -608.354457             -0.156627      0.000184       7742      YES            
32     40     72     -627.55101              -0.000143      -9e-06         7865      YES            
32     42     74     -643.649572             0.002873       5e-05          7919      YES            
32     44     76     -660.520078             0.164374       4.2e-05        7965      YES            
32     46     78     -675.898067             0.16539        0.000445       8040      YES            
32     48     80     -689.102015             0.143056       -3.8e-05       8112      YES            
32     50     82     -700.54133              0.095598       0.000207       8189      YES            
32     52     84     -709.626639             0.111587       -0.00038       8265      YES            
32     54     86     -716.88599              0.112319       -0.000538      8397      YES            
32     56     88     -723.006107             0.001115       0.0            8409      YES            
32     58     90     -728.121245             3e-06          -1e-06         8528      YES            
32     60     92     -731.655977             0.126881       0.000683       8603      YES            
32     62     94     -734.984635             0.170533       0.001165       8679      YES            
32     64     96     -738.243498             0.214982       2.3e-05        8770      YES            
32     66     98     -741.159276             0.234138       0.000199       8844      YES            
32     68     100    -743.438888             0.242433       0.000219       8860      YES            
32     70     102    -745.10855              0.239706       0.021522       8994      YES            
32     72     104    -746.339516             0.228471       0.000426       9052      YES            
32     74     106    -747.282297             0.219498       0.000742       9143      YES            
32     76     108    -747.908937             0.214968       0.000474       9218      YES            
32     78     110    -747.974321             0.214904       0.00034        9294      YES            
32     80     112    -747.389697             0.215131       -0.000154      9340      YES            
32     82     114    -746.272024             0.207019       -2.9e-05       9430      YES            
32     84     116    -744.832342             0.193796       -0.000166      9461      YES            
32     86     118    -743.097999             -0.165665      -5.4e-05       9544      YES            
32     88     120    -741.604605             -0.156045      5.9e-05        9619      YES            
34     24     58     -409.932926             0.149949       0.000545       9686      YES            
34     26     60     -449.236077             0.156254       0.000141       9774      YES            
34     28     62     -485.825496             -0.119477      0.000312       9879      YES            
34     30     64     -517.778165             -0.122054      9.5e-05        9939      YES            
34     32     66     -546.703989             0.175967       -0.000298      9986      YES            
34     34     68     -573.964924             -0.224264      3e-05          10115     YES            
34     36     70     -597.996604             -0.223444      -0.00021       10127     YES            
34     38     72     -620.36957              -0.190366      0.000146       10232     YES            
34     40     74     -641.501414             -0.189164      0.000439       10307     YES            
34     42     76     -660.621812             -0.175376      0.000671       10368     YES            
34     44     78     -679.298642             0.141629       0.000716       10470     YES            
34     46     80     -697.101814             0.151229       -0.000259      10515     YES            
34     48     82     -712.76155              0.125331       1e-05          10587     YES            
34     50     84     -726.649705             0.067366       -0.00012       10664     YES            
34     52     86     -737.393108             0.101394       0.000198       10740     YES            
34     54     88     -746.411452             0.108027       1.7e-05        10811     YES            
34     56     90     -754.019142             -0.055291      -5.4e-05       10878     YES            
34     58     92     -760.419913             -2e-06         0.0            10988     YES            
34     60     94     -766.107573             -0.191091      3e-05          11029     YES            
34     62     96     -771.60229              -0.21119       9.7e-05        11105     YES            
34     64     98     -776.396472             -0.215663      0.000441       11196     YES            
34     66     100    -780.468925             -0.215922      1.9e-05        11256     YES            
34     68     102    -784.076887             0.262449       0.000374       11395     YES            
34     70     104    -787.201429             0.2538         -0.001218      11469     YES            
34     72     106    -789.796974             0.235635       0.007458       11543     YES            
34     74     108    -792.06022              0.213067       0.000619       11604     YES            
34     76     110    -793.98662              0.194638       -0.001343      11663     YES            
34     78     112    -795.287003             0.188317       0.025225       11769     YES            
34     80     114    -795.924604             0.177657       -4.9e-05       11815     YES            
34     82     116    -796.102699             0.164244       3e-06          11875     YES            
34     84     118    -795.696109             0.151898       0.000347       11936     YES            
34     86     120    -795.383216             -0.13267       0.000121       12049     YES            
34     88     122    -794.627257             -0.134772      -1.3e-05       12124     YES            
34     90     124    -793.307181             -0.125112      -6e-06         12169     YES            
34     92     126    -791.56844              -0.091992      1.9e-05        12290     YES            
36     26     62     -441.944218             0.138863       0.000312       12324     YES            
36     28     64     -481.547282             -0.117392      0.000365       12413     YES            
36     30     66     -516.087942             -0.127067      0.000263       12503     YES            
36     32     68     -547.326616             -0.187511      0.031874       12558     YES            
36     34     70     -577.224296             -0.230908      5.2e-05        12605     YES            
36     36     72     -604.078489             -0.258094      0.000358       12676     YES            
36     38     74     -629.310247             -0.147447      -0.000118      12767     YES            
36     40     76     -653.017102             -0.000365      1.6e-05        12860     YES            
36     42     78     -674.260185             -0.017143      -7.3e-05       12963     YES            
36     44     80     -695.023988             0.091608       6.6e-05        12989     YES            
36     46     82     -714.909741             0.108333       -0.000589      13065     YES            
36     48     84     -733.139809             0.063614       -3.5e-05       13137     YES            
36     50     86     -750.378836             0.001415       1e-06          13214     YES            
36     52     88     -762.321707             -0.066076      -1e-06         13282     YES            
36     54     90     -773.136978             -0.074645      0.000129       13388     YES            
36     56     92     -782.699142             0.000557       -0.0           13449     YES            
36     58     94     -790.577174             1e-06          -1.2e-05       13538     YES            
36     60     96     -797.232532             -0.154966      0.000136       13596     YES            
36     62     98     -804.057251             -0.202301      -5e-05         13656     YES            
36     64     100    -810.470339             -0.217893      -2e-06         13731     YES            
36     66     102    -816.557833             0.335798       -0.000156      13811     YES            
36     68     104    -821.746904             0.316348       3.4e-05        13901     YES            
36     70     106    -826.085358             0.305202       0.00025        14007     YES            
36     72     108    -829.627269             0.288747       0.000298       14038     YES            
36     74     110    -833.091616             -0.150603      0.000867       14167     YES            
36     76     112    -836.502435             0.098199       0.00051        14243     YES            
36     78     114    -839.799519             0.066719       -0.000712      14303     YES            
36     80     116    -842.936623             0.000176       0.0            14377     YES            
36     82     118    -845.13749              3e-06          -0.0           14408     YES            
36     84     120    -845.299457             -0.023376      7e-06          14480     YES            
36     86     122    -845.272755             -0.081838      3.9e-05        14599     YES            
36     88     124    -845.229925             -0.098586      8.3e-05        14674     YES            
36     90     126    -844.737875             -0.092573      5.7e-05        14749     YES            
36     92     128    -843.806425             -0.04784       8e-06          14779     YES            
36     94     130    -843.292007             -0.004633      -0.0           14856     YES            
36     96     132    -841.736305             -0.004519      4e-06          14991     YES            
38     28     66     -475.241029             -0.0           -0.0           15008     YES            
38     30     68     -512.035443             0.000331       8e-06          15099     YES            
38     32     70     -545.45363              -0.00085       0.0            15157     YES            
38     34     72     -577.686936             -0.214865      -0.000145      15230     YES            
38     36     74     -607.322586             -0.15653       -5.4e-05       15363     YES            
38     38     76     -635.589214             -0.000832      3.1e-05        15395     YES            
38     40     78     -662.395675             -0.000209      -1.3e-05       15485     YES            
38     42     80     -686.039888             -1e-06         -1.1e-05       15548     YES            
38     44     82     -708.408597             -0.00112       -5e-06         15607     YES            
38     46     84     -730.198063             -7e-06         -2e-06         15683     YES            
38     48     86     -751.417704             -7.7e-05       -0.0           15802     YES            
38     50     88     -771.028726             0.000421       0.0            15839     YES            
38     52     90     -784.57964              -0.000332      -1e-06         15937     YES            
38     54     92     -797.148692             1e-06          -0.0           15983     YES            
38     56     94     -808.758731             0.000105       0.0            16119     YES            
38     58     96     -818.200514             0.000166       -3.6e-05       16134     YES            
38     60     98     -825.97169              0.000349       4.7e-05        16209     YES            
