Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
50   48   -790.545          4.243        0.796        *            *            -3.185       
50   49   -802.7635         4.777        1.864        12.2185      *            -8.999       
50   50   -822.052          5.246        2.802        19.2885      31.507       -4.003       
50   51   -830.649          5.99975      4.1945       8.597        27.8855      -1.4495      
50   52   -846.196          6.5135       5.107        15.547       24.144       1.354        
50   53   -848.926          5.8775       4.635        2.73         18.277       5.8285       
50   54   -869.126          6.4865       6.653        20.2         22.93        0.263        
50   55   -868.8815         5.07175      4.0635       -0.2445      19.9555      3.7095       
50   56   -891.217          6.957        8.074        22.3355      22.091       -0.444       
50   57   -889.4525         5.43225      5.3045       -1.7645      20.571       3.6655       
50   58   -912.408          7.4775       9.675        22.9555      21.191       -0.965       
50   59   -909.4615         6.17575      7.3265       -2.9465      20.009       2.9865       
50   60   -932.575          8.104        11.438       23.1135      20.167       -1.542       
50   61   -928.555          8.23         10.88        -4.02        19.0935      1.88         
50   62   -951.805          9.906        13.422       23.25        19.23        -2.368       
50   63   -946.9135         11.0395      14.474       -4.8915      18.3585      -0.9385      
50   64   -970.102          11.903       14.986       23.1885      18.297       -3.419       
50   65   -963.95           12.4975      16.105       -6.152       17.0365      -3.2105      
50   66   -987.348          12.657       16.354       23.398       17.246       -3.932       
50   67   -979.546          13.03075     17.0315      -7.802       15.596       -3.401       
50   68   -1003.724         13.4295      17.759       24.178       16.376       -4.43        
50   69   -994.4595         13.6555      18.141       -9.2645      14.9135      -3.645       
50   70   -1019.365         14.2165      19.193       24.9055      15.641       -5.1         
50   71   -1009.231         14.42825     19.5265      -10.134      14.7715      -4.6125      
50   72   -1034.347         15.045       20.67        25.116       14.982       -5.875       
50   73   -1024.1955        15.34225     21.1545      -10.1515     14.9645      -6.191       
50   74   -1048.764         15.9095      22.179       24.5685      14.417       -6.787       
50   75   -1039.6375        16.28175     22.8735      -9.1265      15.442       -8.2965      
50   76   -1062.671         16.724       23.708       23.0335      13.907       -7.786       
50   77   -1055.8095        17.21425     24.5735      -6.8615      16.172       -10.7455     
50   78   -1076.088         17.6045      25.239       20.2785      13.417       -8.825       
50   79   -1072.99          18.16175     26.1835      -3.098       17.1805      -13.454      
50   80   -1089.022         18.539       26.768       16.032       12.934       -9.873       
50   81   -1091.564         18.98575     27.5315      2.542        18.574       -16.4575     
50   82   -1101.256         19.3375      28.105       9.692        12.234       -10.702      
50   83   -1099.8515        19.98675     28.9035      -1.4045      8.2875       -7.519       
50   84   -1106.177         20.451       29.332       6.3255       4.921        -4.726       
50   85   -1097.8015        21.28225     30.3945      -8.3755      -2.05        1.4465       
50   86   -1110.756         21.5735      30.377       12.9545      4.579        -5.611       
50   87   -1101.8575        24.39975     31.7545      -8.8985      4.056        -6.1505      
50   88   -1115.429         26.186       31.052       13.5715      4.673        -6.75        
50   89   -1108.3665        27.6145      32.884       -7.0625      6.509        -9.9635      
50   90   -1120.444         27.728       32.086       12.0775      5.015        -7.767       
50   91   -1111.4435        28.87575     33.8515      -9.0005      3.077        -7.661       
50   92   -1125.023         28.7685      33.107       13.5795      4.579        -8.365       
50   93   -1113.7255        29.8025      34.825       -11.2975     2.282        -7.8335      
50   94   -1129.178         29.6265      34.123       15.4525      4.155        -8.962       
50   95   -1116.335         30.91025     36.6805      -12.843      2.6095       -9.1345      
50   96   -1133.052         30.214       35.278       16.717       3.874        -9.697       
50   97   -1120.6605        31.8405      37.926       -12.3915     4.3255       -12.706      
50   98   -1136.869         31.427       36.494       16.2085      3.817        -10.795      
50   99   -1125.0025        32.57775     38.4155      -11.8665     4.342        -13.968      
50   100  -1140.206         32.3285      37.537       15.2035      3.337        -11.531      
50   101  -1127.291         33.593       39.751       -12.915      2.2885       -12.404      
50   102  -1143.006         33.1625      38.575       15.715       2.8          -12.037      
50   103  -1128.5255        34.72925     40.7485      -14.4805     1.2345       -12.6855     
50   104  -1145.385         34.616       39.562       16.8595      2.379        -12.654      
50   105  -1129.6875        36.896       45.567       -15.6975     1.162        -13.6105     
50   106  -1147.39          33.461       40.142       17.7025      2.005        -13.267      
50   107  -1127.0525        35.0815      45.468       -20.3375     -2.635       -14.632      
50   108  -1149.375         31.652       40.694       22.3225      1.985        -13.827      
50   109  -1125.123         31.93525     40.9305      -24.252      -1.9295      -15.2385     
50   110  -1151.291         32.4035      41.537       26.168       1.916        -14.31       
50   111  -1127.486         32.5045      41.354       -23.805      2.363        -14.9935     
50   112  -1152.861         33.2455      42.451       25.375       1.57         -14.807      
50   113  -1129.325         33.4625      42.44        -23.536      1.839        -14.893      
50   114  -1154.089         34.1945      43.459       24.764       1.228        -15.379      
50   115  -1130.839         *            *            -23.25       1.514        -15.654      
50   116  -1155.009         *            *            24.17        0.92         -16.079      
50   117  -1132.5065        *            *            -22.5025     1.6675       *            
50   118  -1155.664         *            *            23.1575      0.655        *            
50   119  -1134.7775        *            *            -20.8865     2.271        *            
50   120  -1156.081         *            *            21.3035      0.417        *            
