Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
43   79   -953.28575        0.43175      34.26725     -6.89225     10.8555      -14.93725    
43   80   -967.1435         0.5145       34.919       13.85775     6.9655       -11.886      
43   81   -966.34675        0.69475      35.889       -0.79675     13.061       -19.02825    
43   82   -973.58           0.775        36.599       7.23325      6.4365       -13.0555     
43   83   -969.92           1.0295       37.00475     -3.66        3.57325      -11.16225    
43   84   -974.995          1.249        37.2855      5.075        1.415        -9.714       
43   85   -963.586          1.4785       *            -11.409      -6.334       -2.37075     
43   86   -976.197          1.708        *            12.611       1.202        -10.1875     
43   87   -961.18125        4.26425      *            -15.01575    -2.40475     *            
43   88   -978.0605         2.9955       *            16.87925     1.8635       *            
43   89   -962.5415         5.645        *            -15.519      1.36025      *            
43   90   -979.2925         3.2945       *            16.751       1.232        *            
43   91   -962.84325        4.49125      *            -16.44925    0.30175      *            
43   92   -980.044          3.478        *            17.20075     0.7515       *            
43   93   -961.566          5.1915       *            -18.478      -1.27725     *            
43   94   -981.518          4.575        *            19.952       1.474        *            
43   95   -960.4795         5.511        *            -21.0385     -1.0865      *            
43   96   -982.016          4.792        *            21.5365      0.498        *            
44   42   -698.321          12.173       1.146        *            *            -0.988       
44   43   -701.927          12.75875     1.9975       3.606        *            2.647        
44   44   -727.113          13.6195      3.399        25.186       28.792       -1.638       
44   45   -729.5735         14.27575     4.3365       2.4605       27.6465      -1.344       
44   46   -754.694          15.087       5.584        25.1205      27.581       -2.68        
44   47   -758.729          15.79        6.565        4.035        29.1555      -5.192       
44   48   -781.174          16.578       7.716        22.445       26.48        -3.764       
44   49   -790.115          17.32575     8.7365       8.941        31.386       -9.651       
44   50   -806.526          18.1035      9.817        16.411       25.352       -4.768       
44   51   -811.265          18.822       10.904       4.739        21.15        -1.5865      
44   52   -824.424          19.4405      11.791       13.159       17.898       0.585        
44   53   -826.112          19.52825     13.1215      1.688        14.847       2.549        
44   54   -842.84           19.401       14.022       16.728       18.416       -1.907       
44   55   -844.9515         19.8915      14.908       2.1115       18.8395      -3.661       
44   56   -860.273          20.367       15.764       15.3215      17.433       -3.155       
44   57   -860.213          21.08125     16.4925      -0.06        15.2615      -1.8695      
44   58   -876.203          21.9305      17.491       15.99        15.93        -3.394       
44   59   -873.189          22.127       19.154       -3.014       12.976       -1.1685      
44   60   -891.045          21.2835      18.737       17.856       14.842       -4.033       
44   61   -885.7455         21.66625     20.3175      -5.2995      12.5565      -3.4105      
44   62   -905.346          21.044       19.888       19.6005      14.301       -4.738       
44   63   -899.5635         21.20975     20.6095      -5.7825      13.818       -5.8355      
44   64   -919.361          21.4805      21.541       19.7975      14.015       -5.603       
44   65   -914.914          21.77175     22.3685      -4.447       15.3505      -7.66        
44   66   -932.467          22.068       23.206       17.553       13.106       -6.347       
44   67   -929.004          22.60825     24.4715      -3.463       14.09        -8.1585      
44   68   -944.361          22.7235      24.887       15.357       11.894       -6.8         
44   69   -939.528          23.584       26.308       -4.833       10.524       -6.6955      
44   70   -954.935          23.7845      26.409       15.407       10.574       -7.161       
44   71   -946.1995         26.223       26.966       -8.7355      6.6715       -4.6795      
44   72   -965.154          28.9165      28.033       18.9545      10.219       -8.328       
44   73   -953.5985         29.13        28.065       -11.5555     7.399        -6.065       
44   74   -974.913          30.1235      29.657       21.3145      9.759        -9.492       
44   75   -963.5535         30.58        30.125       -11.3595     9.955        -9.72        
44   76   -984.114          31.3765      31.273       20.5605      9.201        -10.558      
44   77   -974.4205         31.99025     32.0255      -9.6935      10.867       -12.692      
44   78   -992.827          32.649       32.868       18.4065      8.713        -11.686      
44   79   -986.6375         33.35175     33.7835      -6.1895      12.217       -15.9425     
44   80   -1001.068         33.9245      34.439       14.4305      8.241        -12.809      
44   81   -1000.9715        34.62475     35.3195      -0.0965      14.334       -19.8175     
44   82   -1008.805         35.225       36.0         7.8335       7.737        -13.876      
44   83   -1005.3545        35.4345      36.464       -3.4505      4.383        -11.4025     
44   84   -1010.604         35.609       36.858       5.2495       1.799        -9.499       
44   85   -999.3995         35.8135      37.292       -11.2045     -5.955       -2.209       
44   86   -1012.215         36.018       37.726       12.8155      1.611        -10.169      
44   87   -999.1855         38.00425     42.2685      -13.0295     -0.214       -8.778       
44   88   -1014.226         36.1655      39.161       15.0405      2.011        -11.437      
44   89   -1001.5615        39.02        44.665       -12.6645     2.376        -16.3445     
44   90   -1016.167         36.8745      40.169       14.6055      1.941        -12.802      
44   91   -1001.2145        38.37125     42.8625      -14.9525     -0.347       -16.018      
44   92   -1017.702         37.658       41.136       16.4875      1.535        -13.404      
44   93   -1000.2325        38.6665      43.858       -17.4695     -0.982       -13.5805     
44   94   -1018.863         37.345       41.92        18.6305      1.161        -13.997      
44   95   -998.8005         38.321       43.832       -20.0625     -1.432       -14.126      
44   96   -1019.658         37.642       42.434       20.8575      0.795        -14.415      
44   97   -998.0125         *            *            -21.6455     -0.788       -14.744      
44   98   -1020.357         *            *            22.3445      0.699        -14.833      
44   99   -998.4955         *            *            -21.8615     0.483        *            
44   100  -1020.964         *            *            22.4685      0.607        *            
44   101  -998.8865         *            *            -22.0775     0.391        *            
44   102  -1021.189         *            *            22.3025      0.225        *            
45   44   -715.558          -11.555      2.0645       *            *            -1.11        
45   45   -718.5355         -11.038      3.23775      2.9775       *            -1.06725     
45   46   -744.068          -10.626      4.461        25.5325      28.51        -2.2745      
45   47   -748.614          -10.115      5.675        4.546        30.0785      -5.01625     
45   48   -771.425          -9.749       6.829        22.811       27.357       -3.518       
45   49   -780.822          -9.293       8.03275      9.397        32.208       -9.583       
45   50   -797.614          -8.912       9.1915       16.792       26.189       -4.718       
45   51   -802.79675        -8.46825     10.35375     5.18275      21.97475     -1.7075      
45   52   -816.1545         -8.2695      11.171       13.35775     18.5405      0.568        
45   53   -819.9365         -6.1755      13.35275     3.782        17.13975     0.8065       
45   54   -838.4085         -4.4315      14.9695      18.472       22.254       -5.125       
45   55   -840.942          -4.0095      15.882       2.5335       21.0055      -6.05825     
45   56   -856.7305         -3.5425      16.8245      15.7885      18.322       -4.9915      
45   57   -856.776          -3.437       17.64425     0.0455       15.834       -3.416       
45   58   -872.8665         -3.3365      18.594       16.0905      16.136       -4.6605      
45   59   -870.1805         -3.0085      19.1185      -2.686       13.4045      -2.74875     
45   60   -887.9295         -3.1155      18.168       17.749       15.063       -5.357       
45   61   -883.2085         -2.537       19.12925     -4.721       13.028       -3.8465      
45   62   -903.2275         -2.1185      18.9255      20.019       15.298       -5.166       
45   63   -896.464          -3.0995      18.11025     -6.7635      13.2555      -4.08475     
45   64   -916.7405         -2.6205      18.86        20.2765      13.513       -4.1385      
45   65   -912.39225        -2.52175     19.25        -4.34825     15.92825     -5.7385      
45   66   -931.229          -1.238       20.83        18.83675     14.4885      -5.0485      
45   67   -928.60925        -0.39475     22.2135      -2.61975     16.217       -7.167       
45   68   -944.2545         -0.1065      22.617       15.64525     13.0255      -5.5555      
45   69   -938.22025        -1.30775     22.27625     -6.03425     9.611        -3.5245      
45   70   -954.616          -0.319       23.4655      16.39575     10.3615      -4.6785      
45   71   -943.756          -2.4435      23.7795      -10.86       5.53575      0.488        
45   72   -963.431          -1.723       27.1935      19.675       8.815        -3.9805      
45   73   -951.981          -1.6175      27.5125      -11.45       8.225        -3.7045      
45   74   -973.716          -1.197       28.9265      21.735       10.285       -9.1785      
45   75   -962.617          -0.9365      29.6435      -11.099      10.636       -9.8485      
45   76   -983.413          -0.701       30.6755      20.796       9.697        -10.3235     
45   77   -974.07875        -0.34175     31.6485      -9.33425     11.46175     -12.80525    
45   78   -992.5945         -0.2325      32.4165      18.51575     9.1815       -11.557      
45   79   -986.79275        0.15525      33.507       -5.80175     12.714       -16.0625     
45   80   -1001.276         0.208        34.1325      14.48325     8.6815       -12.798      
45   81   -1001.477         0.5055       35.13025     0.201        14.68425     -19.89125    
45   82   -1009.438         0.633        35.858       7.961        8.162        -13.9945     
45   83   -1006.24125       0.88675      36.32125     -3.19675     4.76425      -11.5945     
45   84   -1011.5945        0.9905       36.5995      5.35325      2.1565       -9.7145      
45   85   -1000.7525        1.353        37.1665      -10.842      -5.48875     -2.5325      
45   86   -1013.5505        1.3355       37.3535      12.798       1.956        -10.2555     
45   87   -1001.942         2.7565       40.76075     -11.6085     1.1895       -10.056      
45   88   -1017.2735        3.0475       39.213       15.3315      3.723        -12.7765     
45   89   -1005.71625       4.15475      43.17475     -11.55725    3.77425      -16.235      
45   90   -1019.629         3.462        40.3365      13.91275     2.3555       -13.2685     
45   91   -1005.72175       4.50725      42.8785      -13.90725    0.0055       -14.88025    
45   92   -1021.3845        3.6825       41.3405      15.66275     1.7555       -13.792      
45   93   -1005.008         4.7755       43.442       -16.3765     -0.71375     -13.86475    
45   94   -1022.7065        3.8435       41.1885      17.6985      1.322        -14.3625     
45   95   -1003.81525       5.01475      43.33575     -18.89125    -1.19275     -13.94925    
45   96   -1023.649         3.991        41.633       19.83375     0.9425       -13.831      
45   97   -1002.8925        4.88         *            -20.7565     -0.92275     -14.113      
45   98   -1024.851         4.494        *            21.9585      1.202        -14.535      
45   99   -1004.26925       5.77375      *            -20.58175    1.37675      *            
45   100  -1025.5275        4.5635       *            21.25825     0.6765       *            
45   101  -1005.4585        6.572        *            -20.069      1.18925      *            
45   102  -1025.7545        4.5655       *            20.296       0.227        *            
46   44   -728.183          12.625       1.07         *            *            -1.562       
46   45   -731.8225         13.287       2.249        3.6395       *            -1.5955      
46   46   -757.912          13.844       3.218        26.0895      29.729       -2.499       
46   47   -763.154          14.54        4.425        5.242        31.3315      -5.2805      
46   48   -786.516          15.091       5.342        23.362       28.604       -3.522       
46   49   -796.579          15.757       6.464        10.063       33.425       -9.55        
46   50   -813.962          16.348       7.436        17.383       27.446       -4.488       
46   51   -819.9285         17.13175     8.6635       5.9665       23.3495      -1.5135      
46   52   -833.825          17.6705      9.401        13.8965      19.863       1.001        
46   53   -836.771          16.8345      10.659       2.946        16.8425      2.794        
46   54   -854.057          15.6485      11.217       17.286       20.232       -1.333       
46   55   -856.9725         16.0305      12.021       2.9155       20.2015      -2.5605      
46   56   -873.188          16.4575      12.915       16.2155      19.131       -2.048       
46   57   -874.029          17.253       13.816       0.841        17.0565      -0.7775      
46   58   -890.91           18.0435      14.707       16.881       17.722       -2.337       
46   59   -889.207          19.0265      16.018       -1.703       15.178       -0.694       
46   60   -907.504          19.5745      16.459       18.297       16.594       -3.001       
46   61   -902.9665         19.758       17.221       -4.5375      13.7595      -1.4775      
46   62   -923.009          19.7815      17.663       20.0425      15.505       -3.664       
46   63   -916.1895         19.7255      16.626       -6.8195      13.223       -2.144       
46   64   -937.87           21.1295      18.509       21.6805      14.861       -4.224       
46   65   -933.0205         20.62825     18.1065      -4.8495      16.831       -5.157       
46   66   -952.541          21.312       20.074       19.5205      14.671       -4.88        
46   67   -950.4345         21.82525     21.4305      -2.1065      17.414       -7.2205      
46   68   -966.038          21.7835      21.677       15.6035      13.497       -5.271       
46   69   -960.0025         21.78225     20.4745      -6.0355      9.568        -2.6985      
46   70   -978.587          23.971       23.652       18.5845      12.549       -5.926       
46   71   -967.8925         24.1365      21.693       -10.6945     7.89         -0.0645      
46   72   -990.578          27.147       25.424       22.6855      11.991       -7.343       
46   73   -979.5035         27.5225      25.905       -11.0745     11.611       -5.004       
46   74   -1001.929         28.213       27.016       22.4255      11.351       -8.475       
46   75   -991.3955         28.7785      27.842       -10.5335     11.892       -9.497       
46   76   -1012.732         29.319       28.618       21.3365      10.803       -9.519       
46   77   -1004.087         30.00825     29.6665      -8.645       12.6915      -12.2335     
46   78   -1023.042         30.4475      30.215       18.955       10.31        -10.628      
46   79   -1017.983         31.19025     31.3455      -5.059       13.896       -15.2625     
46   80   -1032.874         31.598       31.806       14.891       9.832        -11.747      
46   81   -1033.7425        32.2655      32.771       0.8685       15.7595      -18.805      
46   82   -1042.201         32.763       33.396       8.4585       9.327        -12.833      
46   83   -1039.353         33.11175     33.9985      -2.848       5.6105       -10.0815     
46   84   -1044.905         33.3105      34.301       5.552        2.704        -7.8         
46   85   -1034.5405        33.788       35.141       -10.3645     -4.8125      -0.886       
46   86   -1047.436         33.8855      35.221       12.8955      2.531        -8.532       
46   87   -1036.1285        34.1865      36.943       -11.3075     1.588        -8.429       
46   88   -1050.631         33.3575      36.405       14.5025      3.195        -10.116      
46   89   -1040.281         34.56475     38.7195      -10.35       4.1525       -12.7955     
46   90   -1053.601         33.972       37.434       13.32        2.97         -11.075      
46   91   -1041.019         35.29725     39.8045      -12.582      0.738        -11.1575     
46   92   -1056.137         34.7525      38.435       15.118       2.536        -11.67       
46   93   -1041.1785        36.1705      40.946       -14.9585     0.1595       -11.664      
46   94   -1058.27          35.5635      39.407       17.0915      2.133        -12.268      
46   95   -1040.87          37.05475     42.0695      -17.4        -0.3085      -12.3375     
46   96   -1060.0           36.351       40.342       19.13        1.73         -12.837      
46   97   -1039.9675        37.075       41.955       -20.0325     -0.9025      -12.867      
46   98   -1061.375         36.524       41.018       21.4075      1.375        -13.417      
46   99   -1042.318         38.04875     43.8225      -19.057      2.3505       -16.0055     
46   100  -1062.611         37.0835      41.647       20.293       1.236        -13.954      
46   101  -1045.0255        39.567       46.139       -17.5855     2.7075       -18.23       
46   102  -1063.79          38.0355      42.601       18.7645      1.179        -14.526      
46   103  -1044.694         *            *            -19.096      -0.3315      -17.5075     
46   104  -1064.528         *            *            19.834       0.738        -15.039      
46   105  -1040.532         *            *            -23.996      -4.162       *            
46   106  -1064.906         *            *            24.374       0.378        *            
46   107  -1037.7865        *            *            -27.1195     -2.7455      *            
46   108  -1065.527         *            *            27.7405      0.621        *            
46   109  -1040.2195        *            *            -25.3075     2.433        *            
46   110  -1065.772         *            *            25.5525      0.245        *            
47   46   -748.861          -9.051       4.793        *            *            -5.003       
47   47   -754.66175        -8.49225     6.04775      5.80075      *            -7.82625     
47   48   -778.4625         -8.0535      7.0375       23.80075     29.6015      -6.0945      
47   49   -789.04175        -7.53725     8.21975      10.57925     34.38        -12.12775    
47   50   -806.881          -7.081       9.267        17.83925     28.4185      -7.156       
47   51   -813.329          -6.5995      10.53225     6.448        24.28725     -4.207       
47   52   -827.457          -6.368       11.3025      14.128       20.576       -1.543       
47   53   -831.7985         -4.9725      11.862       4.3415       18.4695      -0.70175     
47   54   -850.8            -3.257       12.3915      19.0015      23.343       -6.3455      
47   55   -853.59525        -3.37725     12.65325     2.79525      21.79675     -5.35875     
47   56   -871.0305         -2.1575      14.3         17.43525     20.2305      -4.322       
47   57   -871.936          -2.093       15.16        0.9055       18.34075     -2.694       
47   58   -889.6515         -1.2585      16.785       17.7155      18.621       -4.621       
47   59   -888.496          -0.711       18.3155      -1.1555      16.56        -3.42        
47   60   -907.1405         -0.3635      19.211       18.6445      17.489       -5.974       
47   61   -902.60325        -0.36325     19.39475     -4.53725     14.10725     -4.12275     
47   62   -922.441          -0.568       19.2135      19.83775     15.3005      -6.2115      
47   63   -914.8545         -1.335       18.3905      -7.5865      12.25125     -3.346       
47   64   -935.828          -2.042       19.0875      20.9735      13.387       -4.3005      
47   65   -929.94775        -3.07275     17.5555      -5.88025     15.09325     -5.18375     
47   66   -951.4625         -1.0785      20.2335      21.51475     15.6345      -6.422       
47   67   -946.227          -4.2075      17.61775     -5.2355      16.27925     -5.53475     
47   68   -965.8115         -0.2265      21.557       19.5845      14.349       -6.2825      
47   69   -957.4105         -2.592       19.19025     -8.401       11.1835      -0.50125     
47   70   -978.0695         -0.5175      23.4535      20.659       12.258       -5.515       
47   71   -967.4035         -0.489       23.6475      -10.666      9.993        -0.88325     
47   72   -990.6475         0.0695       27.2165      23.244       12.578       -7.7315      
47   73   -979.69475        0.19125      27.71375     -10.95275    12.29125     -7.63875     
47   74   -1002.582         0.653        28.866       22.88725     11.9345      -10.851      
47   75   -992.29725        0.90175      29.68025     -10.28475    12.6025      -12.01625    
47   76   -1013.9575        1.2255       30.5445      21.66025     11.3755      -11.9415     
47   77   -1005.6565        1.5695       31.57775     -8.301       13.35925     -14.7395     
47   78   -1024.8255        1.7835       32.231       19.169       10.868       -13.1125     
47   79   -1020.14975       2.16675      33.357       -4.67575     14.49325     -17.771      
47   80   -1035.194         2.32         33.918       15.04425     10.3685      -14.2995     
47   81   -1036.385         2.6425       34.908       1.191        16.23525     -21.29225    
47   82   -1045.041         2.84         35.603       8.656        9.847        -15.465      
47   83   -1042.4055        3.0525       36.16425     -2.6355      6.0205       -12.6285     
47   84   -1048.02          3.115        36.4255      5.6145       2.979        -10.282      
47   85   -1038.00375       3.46325      37.25125     -10.01625    -4.40175     -3.4625      
47   86   -1050.8225        3.3865       37.272       12.81875     2.8025       -10.928      
47   87   -1040.07825       3.94975      38.13625     -10.74425    2.0745       -11.02575    
47   88   -1054.514         3.883        37.2405      14.43575     3.6915       -12.6635     
47   89   -1044.68925       4.40825      38.973       -9.82475     4.611        -14.44725    
47   90   -1057.5845        3.9835       37.9555      12.89525     3.0705       -12.011      
47   91   -1045.7705        4.7515       40.04875     -11.814      1.08125      -11.75425    
47   92   -1060.3515        4.2145       38.967       14.581       2.767        -12.4225     
47   93   -1046.237         5.0585       41.229       -14.1145     0.4665       -12.21525    
47   94   -1062.7325        4.4625       40.026       16.4955      2.381        -13.048      
47   95   -1046.24475       5.37475      42.4295      -16.48775    0.00775      -12.93675    
47   96   -1064.782         4.782        41.133       18.53725     2.0495       -13.7755     
47   97   -1046.941         6.9735       44.0485      -17.841      0.69625      -14.82575    
47   98   -1066.16          4.785        41.309       19.219       1.378        -14.211      
47   99   -1049.4725        7.1545       45.20325     -16.6875     2.5315       -18.28       
47   100  -1067.395         4.784        41.8675      17.9225      1.235        -14.244      
47   101  -1050.69525       5.66975      45.23675     -16.69975    1.22275      -18.126      
47   102  -1068.1805        4.3905       42.426       17.48525     0.7855       -14.353      
47   103  -1049.833         5.139        *            -18.3475     -0.86225     -16.0745     
47   104  -1068.3005        3.7725       *            18.4675      0.12         -14.246      
47   105  -1046.18625       5.65425      *            -22.11425    -3.64675     *            
47   106  -1070.672         5.766        *            24.48575     2.3715       *            
47   107  -1044.1855        6.399        *            -26.4865     -2.00075     *            
47   108  -1071.509         5.982        *            27.3235      0.837        *            
47   109  -1046.5085        6.289        *            -25.0005     2.323        *            
47   110  -1071.963         6.191        *            25.4545      0.454        *            
48   46   -759.06           10.199       1.148        *            *            -2.577       
48   47   -765.4645         10.80275     2.3105       6.4045       *            -5.342       
48   48   -789.749          11.2865      3.233        24.2845      30.689       -3.537       
48   49   -800.8995         11.85775     4.3205       11.1505      35.435       -9.4455      
48   50   -819.25           12.369       5.288        18.3505      29.501       -4.434       
48   51   -826.4545         13.1255      6.526        7.2045       25.555       -1.5755      
48   52   -841.089          13.632       7.264        14.6345      21.839       1.173        
48   53   -844.291          12.4925      7.52         3.202        17.8365      3.9375       
48   54   -862.473          11.673       8.416        18.182       21.384       -0.348       
48   55   -864.818          11.22275     7.8455       2.345        20.527       0.253        
48   56   -883.143          12.1125      9.955        18.325       20.67        -0.786       
48   57   -884.148          12.212       10.119       1.005        19.33        1.1245       
48   58   -902.733          13.0815      11.823       18.585       19.59        -1.245       
48   59   -902.135          13.639       12.928       -0.598       17.987       0.194        
48   60   -921.137          13.9965      13.633       19.002       18.404       -1.927       
48   61   -917.675          15.07175     14.7085      -3.462       15.54        -0.168       
48   62   -938.383          15.942       15.374       20.708       17.246       -2.579       
48   63   -932.4395         17.585       16.25        -5.9435      14.7645      -1.173       
48   64   -955.116          19.288       17.246       22.6765      16.733       -3.807       
48   65   -947.845          17.89725     14.8245      -7.271       15.4055      -3.3555      
48   66   -970.994          19.5315      18.453       23.149       15.878       -4.824       
48   67   -962.5145         16.2875      12.08        -8.4795      14.6695      -1.194       
48   68   -985.965          20.1535      19.927       23.4505      14.971       -5.124       
48   69   -976.3185         18.908       16.316       -9.6465      13.804       2.416        
48   70   -1000.172         22.1025      21.585       23.8535      14.207       -5.834       
48   71   -989.7045         22.301       21.812       -10.4675     13.386       -1.402       
48   72   -1013.677         23.0295      23.099       23.9725      13.505       -6.79        
48   73   -1003.041         23.34625     23.5375      -10.636      13.3365      -6.8485      
48   74   -1026.585         24.003       24.656       23.544       12.908       -7.707       
48   75   -1016.764         24.46675     25.3685      -9.821       13.723       -8.9605      
48   76   -1038.963         25.0055      26.231       22.199       12.378       -8.734       
48   77   -1031.236         25.5795      27.149       -7.727       14.472       -11.5405     
48   78   -1050.849         26.0235      27.807       19.613       11.886       -9.817       
48   79   -1046.8065        26.65675     28.8235      -4.0425      15.5705      -14.4195     
48   80   -1062.254         27.06        29.38        15.4475      11.405       -10.912      
48   81   -1064.0325        27.6475      30.29        1.7785       17.226       -17.7495     
48   82   -1073.151         28.11        30.95        9.1185       10.897       -11.977      
48   83   -1070.948         28.5425      31.595       -2.203       6.9155       -8.9055      
48   84   -1076.845         28.825       31.94        5.897        3.694        -6.344       
48   85   -1067.407         29.40325     32.8665      -9.438       -3.541       0.246        
48   86   -1080.379         29.5565      32.943       12.972       3.534        -7.174       
48   87   -1070.103         30.02475     33.9745      -10.276      2.696        -7.2625      
48   88   -1084.377         29.863       33.746       14.274       3.998        -8.641       
48   89   -1075.4825        30.79325     35.2015      -8.8945      5.3795       -11.054      
48   90   -1088.358         30.7735      34.757       12.8755      3.981        -9.427       
48   91   -1077.592         31.8215      36.573       -10.766      2.1095       -9.011       
48   92   -1091.916         31.5645      35.779       14.324       3.558        -10.015      
48   93   -1078.9005        32.6635      37.722       -13.0155     1.3085       -9.5815      
48   94   -1095.055         32.3225      36.785       16.1545      3.139        -10.618      
48   95   -1079.6545        33.40975     38.7845      -15.4005     0.754        -10.176      
48   96   -1097.774         32.992       37.774       18.1195      2.719        -11.204      
48   97   -1082.7345        35.7935      42.767       -15.0395     3.08         -13.5645     
48   98   -1100.375         34.215       39.0         17.6405      2.601        -12.075      
48   99   -1086.587         37.1145      44.269       -13.788      3.8525       -18.3195     
48   100  -1102.669         35.274       40.058       16.082       2.294        -12.994      
48   101  -1087.54          36.84475     42.5145      -15.129      0.953        -16.922      
48   102  -1104.431         36.2505      40.641       16.891       1.762        -13.52       
48   103  -1087.777         37.944       43.083       -16.654      0.237        -14.4515     
48   104  -1105.823         37.5225      41.295       18.046       1.392        -13.733      
48   105  -1084.1205        37.93425     43.5885      -21.7025     -3.6565      -11.1265     
48   106  -1107.248         36.576       42.342       23.1275      1.425        -14.42       
48   107  -1081.5845        37.399       43.798       -25.6635     -2.536       -12.7525     
48   108  -1108.681         37.172       43.154       27.0965      1.433        -15.475      
48   109  -1084.1925        37.684       43.973       -24.4885     2.608        -18.106      
48   110  -1109.754         37.791       43.982       25.5615      1.073        -15.927      
48   111  -1086.132         *            *            -23.622      1.9395       -17.6125     
48   112  -1110.41          *            *            24.278       0.656        -16.338      
48   113  -1086.885         *            *            -23.525      0.753        *            
48   114  -1110.63          *            *            23.745       0.22         *            
49   48   -786.302          -3.447       7.8395       *            *            -9.141       
49   49   -797.9865         -2.913       8.94475      11.6845      *            -15.02475    
49   50   -816.806          -2.444       9.925        18.8195      30.504       -10.0435     
49   51   -824.64925        -1.80525     11.32025     7.84325      26.66275     -7.3075      
49   52   -839.6825         -1.4065      12.2255      15.03325     22.8765      -4.5015      
49   53   -843.0485         -1.2425      11.25        3.366        18.39925     -1.4195      
49   54   -862.6395         0.1665       11.8395      19.591       22.957       -6.8825      
49   55   -863.80975        -1.00825     10.2145      1.17025      20.76125     -3.71125     
49   56   -884.26           1.117        13.2295      20.45025     21.6205      -5.16        
49   57   -884.02025        -0.12775     12.08425     -0.23975     20.2105      -2.125       
49   58   -904.9305         2.1975       15.279       20.91025     20.6705      -5.6         
49   59   -903.28575        1.15075      14.78975     -1.64475     19.2655      -3.04975     
49   60   -924.471          3.334        17.3305      21.18525     19.5405      -6.5195      
49   61   -920.325          2.65         17.72175     -4.146       17.03925     -3.529       
49   62   -941.899          3.516        19.458       21.574       17.428       -6.4585      
49   63   -935.874          3.4345       21.0195      -6.025       15.549       -4.97075     
49   64   -958.199          3.083        22.371       22.325       16.3         -7.458       
49   65   -951.4525         3.6075       21.50475     -6.7465      15.5785      -8.298       
49   66   -974.691          3.697        23.2285      23.2385      16.492       -10.563      
49   67   -966.51525        4.00075      20.28825     -8.17575     15.06275     -8.2675      
49   68   -990.2945         4.3295       24.483       23.77925     15.6035      -10.532      
49   69   -980.804          4.4855       23.3935      -9.4905      14.28875     -6.277       
49   70   -1005.1485        4.9765       27.079       24.3445      14.854       -11.037      
49   71   -994.80275        5.09825      27.39925     -10.34575    13.99875     -9.09225     
49   72   -1019.302         5.625        28.6545      24.49925     14.1535      -12.9325     
49   73   -1008.85325       5.81225      29.1585      -10.44875    14.0505      -13.14975    
49   74   -1032.8545        6.2695       30.2725      24.00125     13.5525      -13.907      
49   75   -1023.35575       6.59175      31.0585      -9.49875     14.5025      -15.361      
49   76   -1045.947         6.984        31.9895      22.59125     13.0925      -15.065      
49   77   -1038.59525       7.35925      32.93875     -7.35175     15.2395      -17.998      
49   78   -1058.4835        7.6345       33.658       19.88825     12.5365      -16.226      
49   79   -1054.82825       8.02175      34.6785      -3.65525     16.233       -20.87175    
49   80   -1070.483         8.229        35.289       15.65475     11.9995      -17.3575     
49   81   -1072.57825       8.54575      36.19325     2.09525      17.75        -24.1285     
49   82   -1081.9185        8.7675       36.8775      9.34025      11.4355      -18.4245     
49   83   -1079.86475       8.91675      37.45925     -2.05375     7.2865       -15.17975    
49   84   -1085.726         8.881        37.706       5.86125      3.8075       -12.385      
49   85   -1076.51925       9.11225      38.5155      -9.20675     -3.3455      -5.81375     
49   86   -1089.1825        8.8035       38.36        12.66325     3.4565       -12.8625     
49   87   -1077.45775       7.35475      37.3795      -11.72475    0.9385       -11.154      
49   88   -1089.243         4.866        34.729       11.78525     0.0605       -10.1205     
49   89   -1080.752         5.2695       36.06275     -8.491       3.29425      -12.37375    
49   90   -1092.716         4.358        35.1315      11.964       3.473        -9.902       
49   91   -1082.56775       4.97575      36.79725     -10.14825    1.81575      -9.5785      
49   92   -1096.2545        4.3385       35.903       13.68675     3.5385       -10.37       
49   93   -1083.923         5.0225       37.686       -12.3315     1.35525      -9.8525      
49   94   -1099.5515        4.4965       36.819       15.6285      3.297        -10.9        
49   95   -1085.42475       5.77025      39.18        -14.12675    1.50175      -10.88775    
49   96   -1102.838         5.064        38.056       17.41325     3.2865       -11.8055     
49   97   -1088.82          6.0855       41.879       -14.018      3.39525      -14.27525    
49   98   -1105.442         5.067        39.282       16.622       2.604        -12.36       
49   99   -1092.42475       5.83775      42.95225     -13.01725    3.60475      -17.18375    
49   100  -1107.8775        5.2085       40.4825      15.45275     2.4355       -13.4175     
49   101  -1093.698         6.158        43.00275     -14.1795     1.27325      -15.9255     
49   102  -1109.8435        5.4125       41.663       16.1455      1.966        -14.1485     
49   103  -1093.79625       6.01925      43.96325     -16.04725    0.09825      -14.801      
49   104  -1110.769         4.946        42.4685      16.97275     0.9255       -14.2885     
49   105  -1092.7915        8.671        46.60525     -17.9775     -1.00475     -14.6585     
49   106  -1113.929         6.681        43.257       21.1375      3.16         -17.3285     
49   107  -1091.971         10.3865      47.7855      -21.958      -0.8205      -17.48475    
49   108  -1117.723         9.042        46.214       25.752       3.794        -18.751      
49   109  -1093.18775       8.99525      46.67925     -24.53525    1.21675      -20.70225    
49   110  -1118.8875        9.1335       46.9245      25.69975     1.1645       -19.0785     
49   111  -1094.9815        8.8495       *            -23.906      1.79375      -20.173      
49   112  -1119.6155        9.2055       *            24.634       0.728        -19.3525     
49   113  -1095.8625        8.9775       *            -23.753      0.881        *            
49   114  -1119.8945        9.2645       *            24.032       0.279        *            
