Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
37   52   -762.336          0.058        22.202       9.595        11.45        -4.8575      
37   53   -759.0685         0.237        21.175       -3.2675      6.3275       0.50775      
37   54   -774.011          1.106        22.288       14.9425      11.675       -5.577       
37   55   -769.11225        1.09425      21.41325     -4.89875     10.04375     -2.91875     
37   56   -785.3535         1.8625       22.8685      16.24125     11.3425      -5.3305      
37   57   -780.54           2.0025       22.4975      -4.8135      11.42775     -4.541       
37   58   -796.9265         3.4625       24.1115      16.3865      11.573       -6.1415      
37   59   -791.66875        3.21675      24.614       -5.25775     11.12875     -5.32625     
37   60   -807.816          5.326        26.0965      16.14725     10.8895      -6.701       
37   61   -799.8875         4.387        26.93125     -7.9285      8.21875      -4.53275     
37   62   -815.914          5.643        27.891       16.0265      8.098        -5.8945      
37   63   -806.117          5.2335       28.92275     -9.797       6.2295       -4.86075     
37   64   -822.99           5.614        29.6895      16.873       7.076        -6.667       
37   65   -813.32725        5.88075      30.9615      -9.66275     7.21025      -7.833       
37   66   -829.9595         6.0925       31.4985      16.63225     6.9695       -8.359       
37   67   -819.959          6.4955       33.01375     -10.0005     6.63175      -9.29325     
37   68   -836.0385         6.6085       33.289       16.0795      6.079        -9.2775      
37   69   -824.17325        7.22425      35.14025     -11.86525    4.21425      -8.928       
37   70   -841.643          7.355        35.7815      17.46975     5.6045       -10.5935     
37   71   -827.48075        7.40425      37.858       -14.16225    3.3075       -10.14775    
37   72   -846.3235         7.2485       39.7845      18.84275     4.6805       -12.162      
37   73   -831.68375        7.64225      40.095       -14.63975    4.203        -13.761      
37   74   -851.514          8.106        40.7855      19.83025     5.1905       -16.675      
37   75   -836.84025        8.62425      40.7935      -14.67375    5.1565       -16.9515     
37   76   -856.1615         8.9375       41.4565      19.32125     4.6475       -17.133      
37   77   -842.9275         9.54         41.48525     -13.234      6.08725      -18.58075    
37   78   -860.3285         9.7375       42.609       17.401       4.167        -17.3235     
37   79   -850.447          10.391       43.4715      -9.8815      7.5195       -20.70475    
37   80   -864.0005         10.4995      43.914       13.5535      3.672        -17.981      
37   81   -860.855          11.022       45.1085      -3.1455      10.408       -25.5795     
37   82   -867.0895         11.2445      44.613       6.2345       3.089        -18.703      
38   34   -576.492          9.498        0.096        *            *            -2.374       
38   35   -584.784          7.92475      -1.0105      8.292        *            -0.552       
38   36   -606.396          8.7465       2.673        21.612       29.904       -1.7         
38   37   -613.318          9.68325      2.8465       6.922        28.534       0.7765       
38   38   -635.05           12.03        5.84         21.732       28.654       -3.027       
38   39   -642.795          14.33875     7.5725       7.745        29.477       -4.0235      
38   40   -662.21           16.3375      8.685        19.415       27.16        -4.7         
38   41   -666.731          16.71625     9.6625       4.521        23.936       -3.2085      
38   42   -686.422          17.22        10.89        19.691       24.212       -4.597       
38   43   -687.221          17.40375     11.7225      0.799        20.49        -1.8525      
38   44   -709.14           17.8125      13.005       21.919       22.718       -5.308       
38   45   -709.0085         17.444       12.863       -0.1315      21.7875      -5.21        
38   46   -730.797          18.1955      14.961       21.7885      21.657       -6.362       
38   47   -732.3435         18.36675     15.1185      1.5465       23.335       -7.898       
38   48   -751.48           19.448       17.096       19.1365      20.683       -7.344       
38   49   -757.787          19.8655      18.241       6.307        25.4435      -12.262      
38   50   -771.164          20.278       19.376       13.377       19.684       -8.48        
38   51   -773.064          20.323       19.726       1.9          15.277       -5.218       
38   52   -783.054          20.718       20.776       9.99         11.89        -2.966       
38   53   -779.5405         20.472       20.709       -3.5135      6.4765       2.0975       
38   54   -794.927          20.916       22.022       15.3865      11.873       -4.349       
38   55   -789.9965         20.88425     21.9785      -4.9305      10.456       -2.865       
38   56   -806.986          21.6325      23.495       16.9895      12.059       -5.781       
38   57   -801.4425         20.9025      22.905       -5.5435      11.446       -5.1245      
38   58   -818.419          21.4925      24.955       16.9765      11.433       -6.628       
38   59   -811.8155         20.14675     23.3635      -6.6035      10.373       -4.978       
38   60   -828.972          21.156       26.482       17.1565      10.553       -7.208       
38   61   -820.7445         20.857       25.244       -8.2275      8.929        -3.9925      
38   62   -838.667          22.753       28.396       17.9225      9.695        -7.877       
38   63   -829.4455         23.3285      28.562       -9.2215      8.701        -5.645       
38   64   -847.684          24.694       30.308       18.2385      9.017        -9.113       
38   65   -838.683          25.35575     31.2365      -9.001       9.2375       -9.4995      
38   66   -855.922          25.9625      32.055       17.239       8.238        -10.246      
38   67   -846.6395         26.6805      33.176       -9.2825      7.9565       -10.893      
38   68   -863.147          27.1085      33.717       16.5075      7.225        -10.98       
38   69   -851.9525         27.77925     35.0035      -11.1945     5.313        -10.189      
38   70   -869.608          27.965       35.32        17.6555      6.461        -11.878      
38   71   -856.41           28.92925     36.3335      -13.198      4.4575       -11.161      
38   72   -876.012          29.6885      36.937       19.602       6.404        -13.424      
38   73   -861.641          29.95725     37.5995      -14.371      5.231        -13.2645     
38   74   -881.81           30.296       38.402       20.169       5.798        -14.435      
38   75   -867.5395         30.69925     39.3235      -14.2705     5.8985       -15.198      
38   76   -887.059          30.8975      39.835       19.5195      5.249        -15.351      
38   77   -874.3275         31.4         40.94        -12.7315     6.788        -17.8115     
38   78   -891.826          31.4975      41.235       17.4985      4.767        -16.302      
38   79   -882.523          32.076       42.467       -9.303       8.1955       -20.8355     
38   80   -896.11           32.1095      42.609       13.587       4.284        -17.219      
38   81   -893.427          32.572       43.594       -2.683       10.904       -25.071      
38   82   -899.824          32.7345      43.979       6.397        3.714        -18.023      
39   36   -596.959          -9.437       -0.6905      *            *            -1.665       
39   37   -604.58925        -8.72875     0.9545       7.63025      *            0.57         
39   38   -628.5445         -6.5055      5.5245       23.95525     31.5855      -2.595       
39   39   -635.5345         -7.2605      7.07825      6.99         30.94525     -3.59975     
39   40   -655.7045         -6.5055      9.832        20.17        27.16        -4.3845      
39   41   -660.65475        -6.07625     10.64        4.95025      25.12025     -3.8985      
39   42   -680.795          -5.627       11.593       20.14025     25.0905      -6.6225      
39   43   -682.00625        -5.21475     12.189       1.21125      21.3515      -3.6915      
39   44   -704.3275         -4.8125      13.0         22.32125     23.5325      -6.8255      
39   45   -704.5855         -4.423       13.021       0.258        22.57925     -6.46825     
39   46   -726.7485         -4.0485      14.147       22.163       22.421       -7.121       
39   47   -728.65725        -3.68625     14.6805      1.90875      24.07175     -8.79275     
39   48   -748.141          -3.339       16.109       19.48375     21.3925      -7.2395      
39   49   -754.77675        -3.01025     16.85525     6.63575      26.1195      -12.5        
39   50   -768.4725         -2.6915      17.5865      13.69575     20.3315      -8.1405      
39   51   -770.903          -2.161       18.162       2.4305       16.12625     -4.6815      
39   52   -781.4385         -1.6155      19.1025      10.5355      12.966       -2.2525      
39   53   -778.34825        -1.19225     19.27975     -3.09025     7.44525      2.69275      
39   54   -793.983          -0.944       19.972       15.63475     12.5445      -3.347       
39   55   -789.54275        -0.45375     20.4305      -4.44025     11.1945      -2.17425     
39   56   -807.0875         0.1015       21.734       17.54475     13.1045      -4.7765      
39   57   -801.473          0.0305       20.933       -5.6145      11.93025     -4.06075     
39   58   -819.4385         1.0195       22.512       17.9655      12.351       -5.785       
39   59   -812.4445         0.629        20.77575     -6.994       10.9715      -3.6045      
39   60   -830.9905         2.0185       23.1745      18.546       11.552       -5.764       
39   61   -822.4845         1.74         22.597       -8.506       10.04        -2.51575     
39   62   -841.5285         2.8615       25.6145      19.044       10.538       -5.4125      
39   63   -832.446          3.0005       26.329       -9.0825      9.9615       -4.2585      
39   64   -851.3235         3.6395       28.3335      18.8775      9.795        -7.1095      
39   65   -842.699          4.016        29.37175     -8.6245      10.253       -8.282       
39   66   -860.3445         4.4225       30.385       17.6455      9.021        -9.0545      
39   67   -851.59325        4.95375      31.63425     -8.75125     8.89425      -9.966       
39   68   -868.342          5.195        32.3035      16.74875     7.9975       -10.0825     
39   69   -858.1045         6.152        33.93125     -10.2375     6.51125      -9.8455      
39   70   -875.807          6.199        34.164       17.7025      7.465        -11.4685     
39   71   -862.7005         6.2905       35.21975     -13.1065     4.596        -10.22725    
39   72   -881.874          5.862        35.5505      19.1735      6.067        -11.931      
39   73   -867.669          6.028        35.98525     -14.205      4.9685       -11.88825    
39   74   -888.164          6.354        36.65        20.495       6.29         -13.5405     
39   75   -874.15125        6.61175      37.311       -14.01275    6.48225      -14.1675     
39   76   -893.8535         6.7945       37.692       19.70225     5.6895       -14.0395     
39   77   -881.4475         7.12         38.52        -12.406      7.29625      -16.30725    
39   78   -899.0115         7.1855       38.683       17.564       5.158        -14.55       
39   79   -890.07275        7.54975      39.62575     -8.93875     8.62525      -18.84525    
39   80   -903.639          7.529        39.6385      13.56625     4.6275       -15.0105     
39   81   -901.20575        7.77875      40.35075     -2.43325     11.133       -22.45875    
39   82   -907.6475         7.8235       40.558       6.44175      4.0085       -15.347      
40   36   -606.732          9.773        0.336        *            *            -1.94        
40   37   -613.6305         9.04125      0.3125       6.8985       *            -0.5465      
40   38   -638.369          9.8245       3.319        24.7385      31.637       -3.673       
40   39   -645.744          10.2095      2.949        7.375        32.1135      -4.126       
40   40   -667.809          12.1045      5.599        22.065       29.44        -4.459       
40   41   -673.3585         12.70375     6.6275       5.5495       27.6145      -2.2635      
40   42   -694.118          13.323       7.696        20.7595      26.309       -3.608       
40   43   -695.9515         13.94525     8.7305       1.8335       22.593       -0.9205      
40   44   -718.885          14.5575      9.745        22.9335      24.767       -4.163       
40   45   -719.7725         15.187       10.764       0.8875       23.821       -4.2515      
40   46   -742.55           15.8015      11.753       22.7775      23.665       -5.11        
40   47   -745.096          16.43875     12.7525      2.546        25.3235      -7.7875      
40   48   -765.202          17.061       13.722       20.106       22.652       -6.105       
40   49   -772.4865         17.70975     14.6995      7.2845       27.3905      -11.843      
40   50   -786.821          18.3485      15.657       14.3345      21.619       -7.041       
40   51   -789.627          18.724       16.563       2.806        17.1405      -3.54        
40   52   -800.553          19.1145      17.499       10.926       13.732       -1.089       
40   53   -797.996          19.64775     18.4555      -2.557       8.369        3.368        
40   54   -813.989          20.006       19.062       15.993       13.436       -2.635       
40   55   -809.859          20.31625     19.8625      -4.13        11.863       -2.0185      
40   56   -827.779          20.6915      20.793       17.92        13.79        -4.552       
40   57   -821.9685         20.4955      20.526       -5.8105      12.1095      -3.672       
40   58   -840.798          21.3595      22.379       18.8295      13.019       -5.512       
40   59   -833.2485         20.804       21.433       -7.5495      11.28        -3.506       
40   60   -853.019          22.0285      24.047       19.7705      12.221       -6.3         
40   61   -844.2945         21.81        23.55        -8.7245      11.046       -4.179       
40   62   -864.52           22.9915      25.853       20.2255      11.501       -7.248       
40   63   -855.6815         23.2355      26.236       -8.8385      11.387       -6.637       
40   64   -875.303          23.9795      27.619       19.6215      10.783       -8.336       
40   65   -867.12           24.421       28.437       -8.183       11.4385      -9.3745      
40   66   -885.237          24.8925      29.315       18.117       9.934        -9.253       
40   67   -877.077          25.48375     30.4375      -8.16        9.957        -10.094      
40   68   -894.127          25.785       30.98        17.05        8.89         -9.905       
40   69   -884.6065         26.502       32.654       -9.5205      7.5295       -9.667       
40   70   -902.116          26.309       32.508       17.5095      7.989        -10.669      
40   71   -889.971          27.2705      33.561       -12.145      5.3645       -9.7185      
40   72   -909.586          27.712       33.574       19.615       7.47         -11.678      
40   73   -895.797          28.128       34.156       -13.789      5.826        -11.087      
40   74   -916.868          28.704       35.058       21.071       7.282        -12.556      
40   75   -903.408          29.25675     35.8685      -13.46       7.611        -13.467      
40   76   -923.588          29.7345      36.529       20.18        6.72         -13.478      
40   77   -911.8425         30.395       37.515       -11.7455     8.4345       -16.003      
40   78   -929.807          30.7955      37.981       17.9645      6.219        -14.448      
40   79   -921.6075         31.53475     39.0845      -8.1995      9.765        -18.98       
40   80   -935.528          31.889       39.418       13.9205      5.721        -15.402      
40   81   -933.7695         32.56375     40.3425      -1.7585      12.162       -22.9465     
40   82   -940.681          33.0335      40.857       6.9115       5.153        -16.271      
40   83   -936.498          *            *            -4.183       2.7285       -14.771      
40   84   -941.105          *            *            4.607        0.424        -12.981      
40   85   -929.316          *            *            -11.789      -7.182       *            
40   86   -941.277          *            *            11.961       0.172        *            
41   38   -628.818          -9.551       0.2735       *            *            -3.559       
41   39   -636.63375        -9.11025     1.09925      7.81575      *            -3.7445      
41   40   -659.2745         -8.5345      3.57         22.64075     30.4565      -2.43        
41   41   -665.05275        -8.30575     4.398        5.77825      28.419       -1.21825     
41   42   -686.331          -7.787       5.536        21.27825     27.0565      -2.3265      
41   43   -688.453          -7.4985      6.44675      2.122        23.40025     0.50175      
41   44   -711.755          -7.13        7.4275       23.302       25.424       -2.66        
41   45   -712.9435         -6.829       8.358        1.1885       24.4905      -2.63725     
41   46   -736.027          -6.523       9.2785       23.0835      24.272       -3.3995      
41   47   -738.869          -6.227       10.21175     2.842        25.9255      -5.9835      
41   48   -759.241          -5.961       11.1         20.372       23.214       -4.1925      
41   49   -766.79675        -5.68975     12.02        7.55575      27.92775     -9.8395      
41   50   -781.3825         -5.4385      12.91        14.58575     22.1415      -4.9415      
41   51   -784.7155         -4.9115      13.8125      3.333        17.91875     -1.63875     
41   52   -796.2135         -4.3395      14.775       11.498       14.831       0.559        
41   53   -794.9025         -3.0935      16.55425     -1.311       10.187       4.3005       
41   54   -810.6865         -3.3025      16.7035      15.784       14.473       -0.948       
41   55   -808.88675        -0.97225     19.344       -1.79975     13.98425     -2.2385      
41   56   -825.737          -2.042       18.6495      16.85025     15.0505      -3.454       
41   57   -821.6855         -0.283       20.2125      -4.0515      12.79875     -3.84275     
41   58   -839.264          -1.534       19.8255      17.5785      13.527       -3.8765      
41   59   -833.469          0.2205       21.0245      -5.795       11.7835      -3.696       
41   60   -853.994          0.975        23.0035      20.525       14.73        -6.2555      
41   61   -845.7645         1.47         23.28        -8.2295      12.2955      -5.02        
41   62   -866.595          2.075        25.0665      20.8305      12.601       -7.3045      
41   63   -858.29825        2.61675      25.85225     -8.29675     12.53375     -7.51375     
41   64   -878.3865         3.0835       27.063       20.08825     11.7915      -8.558       
41   65   -870.80025        3.68025      28.10125     -7.58625     12.502       -10.05425    
41   66   -889.264          4.027        28.9195      18.46375     10.8775      -9.6405      
41   67   -881.898          4.821        30.30475     -7.366       11.09775     -10.899      
41   68   -899.097          4.97         30.755       17.199       9.833        -10.4525     
41   69   -890.49875        5.89225      32.39425     -8.59825     8.60075      -10.6055     
41   70   -907.8805         5.7645       32.0735      17.38175     8.7835       -11.2385     
41   71   -896.84525        6.87425      34.14475     -11.03525    6.3465       -10.44075    
41   72   -914.895          5.309        33.021       18.04975     7.0145       -10.788      
41   73   -901.16425        5.36725      33.49525     -13.73075    4.319        -10.16375    
41   74   -920.3085         3.4405       32.1445      19.14425     5.4135       -10.1345     
41   75   -906.995          3.587        32.84375     -13.3135     5.83075      -11.026      
41   76   -927.4065         3.8185       33.553       20.4115      7.098        -10.9425     
41   77   -915.9035         4.061        34.456       -11.503      8.9085       -13.45225    
41   78   -933.9655         4.1585       34.954       18.062       6.559        -11.812      
41   79   -926.062          4.4545       35.98925     -7.9035      10.1585      -16.3145     
41   80   -939.9885         4.4605       36.3495      13.9265      6.023        -12.677      
41   81   -938.45325        4.68375      37.2475      -1.53525     12.39125     -20.0805     
41   82   -945.403          4.722        37.7555      6.94975      5.4145       -13.464      
41   83   -941.64475        5.14675      *            -3.75825     3.1915       -12.139      
41   84   -946.4815         5.3765       *            4.83675      1.0785       -10.534      
41   85   -935.1615         5.8455       *            -11.32       -6.48325     *            
41   86   -947.2615         5.9845       *            12.1         0.78         *            
42   38   -638.377          9.559        0.008        *            *            -3.345       
42   39   -646.6585         10.02475     0.9145       8.2815       *            -4.728       
42   40   -669.9            10.6255      2.091        23.2415      31.523       -3.231       
42   41   -676.262          11.20925     2.9035       6.362        29.6035      -2.218       
42   42   -698.414          12.083       4.296        22.152       28.514       -2.305       
42   43   -701.2545         12.8015      5.303        2.8405       24.9925      0.404        
42   44   -725.355          13.6         6.47         24.1005      26.941       -2.937       
42   45   -727.2995         14.356       7.527        1.9445       26.045       -3.048       
42   46   -751.144          15.117       8.594        23.8445      25.789       -3.959       
42   47   -754.762          15.893       9.666        3.618        27.4625      -6.6895      
42   48   -775.88           16.639       10.678       21.118       24.736       -5.03        
42   49   -784.207          17.41025     11.7205      8.327        29.445       -10.811      
42   50   -799.544          18.1615      12.723       15.337       23.664       -6.042       
42   51   -803.189          18.4735      13.562       3.645        18.982       -2.4025      
42   52   -815.044          18.8305      14.491       11.855       15.5         0.077        
42   53   -815.074          20.1715      17.078       0.03         11.885       2.853        
42   54   -830.744          20.0575      16.755       15.67        15.7         -1.891       
42   55   -830.8445         21.95775     20.9855      0.1005       15.7705      -4.5485      
42   56   -846.195          20.458       18.416       15.3505      15.451       -3.906       
42   57   -843.9825         22.297       22.014       -2.2125      13.138       -5.8235      
42   58   -860.39           21.126       19.592       16.4075      14.195       -4.311       
42   59   -854.6795         21.2105      21.431       -5.7105      10.697       -4.411       
42   60   -874.289          20.295       21.27        19.6095      13.899       -5.191       
42   61   -866.3195         20.555       22.025       -7.9695      11.64        -4.771       
42   62   -887.52           20.925       23.0         21.2005      13.231       -6.201       
42   63   -879.61           21.31175     23.9285      -7.91        13.2905      -7.0155      
42   64   -900.01           21.6235      24.707       20.4         12.49        -7.19        
42   65   -892.9205         22.12025     25.8005      -7.0895      13.3105      -8.939       
42   66   -911.631          22.367       26.394       18.7105      11.621       -8.028       
42   67   -904.944          23.046       27.867       -6.687       12.0235      -9.524       
42   68   -922.177          23.08        28.05        17.233       10.546       -8.64        
42   69   -914.466          23.96725     29.8595      -7.711       9.522        -9.089       
42   70   -931.685          23.8045      29.569       17.219       9.508        -9.258       
42   71   -922.8995         26.05425     32.9285      -8.7855      8.4335       -9.993       
42   72   -940.524          25.629       30.938       17.6245      8.839        -10.108      
42   73   -929.3115         28.14725     33.5145      -11.2125     6.412        -11.0405     
42   74   -948.989          28.6805      32.121       19.6775      8.465        -11.103      
42   75   -936.212          29.217       32.804       -12.777      6.9005       -12.115      
42   76   -957.245          29.8385      33.657       21.033       8.256        -12.077      
42   77   -946.4045         30.501       34.562       -10.8405     10.1925      -14.6965     
42   78   -964.984          31.0185      35.177       18.5795      7.739        -13.096      
42   79   -957.8265         31.7645      36.219       -7.1575      11.422       -17.684      
42   80   -972.209          32.2205      36.681       14.3825      7.225        -14.102      
42   81   -971.387          32.93375     37.6175      -0.822       13.5605      -21.4795     
42   82   -978.865          33.462       38.184       7.478        6.656        -15.037      
42   83   -975.2715         33.62675     38.7735      -3.5935      3.8845       -13.202      
42   84   -980.078          33.5965      38.973       4.8065       1.213        -11.097      
42   85   -969.012          33.8505      39.696       -11.066      -6.2595      -4.214       
42   86   -981.036          33.7745      39.759       12.024       0.958        -11.631      
42   87   -964.137          *            *            -16.899      -4.875       -6.521       
42   88   -981.788          *            *            17.651       0.752        -12.211      
42   89   -963.424          *            *            -18.364      -0.713       *            
42   90   -982.77           *            *            19.346       0.982        *            
42   91   -964.1915         *            *            -18.5785     0.7675       *            
42   92   -983.513          *            *            19.3215      0.743        *            
42   93   -962.4545         *            *            -21.0585     -1.737       *            
42   94   -984.196          *            *            21.7415      0.683        *            
42   95   -961.2795         *            *            -22.9165     -1.175       *            
42   96   -984.793          *            *            23.5135      0.597        *            
42   97   -960.981          *            *            -23.812      -0.2985      *            
42   98   -985.129          *            *            24.148       0.336        *            
42   99   -960.6755         *            *            -24.4535     -0.3055      *            
42   100  -985.162          *            *            24.4865      0.033        *            
43   42   -687.4695         -10.9445     1.1385       *            *            0.105        
43   43   -690.70075        -10.55375    2.24775      3.23125      *            2.652        
43   44   -715.327          -10.028      3.572        24.62625     27.8575      -0.696       
43   45   -717.686          -9.6135      4.7425       2.359        26.98525     -0.933       
43   46   -741.975          -9.169       5.948        24.289       26.648       -1.92        
43   47   -746.0055         -8.7565      7.1365       4.0305       28.3195      -4.762       
43   48   -767.511          -8.369       8.27         21.5055      25.536       -3.184       
43   49   -776.1345         -8.0725      9.33775      8.6235       30.129       -8.9655      
43   50   -791.748          -7.796       10.3655      15.6135      24.237       -4.207       
43   51   -795.92825        -7.26075     11.21275     4.18025      19.79375     -0.8315      
43   52   -808.3535         -6.6905      12.14        12.42525     16.6055      1.329        
43   53   -809.60675        -5.46725     14.70425     1.25325      13.6785      3.40875      
43   54   -826.41           -4.334       15.7235      16.80325     18.0565      -1.8965      
43   55   -827.01           -3.8345      18.12325     0.6          17.40325     -3.8075      
43   56   -842.775          -3.42        17.038       15.765       16.365       -3.7885      
43   57   -840.8025         -3.18        19.117       -1.9725      13.7925      -3.61575     
43   58   -857.535          -2.855       18.271       16.7325      14.76        -3.498       
43   59   -853.05375        -1.62575     19.58475     -4.48125     12.25125     -3.06825     
43   60   -873.3725         -0.9165      19.3785      20.31875     15.8375      -5.8085      
43   61   -866.5015         0.182        20.737       -6.871       13.44775     -4.7325      
43   62   -888.2155         0.6955       21.6205      21.714       14.843       -5.9215      
43   63   -880.9485         1.3385       22.65025     -7.267       14.447       -6.884       
43   64   -901.9065         1.8965       23.52        20.958       13.691       -7.0115      
43   65   -895.46725        2.54675      24.667       -6.43925     14.51875     -8.869       
43   66   -914.638          3.007        25.374       19.17075     12.7315      -7.9515      
43   67   -908.70025        3.75625      26.80225     -5.93775     13.233       -9.6         
43   68   -926.2425         4.0655       27.1455      17.54225     11.6045      -8.6785      
43   69   -919.1525         4.6865       28.65375     -7.09        10.45225     -8.9545      
43   70   -936.4225         4.7375       28.542       17.27        10.18        -9.0255      
43   71   -927.67875        4.77925      30.8335      -8.74375     8.52625      -8.88        
43   72   -945.075          4.551        30.18        17.39625     8.6525       -8.8945      
43   73   -932.06475        2.75325      30.9005      -13.01025    4.386        -6.9195      
43   74   -950.0945         1.1055       29.786       18.02975     5.0195       -6.8995      
43   75   -937.4675         1.2555       30.4725      -12.627      5.40275      -8.00325     
43   76   -958.8455         1.6005       31.439       21.378       8.751        -10.237      
43   77   -948.257          1.8525       32.3535      -10.5885     10.7895      -12.962      
43   78   -967.0485         2.0645       33.083       18.7915      8.203        -11.342      
43   79   -960.19675        2.37025      34.13475     -6.85175     11.93975     -15.99325    
43   80   -974.7            2.491        34.7115      14.50325     7.6515       -12.4345     
43   81   -974.1295         2.7425       35.67625     -0.5705      13.93275     -19.7675     
43   82   -981.744          2.879        36.341       7.6145       7.044        -13.4555     
43   83   -978.49575        3.22425      36.851       -3.24825     4.36625      -11.7425     
43   84   -983.5375         3.4595       37.056       5.04175      1.7935       -9.8345      
43   85   -972.83675        3.82475      37.67525     -10.70075    -5.659       -2.892       
43   86   -985.036          4.0          37.7745      12.19925     1.4985       -10.2545     
43   87   -970.3115         6.1745       *            -14.7245     -2.52525     -6.85        
43   88   -987.182          5.394        *            16.8705      2.146        -11.6205     
43   89   -971.048          7.624        *            -16.134      0.7365       *            
43   90   -988.804          6.034        *            17.756       1.622        *            
43   91   -971.27425        7.08275      *            -17.52975    0.22625      *            
43   92   -989.9145         6.4015       *            18.64025     1.1105       *            
43   93   -970.347          7.8925       *            -19.5675     -0.92725     *            
43   94   -991.8895         7.6935       *            21.5425      1.975        *            
43   95   -969.67275        8.39325      *            -22.21675    -0.67425     *            
43   96   -992.841          8.048        *            23.16825     0.9515       *            
43   97   -969.83425        8.85325      *            -23.00675    0.1615       *            
43   98   -994.1275         8.9985       *            24.29325     1.2865       *            
43   99   -970.6805         10.005       *            -23.447      0.84625      *            
43   100  -994.8285         9.6665       *            24.148       0.701        *            
44   42   -700.225          12.7555      1.811        *            *            -2.025       
44   43   -704.017          13.31625     2.7625       3.792        *            0.545        
44   44   -729.339          14.012       3.984        25.322       29.114       -2.625       
44   45   -732.3225         14.6365      5.023        2.9835       28.3055      -2.768       
44   46   -757.266          15.291       6.122        24.9435      27.927       -3.611       
44   47   -761.959          15.9535      7.197        4.693        29.6365      -6.3595      
44   48   -784.102          16.591       8.222        22.143       26.836       -4.658       
44   49   -793.307          17.1725      9.1          9.205        31.348       -10.245      
44   50   -809.482          17.734       9.938        16.175       25.38        -5.302       
44   51   -814.1475         18.21925     10.9585      4.6655       20.8405      -1.6405      
44   52   -827.093          18.7395      12.049       12.9455      17.611       0.751        
44   53   -828.3245         18.71775     13.2505      1.2315       14.177       3.1645       
44   54   -845.016          18.606       14.272       16.6915      17.923       -1.672       
44   55   -846.0555         19.0455      15.211       1.0395       17.731       -2.6815      
44   56   -862.175          19.4         15.98        16.1195      17.159       -3.131       
44   57   -860.7075         19.905       16.725       -1.4675      14.652       -1.563       
44   58   -878.03           20.495       17.64        17.3225      15.855       -3.535       
44   59   -873.313          20.25925     18.6335      -4.717       12.6055      -1.0305      
44   60   -892.876          19.5035      18.587       19.563       14.846       -4.186       
44   61   -886.1635         19.662       19.844       -6.7125      12.8505      -3.184       
44   62   -907.451          19.2355      19.931       21.2875      14.575       -4.862       
44   63   -900.447          19.4985      20.837       -7.004       14.2835      -5.8275      
44   64   -921.583          19.6765      21.573       21.136       14.132       -5.763       
44   65   -915.499          20.03175     22.5785      -6.084       15.052       -7.589       
44   66   -934.835          20.197       23.204       19.336       13.252       -6.525       
44   67   -929.3965         20.69625     24.4525      -5.4385      13.8975      -8.176       
44   68   -946.998          20.7555      24.821       17.6015      12.163       -7.067       
44   69   -940.624          21.4715      26.158       -6.374       11.2275      -7.38        
44   70   -958.04           21.6175      26.355       17.416       11.042       -7.563       
44   71   -950.283          22.60425     27.3835      -7.757       9.659        -7.517       
44   72   -968.396          23.321       27.872       18.113       10.356       -8.411       
44   73   -957.923          25.85825     28.6115      -10.473      7.64         -6.7235      
44   74   -978.64           28.5455      29.651       20.717       10.244       -9.816       
44   75   -966.443          28.9755      30.231       -12.197      8.52         -8.8315      
44   76   -988.446          29.6005      31.201       22.003       9.806        -11.157      
44   77   -978.4145         30.1575      32.01        -10.0315     11.9715      -13.9025     
44   78   -997.723          30.6745      32.739       19.3085      9.277        -12.178      
44   79   -991.512          31.31525     33.6855      -6.211       13.0975      -16.8075     
44   80   -1006.471         31.771       34.262       14.959       8.748        -13.187      
44   81   -1006.522         32.3925      35.135       0.051        15.01        -20.3955     
44   82   -1014.643         32.899       35.778       8.121        8.172        -14.134      
44   83   -1011.58          33.08425     36.3085      -3.063       5.058        -11.893      
44   84   -1016.697         33.1595      36.619       5.117        2.054        -9.532       
44   85   -1006.2415        33.40475     37.2295      -10.4555     -5.3385      -2.67        
44   86   -1018.496         33.46        37.46        12.2545      1.799        -10.118      
44   87   -1005.156         34.8445      41.019       -13.34       -1.0855      -7.844       
44   88   -1020.456         33.274       38.668       15.3         1.96         -11.12       
44   89   -1006.437         35.389       43.013       -14.019      1.281        -14.0        
44   90   -1022.488         33.684       39.718       16.051       2.032        -12.4        
44   91   -1006.117         34.84275     41.9255      -16.371      -0.32        -14.393      
44   92   -1024.186         34.2715      40.673       18.069       1.698        -13.116      
44   93   -1005.1595        34.8125      42.705       -19.0265     -0.9575      -12.668      
44   94   -1025.553         33.6635      41.357       20.3935      1.367        -13.74       
44   95   -1003.906         34.23325     42.6265      -21.647      -1.2535      -13.1515     
44   96   -1026.599         33.758       41.806       22.693       1.046        -14.103      
44   97   -1003.8475        34.01325     42.8665      -22.7515     -0.0585      -14.268      
44   98   -1027.736         33.6085      42.607       23.8885      1.137        -14.643      
44   99   -1005.1105        34.43        44.435       -22.6255     1.263        -15.8295     
44   100  -1028.735         33.9065      43.573       23.6245      0.999        -15.306      
44   101  -1005.9825        *            *            -22.7525     0.872        -17.007      
44   102  -1029.37          *            *            23.3875      0.635        -15.908      
44   103  -1005.9815        *            *            -23.3885     -0.001       *            
44   104  -1029.613         *            *            23.6315      0.243        *            
45   44   -718.444          -10.895      3.117        *            *            -2.6745      
