Z    N    AME2003(MeV)      AME2016(MeV)      JFYLTRAP2017(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP2017(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         
98   150  12.9946           12.99491          *                 0.00511           0.00511           *                 13.280356         12.568695         12.234284         12.644842         12.534359         12.399271         12.13             12.285            12.614            11.933            
98   152  12.21061          12.21025          *                 0.00513           0.00513           *                 12.486878         11.926468         11.231355         11.903053         11.90921          11.659498         11.25             11.903            11.738            11.239            
98   154  11.28044          11.27841          *                 0.00476           0.00269           *                 11.745737         11.437841         10.433658         11.280847         11.464233         11.029463         10.744            11.352            11.122            10.766            
98   156  10.83585          10.83585          *                 0.01122           0.01122           *                 11.287678         10.989728         10.061792         10.789861         11.032923         10.536497         10.467            10.476            10.736            10.373            
98   158  *                 *                 *                 *                 *                 *                 11.074319         10.48197          9.705565          10.333085         10.500743         10.124669         10.105            10.031            10.45             9.961             
98   160  *                 *                 *                 *                 *                 *                 10.577928         9.919389          9.367063          9.855883          9.8756            9.716514          9.716             9.89              10.136            9.526             
98   162  *                 *                 *                 *                 *                 *                 9.761548          9.390201          8.801843          9.314905          9.306925          9.245925          9.464             9.572             9.959             9.064             
98   164  *                 *                 *                 *                 *                 *                 9.122262          8.932641          7.712959          8.744037          8.90093           8.733744          8.108             9.546             8.598             8.561             
98   166  *                 *                 *                 *                 *                 *                 8.934145          8.527896          7.395202          8.400934          8.570767          8.389397          8.222             8.352             8.576             8.366             
98   168  *                 *                 *                 *                 *                 *                 8.966109          8.19257           7.535434          8.316091          8.254448          8.264968          8.161             8.383             8.486             8.256             
98   170  *                 *                 *                 *                 *                 *                 9.055453          7.861228          7.813179          8.245086          7.944125          8.689235          8.374             8.677             9.03              8.402             
98   172  *                 *                 *                 *                 *                 *                 9.868286          8.062917          8.492472          8.650084          7.663517          8.832195          8.804             8.713             9.016             8.591             
98   174  *                 *                 *                 *                 *                 *                 8.888745          8.233354          7.626849          8.46186           7.926047          8.388509          8.215             8.169             8.163             8.286             
98   176  *                 *                 *                 *                 *                 *                 8.713147          8.011988          7.604577          8.269492          8.365851          8.162928          8.025             7.309             7.892             8.011             
98   178  *                 *                 *                 *                 *                 *                 8.3035            7.700664          7.186521          7.822022          7.992011          7.764911          7.72              7.312             7.526             7.67              
98   180  *                 *                 *                 *                 *                 *                 7.684415          7.582921          6.497048          7.49878           7.774646          7.476894          7.2               6.434             6.755             7.495             
98   182  *                 *                 *                 *                 *                 *                 7.580331          8.018703          6.472683          7.898356          8.120086          7.705113          7.254             6.7               6.781             7.358             
98   184  *                 *                 *                 *                 *                 *                 7.710601          6.707314          6.376335          6.867004          7.529367          7.144809          7.205             6.355             6.343             6.941             
98   186  *                 *                 *                 *                 *                 *                 4.708659          4.705257          2.238789          4.035187          4.144801          3.817126          2.388             3.717             3.355             3.544             
98   188  *                 *                 *                 *                 *                 *                 3.916888          3.57371           1.421355          2.979343          3.276295          3.006881          2.478             3.703             3.232             3.384             
98   190  *                 *                 *                 *                 *                 *                 5.138203          3.314432          2.478452          2.940766          4.26389           3.562377          3.664             3.907             3.582             3.21              
98   192  *                 *                 *                 *                 *                 *                 5.972763          3.03639           3.150944          4.268816          4.862167          4.123369          3.6               3.675             4.138             4.032             
98   194  *                 *                 *                 *                 *                 *                 5.972564          3.459831          3.412793          4.486217          4.956331          4.298094          3.499             3.292             4.229             3.983             
98   196  *                 *                 *                 *                 *                 *                 5.732544          4.356558          3.68402           4.676841          4.93168           4.424088          3.614             3.568             4.321             3.904             
98   198  *                 *                 *                 *                 *                 *                 5.549223          4.289081          3.756508          4.623089          4.79397           4.403468          3.688             3.675             4.247             3.88              
98   200  *                 *                 *                 *                 *                 *                 5.380915          4.007486          3.597145          4.404047          4.565285          4.302747          3.483             3.483             3.953             3.779             
98   202  *                 *                 *                 *                 *                 *                 5.175883          3.678643          3.304379          4.112206          4.243479          4.074471          3.257             3.296             3.709             3.593             
98   204  *                 *                 *                 *                 *                 *                 4.876304          3.297793          2.932177          3.74122           3.827599          3.722186          2.88              3.042             3.455             3.347             
98   206  *                 *                 *                 *                 *                 *                 4.440285          2.901862          2.462386          3.294573          3.391784          3.27449           2.574             2.551             3.174             3.067             
98   208  *                 *                 *                 *                 *                 *                 3.942067          2.512268          1.8607            2.837875          3.025989          2.858107          2.26              2.224             2.784             2.787             
98   210  *                 *                 *                 *                 *                 *                 3.465205          2.157135          1.294326          2.471654          2.742084          2.531269          1.77              1.837             2.1               2.52              
98   212  *                 *                 *                 *                 *                 *                 3.111861          1.835316          1.009257          2.209237          2.482329          2.295206          1.385             1.465             1.863             2.264             
98   214  *                 *                 *                 *                 *                 *                 2.851415          1.499484          0.919594          1.948888          2.188001          2.072713          1.147             1.266             1.724             2.025             
98   216  *                 *                 *                 *                 *                 *                 2.612872          1.158229          0.591434          1.590925          1.832258          1.744718          0.983             1.098             1.552             1.794             
98   218  *                 *                 *                 *                 *                 *                 2.223546          0.812759          0.048033          1.149015          1.458729          1.35414           0.742             0.779             1.261             1.567             
98   220  *                 *                 *                 *                 *                 *                 1.703103          0.470404          *                 0.771688          1.144468          1.021182          0.285             0.358             0.775             1.345             
98   222  *                 *                 *                 *                 *                 *                 1.283336          0.17528           *                 0.522899          0.91246           0.811451          *                 0.173             0.411             1.148             
98   224  *                 *                 *                 *                 *                 *                 1.053459          *                 *                 0.351905          0.740742          0.661341          *                 *                 0.264             0.976             
98   226  *                 *                 *                 *                 *                 *                 0.923846          *                 *                 0.179958          0.58807           0.529998          *                 *                 0.157             0.824             
98   228  *                 *                 *                 *                 *                 *                 0.845243          *                 *                 0.002095          0.431517          0.381039          *                 *                 0.077             0.685             
98   230  *                 *                 *                 *                 *                 *                 0.698956          *                 *                 *                 0.259882          0.181721          *                 *                 0.003             0.552             
98   232  *                 *                 *                 *                 *                 *                 0.495383          *                 *                 *                 0.065727          *                 *                 *                 *                 0.427             
98   234  *                 *                 *                 *                 *                 *                 0.308329          *                 *                 *                 *                 *                 *                 *                 *                 0.328             
98   236  *                 *                 *                 *                 *                 *                 0.189641          *                 *                 *                 *                 *                 *                 *                 *                 0.318             
98   238  *                 *                 *                 *                 *                 *                 0.498798          *                 *                 *                 *                 *                 *                 *                 *                 0.563             
98   240  *                 *                 *                 *                 *                 *                 0.853549          *                 *                 *                 *                 0.297836          *                 *                 *                 0.495             
98   242  *                 *                 *                 *                 *                 *                 0.650533          *                 *                 *                 *                 0.213118          *                 *                 *                 0.443             
98   244  *                 *                 *                 *                 *                 *                 0.481739          *                 *                 *                 *                 0.121658          *                 *                 *                 0.413             
98   246  *                 *                 *                 *                 *                 *                 0.21075           *                 *                 *                 *                 0.053486          *                 *                 *                 0.41              
98   248  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.005747          *                 *                 *                 0.448             
98   250  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.584             
98   252  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.014307          0.052469          *                 *                 *                 0.49              
98   254  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.572755          0.313728          *                 *                 *                 0.325             
98   256  *                 *                 *                 *                 *                 *                 0.220766          *                 *                 0.122453          0.716115          0.810765          *                 *                 *                 0.1               
100  132  *                 *                 *                 *                 *                 *                 *                 *                 18.072092         18.357025         *                 18.315242         *                 *                 *                 *                 
100  134  *                 *                 *                 *                 *                 *                 *                 18.297378         17.544543         18.199137         18.386182         17.763323         17.781            *                 *                 17.263            
100  136  *                 *                 *                 *                 *                 *                 *                 17.92454          17.825989         17.931431         17.982345         16.980071         17.711            17.211            18.072            17.336            
100  138  *                 *                 *                 *                 *                 *                 18.075391         17.469472         17.370493         17.534755         17.478432         17.335306         17.462            17.199            17.5              16.896            
100  140  *                 *                 *                 *                 *                 *                 17.633699         16.955162         16.925145         17.026563         16.945869         16.821621         16.636            16.412            16.911            16.246            
100  142  *                 *                 *                 *                 *                 *                 17.107014         16.393971         16.333991         16.44734          16.374421         16.199168         16.124            15.951            16.326            15.642            
100  144  *                 *                 *                 *                 *                 *                 16.553491         15.79107          15.535563         15.789961         15.761509         15.511636         15.398            15.511            15.645            15.048            
100  146  *                 *                 *                 *                 *                 *                 15.935711         15.111886         14.774379         15.129632         15.096243         14.852398         15.001            14.84             15.241            14.547            
100  148  14.37681          14.43361          *                 0.04036           0.01749           *                 15.166522         14.316599         14.089344         14.414028         14.316797         14.186346         14.656            14.423            14.748            13.964            
100  150  13.97547          13.96825          *                 0.01654           0.01154           *                 14.30378          13.503809         13.360571         13.654386         13.498384         13.450287         13.168            13.234            13.632            12.919            
100  152  13.39883          13.39925          *                 0.01297           0.00952           *                 13.466864         12.832094         12.318715         12.868235         12.820059         12.653897         12.409            12.842            12.81             12.226            
100  154  12.05583          12.05547          *                 0.00581           0.00581           *                 12.581351         12.3107           11.409367         12.157783         12.313103         11.905913         11.737            12.358            12.08             11.671            
100  156  11.56071          11.55861          *                 0.0072            0.00604           *                 12.058686         11.819024         10.92772          11.589961         11.82838          11.335927         11.367            11.251            11.682            11.201            
100  158  *                 *                 *                 *                 *                 *                 11.871341         11.259877         10.515815         11.12204          11.248517         10.936635         10.936            10.859            11.174            10.731            
100  160  *                 *                 *                 *                 *                 *                 11.32095          10.653713         10.226659         10.648962         10.585966         10.572073         10.479            10.607            10.882            10.242            
100  162  *                 *                 *                 *                 *                 *                 10.411317         10.098486         9.658568          10.076182         9.984904          10.022016         10.203            10.276            10.643            9.711             
100  164  *                 *                 *                 *                 *                 *                 9.808853          9.644413          8.328213          9.410045          9.551293          9.302688          8.534             9.946             8.991             9.012             
100  166  *                 *                 *                 *                 *                 *                 9.594441          9.241426          7.844905          8.940342          9.240599          8.822068          8.606             8.848             8.998             8.76              
100  168  *                 *                 *                 *                 *                 *                 9.451439          8.875298          7.951837          8.790427          8.923317          8.676438          8.584             8.799             8.914             8.656             
100  170  *                 *                 *                 *                 *                 *                 9.24576           8.527353          8.262448          8.722842          8.579727          9.121465          8.664             8.832             9.101             8.648             
100  172  *                 *                 *                 *                 *                 *                 10.351383         8.441948          9.117982          9.214147          8.261566          9.401228          9.263             9.418             9.635             8.958             
100  174  *                 *                 *                 *                 *                 *                 9.359878          8.748216          8.114097          8.980736          8.137031          8.850906          8.706             9.112             8.66              8.768             
100  176  *                 *                 *                 *                 *                 *                 9.185411          8.489167          8.100549          8.761428          8.858933          8.627672          8.538             7.547             8.391             8.475             
100  178  *                 *                 *                 *                 *                 *                 8.79685           8.128149          7.699756          8.287858          8.556535          8.195023          8.278             7.519             8.055             8.084             
100  180  *                 *                 *                 *                 *                 *                 8.008731          7.941508          6.838768          7.9024            8.273422          7.812575          7.496             7.341             6.859             7.816             
100  182  *                 *                 *                 *                 *                 *                 7.847464          8.441578          6.781494          8.163764          8.501413          7.91628           7.583             6.579             7.266             7.676             
100  184  *                 *                 *                 *                 *                 *                 8.11621           7.324723          6.9437            7.395292          8.065732          7.629647          7.679             6.821             6.865             7.345             
100  186  *                 *                 *                 *                 *                 *                 5.268864          5.316318          2.886671          4.642664          4.719231          4.399152          3.127             4.511             4.097             4.197             
100  188  *                 *                 *                 *                 *                 *                 5.09217           4.18961           2.046917          3.576724          3.847938          3.572228          3.331             4.539             4.026             4.022             
100  190  *                 *                 *                 *                 *                 *                 6.850098          3.90997           3.543005          3.97844           4.845295          4.621718          4.531             4.809             4.501             4.121             
100  192  *                 *                 *                 *                 *                 *                 6.49811           3.668442          4.064011          5.025757          5.387076          5.046659          4.467             4.445             5.088             4.809             
100  194  *                 *                 *                 *                 *                 *                 5.959836          4.791729          4.180128          5.14348           5.490964          5.112686          4.391             4.175             5.215             4.753             
100  196  *                 *                 *                 *                 *                 *                 6.146147          4.986734          4.293386          5.223888          5.470723          5.052819          4.475             4.571             5.126             4.668             
100  198  *                 *                 *                 *                 *                 *                 5.987561          4.856638          4.338786          5.181288          5.351101          4.957631          4.41              4.482             4.904             4.569             
100  200  *                 *                 *                 *                 *                 *                 5.79495           4.608005          4.124718          4.963896          5.144597          4.823509          4.086             4.241             4.576             4.383             
100  202  *                 *                 *                 *                 *                 *                 5.631114          4.269984          3.849626          4.688072          4.849723          4.61236           3.804             4.003             4.296             4.147             
100  204  *                 *                 *                 *                 *                 *                 5.386834          3.927134          3.54137           4.339618          4.470278          4.306347          3.468             3.673             4.028             3.873             
100  206  *                 *                 *                 *                 *                 *                 5.050523          3.54434           3.158113          3.927887          4.049263          3.89237           3.174             3.19              3.743             3.577             
100  208  *                 *                 *                 *                 *                 *                 4.608612          3.163869          2.621309          3.499339          3.679448          3.473131          2.877             2.847             3.353             3.285             
100  210  *                 *                 *                 *                 *                 *                 4.149489          2.81187           2.031755          3.143142          3.38947           3.142038          2.328             2.476             2.752             3.007             
100  212  *                 *                 *                 *                 *                 *                 3.774289          2.479852          1.696778          2.860944          3.133576          2.915231          2.018             2.049             2.51              2.759             
100  214  *                 *                 *                 *                 *                 *                 3.524501          2.159751          1.59326           2.591616          2.835473          2.692169          1.861             1.84              2.345             2.529             
100  216  *                 *                 *                 *                 *                 *                 3.313491          1.797006          1.325007          2.237677          2.431576          2.340711          1.714             1.658             2.152             2.298             
100  218  *                 *                 *                 *                 *                 *                 2.900886          1.40449           0.875556          1.797292          1.982698          1.908698          1.413             1.336             1.87              2.042             
100  220  *                 *                 *                 *                 *                 *                 2.342569          1.04439           0.335298          1.400905          1.623516          1.555598          0.784             0.943             1.416             1.778             
100  222  *                 *                 *                 *                 *                 *                 1.92294           0.739701          *                 1.111782          1.403152          1.342824          0.475             0.723             0.891             1.551             
100  224  *                 *                 *                 *                 *                 *                 1.697189          0.475837          *                 0.893897          1.235322          1.177173          0.295             0.379             0.689             1.363             
100  226  *                 *                 *                 *                 *                 *                 1.550088          0.251536          *                 0.688468          1.073126          1.015444          *                 0.151             0.557             1.195             
100  228  *                 *                 *                 *                 *                 *                 1.370592          0.009275          *                 0.480652          0.892761          0.814894          *                 0.023             0.472             1.033             
100  230  *                 *                 *                 *                 *                 *                 1.107289          *                 *                 0.222719          0.703011          0.570299          *                 *                 0.402             0.869             
100  232  *                 *                 *                 *                 *                 *                 0.795764          *                 *                 *                 0.498517          0.326314          *                 *                 0.215             0.709             
100  234  *                 *                 *                 *                 *                 *                 0.558016          *                 *                 *                 0.272041          0.129144          *                 *                 *                 0.574             
100  236  *                 *                 *                 *                 *                 *                 0.425597          *                 *                 *                 0.033003          *                 *                 *                 *                 0.484             
100  238  *                 *                 *                 *                 *                 *                 0.424837          *                 *                 *                 *                 *                 *                 *                 *                 0.51              
100  240  *                 *                 *                 *                 *                 *                 1.211034          *                 *                 *                 *                 0.442642          *                 *                 *                 0.614             
100  242  *                 *                 *                 *                 *                 *                 0.978319          *                 *                 0.136757          *                 0.562661          *                 *                 *                 0.708             
100  244  *                 *                 *                 *                 *                 *                 0.830982          *                 *                 0.0617            *                 0.436663          *                 *                 *                 0.662             
100  246  *                 *                 *                 *                 *                 *                 0.52408           *                 *                 *                 *                 0.31992           *                 *                 *                 0.639             
100  248  *                 *                 *                 *                 *                 *                 0.180291          *                 *                 *                 0.190849          0.242808          *                 *                 *                 0.652             
100  250  *                 *                 *                 *                 *                 *                 0.067828          *                 *                 *                 0.190525          0.201224          *                 *                 *                 0.755             
100  252  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.235627          0.216588          *                 *                 *                 0.82              
100  254  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.622008          0.344228          *                 *                 *                 0.652             
100  256  *                 *                 *                 *                 *                 *                 0.22132           *                 *                 0.399652          1.079463          1.053937          *                 *                 *                 0.43              
100  258  *                 *                 *                 *                 *                 *                 0.021017          *                 *                 *                 *                 0.102658          *                 *                 *                 0.034             
102  134  *                 *                 *                 *                 *                 *                 *                 *                 18.697032         *                 *                 19.169421         *                 *                 *                 *                 
102  136  *                 *                 *                 *                 *                 *                 *                 *                 17.871357         *                 *                 16.703374         *                 *                 *                 18.152            
102  138  *                 *                 *                 *                 *                 *                 *                 18.215668         17.929365         18.206638         18.264076         18.121077         18.201            18.022            18.27             17.683            
102  140  *                 *                 *                 *                 *                 *                 18.33827          17.751069         17.843287         17.813646         17.774583         17.662428         17.434            17.362            17.678            17.069            
102  142  *                 *                 *                 *                 *                 *                 17.919721         17.233896         17.224984         17.27942          17.22951          17.060172         16.988            16.869            17.204            16.515            
102  144  *                 *                 *                 *                 *                 *                 17.41302          16.666546         16.464131         16.663826         16.629833         16.401154         16.447            16.385            16.64             15.994            
102  146  *                 *                 *                 *                 *                 *                 16.841998         16.014262         15.770077         16.041603         15.999582         15.794534         16.075            15.74             16.22             15.526            
102  148  *                 *                 *                 *                 *                 *                 16.12891          15.253892         15.157971         15.39267          15.254757         15.179322         15.673            15.366            15.719            14.941            
102  150  *                 *                 *                 *                 *                 *                 15.327806         14.459566         14.476275         14.66203          14.445946         14.504172         14.266            14.181            14.675            13.953            
102  152  14.29946          14.29071          *                 0.02178           0.01337           *                 14.466557         13.768875         13.386814         13.843895         13.734259         13.659342         13.567            13.791            13.885            13.243            
102  154  13.04317          13.04392          *                 0.01915           0.01232           *                 13.454472         13.213685         12.381005         13.058085         13.177731         12.78404          12.691            13.374            13.063            12.57             
102  156  *                 *                 *                 *                 *                 *                 12.898706         12.685037         11.841137         12.437919         12.652738         12.161297         12.264            12.146            12.498            12.044            
102  158  *                 *                 *                 *                 *                 *                 12.734902         12.087918         11.432892         11.986348         12.056269         11.800376         11.802            11.755            12.019            11.534            
102  160  *                 *                 *                 *                 *                 *                 12.186157         11.408862         11.191137         11.537705         11.382137         11.447594         11.28             11.326            11.671            10.997            
102  162  *                 *                 *                 *                 *                 *                 11.263265         10.788366         10.545773         10.901862         10.73181          10.795463         10.951            10.933            11.351            10.4              
102  164  *                 *                 *                 *                 *                 *                 10.576705         10.29025          8.93176           10.089157         10.200766         9.876157          8.996             10.433            9.404             9.486             
102  166  *                 *                 *                 *                 *                 *                 10.152144         9.893827          8.327955          9.507185          9.758052          9.291651          9.007             9.405             9.463             9.185             
102  168  *                 *                 *                 *                 *                 *                 9.927796          9.539466          8.417989          9.308519          9.537721          9.144492          9.069             9.289             9.414             9.114             
102  170  *                 *                 *                 *                 *                 *                 10.008314         9.380142          8.565667          9.227199          9.268388          9.328391          9.171             9.206             9.436             9.104             
102  172  *                 *                 *                 *                 *                 *                 10.235571         9.177332          9.62922           9.606051          9.150717          9.999009          9.338             9.786             9.83              9.015             
102  174  *                 *                 *                 *                 *                 *                 9.830696          9.007346          8.64654           9.520531          8.854188          9.361806          9.24              9.868             9.224             9.289             
102  176  *                 *                 *                 *                 *                 *                 9.709471          8.988142          8.653493          9.300718          9.21438           9.153102          9.11              8.077             8.934             8.98              
102  178  *                 *                 *                 *                 *                 *                 9.349589          8.634106          8.285709          8.815472          9.133572          8.701959          8.858             8.042             8.604             8.558             
102  180  *                 *                 *                 *                 *                 *                 8.450042          8.376793          7.282489          8.363339          8.804171          8.232703          7.904             7.92              7.587             8.103             
102  182  *                 *                 *                 *                 *                 *                 8.272536          8.735671          7.159164          8.506531          8.941893          8.215726          8.062             7.109             7.33              8.121             
102  184  *                 *                 *                 *                 *                 *                 8.471335          7.904361          7.476467          7.906946          8.585785          8.102414          8.037             6.704             7.345             7.748             
102  186  *                 *                 *                 *                 *                 *                 5.832386          5.919504          3.514686          5.275222          5.298551          4.977755          3.885             5.308             4.78              4.863             
102  188  *                 *                 *                 *                 *                 *                 6.820616          4.794298          2.689111          4.202983          4.425182          4.142233          4.144             5.559             4.828             4.618             
102  190  *                 *                 *                 *                 *                 *                 7.494256          4.510112          4.398539          4.7678            5.363304          5.474828          5.111             5.438             5.345             4.926             
102  192  *                 *                 *                 *                 *                 *                 7.194525          5.473522          5.615964          6.04658           5.853459          5.779732          5.216             5.212             5.997             5.423             
102  194  *                 *                 *                 *                 *                 *                 6.761357          5.481532          5.21462           5.793632          5.947167          5.852997          5.129             4.875             6.028             5.416             
102  196  *                 *                 *                 *                 *                 *                 6.166885          5.274856          4.801959          5.533537          5.95822           5.770032          5.194             5.415             5.741             5.347             
102  198  *                 *                 *                 *                 *                 *                 6.429394          5.248001          4.316805          5.608273          5.888119          5.573095          5.104             5.199             5.468             5.225             
