Z      N      A      Binding_Energy_(MeV)    beta2_total    beta3_total    fileID    Convergence    
36     32     68     -547.312508             -0.142513      0.04307        12578     YES            
36     34     70     -575.756181             -0.240192      0.001154       12621     YES            
36     36     72     -602.616663             0.428835       0.004074       12719     YES            
36     38     74     -628.248997             0.422301       0.000886       12765     YES            
36     40     76     -651.306234             0.400516       0.000155       12838     YES            
36     42     78     -672.607152             0.358272       0.003274       12944     YES            
36     44     80     -692.505726             0.286627       0.049242       13050     YES            
36     46     82     -712.807534             0.12136        -0.000543      13065     YES            
36     48     84     -732.322025             0.086014       0.000346       13200     YES            
36     50     86     -750.40067              -0.001576      -0.00014       13226     YES            
36     52     88     -763.532504             0.095724       -0.02258       13344     YES            
36     54     90     -775.448736             -0.100744      0.000311       13403     YES            
36     56     92     -786.066807             -0.103975      0.000141       13444     YES            
36     58     94     -794.888737             -0.141629      0.000541       13537     YES            
36     60     96     -804.974041             0.365385       -0.000334      13588     YES            
36     62     98     -813.82977              0.375721       -0.000152      13663     YES            
36     64     100    -821.611143             0.3712         0.000658       13783     YES            
36     66     102    -828.681792             0.353747       0.001563       13827     YES            
36     68     104    -835.172992             0.334253       0.045878       13931     YES            
36     70     106    -840.94553              0.317419       0.000859       14007     YES            
36     72     108    -845.989424             0.30535        0.000204       14035     YES            
36     74     110    -850.470185             0.288506       -0.00098       14170     YES            
36     76     112    -854.455402             -0.249969      0.00018        14192     YES            
36     78     114    -859.434628             0.092335       5e-05          14318     YES            
36     80     116    -864.359219             0.00216        -0.0           14332     YES            
36     82     118    -868.723116             -8e-06         5e-06          14422     YES            
36     84     120    -869.526595             0.040704       0.000239       14501     YES            
36     86     122    -870.189549             0.086768       0.000302       14606     YES            
36     88     124    -870.624931             -0.106534      5.2e-05        14689     YES            
36     90     126    -870.713198             -0.108716      2.8e-05        14735     YES            
36     92     128    -870.247283             -0.096127      2.7e-05        14810     YES            
36     94     130    -869.426028             -0.009163      9e-06          14916     YES            
36     96     132    -868.296801             -0.004689      4e-06          14976     YES            
38     28     66     -478.41639              -3.6e-05       1e-06          15037     YES            
38     30     68     -513.100134             0.0            -0.0           15083     YES            
38     32     70     -545.340674             -0.177351      0.000256       15171     YES            
