Z    N    Binding_E_(MeV)   S_1p_(MeV)   S_2p_(MeV)   S_1n_(MeV)   S_2n_(MeV)   Q_alpha_(MeV)
51   88   -1128.556         12.021       32.118       13.91675     6.1035       -7.6305      
51   89   -1117.39575       18.14075     38.616       -11.16025    2.7565       -9.649       
51   90   -1133.1355        12.4605      33.009       15.73975     4.5795       -8.3975      
51   91   -1117.8915        18.324       37.65375     -15.244      0.49575      -10.81175    
51   92   -1137.3025        12.6425      32.7485      19.411       4.167        -8.876       
51   93   -1118.78525       18.38625     36.1735      -18.51725    0.89375      -10.2475     
51   94   -1141.268         12.79        33.1335      22.48275     3.9655       -8.414       
51   95   -1120.22925       18.32975     36.1385      -21.03875    1.444        -9.3175      
51   96   -1145.2305        12.8595      33.7035      25.00125     3.9625       -8.796       
51   97   -1122.0815        18.1005      36.554       -23.149      1.85225      -9.69075     
51   98   -1148.9325        13.0615      34.4645      26.851       3.702        -9.1055      
51   99   -1125.563         19.0285      38.60575     -23.3695     3.4815       -11.7355     
51   100  -1152.9685        13.7605      35.887       27.4055      4.036        -10.2005     
51   101  -1129.79875       20.13125     41.29975     -23.16975    4.23575      -14.5415     
51   102  -1156.399         14.032       37.0625      26.60025     3.4305       -11.0175     
51   103  -1133.248         19.908       43.29625     -23.151      3.44925      -16.449      
51   104  -1159.492         14.169       38.365       26.244       3.093        -11.8555     
51   105  -1135.25075       17.76475     42.7785      -24.24125    2.00275      -16.999      
51   106  -1162.5345        14.4955      39.242       27.28375     3.0425       -13.1075     
51   107  -1137.6565        15.661       41.202       -24.878      2.40575      -16.88425    
51   108  -1165.3135        14.8515      40.127       27.657       2.779        -13.721      
51   109  -1141.331         14.7335      40.63925     -23.9825     3.6745       -16.5765     
51   110  -1166.8185        14.3055      40.0765      25.4875      1.505        -13.332      
51   111  -1144.62875       14.17125     40.476       -22.18975    3.29775      -15.637      
51   112  -1168.869         14.807       41.1155      24.24025     2.0505       -13.827      
51   113  -1147.07075       14.75025     *            -21.79825    2.442        -14.618      
51   114  -1170.3425        15.3135      *            23.27175     1.4735       -14.289      
52   56   -894.181          2.081        2.212        *            *            4.785        
52   57   -897.889          6.49325      10.5665      3.708        *            -1.0865      
52   58   -916.357          3.2655       3.641        18.468       22.176       3.912        
52   59   -916.519          6.492        9.859        0.162        18.63        -0.8965      
52   60   -937.521          4.1035       4.847        21.002       21.164       3.495        
52   61   -934.875          6.3835       8.667        -2.646       18.356       0.085        
52   62   -957.889          5.3585       5.877        23.014       20.368       3.085        
52   63   -953.8555         6.67375      8.4725       -4.0335      18.9805      0.6525       
52   64   -977.842          6.194        7.478        23.9865      19.953       2.47         
52   65   -975.5035         8.203        12.076       -2.3385      21.648       -1.8205      
52   66   -996.965          6.322        8.894        21.4615      19.123       1.699        
52   67   -993.4595         8.81375      13.3975      -3.5055      17.956       -1.732       
52   68   -1015.004         7.5305       10.351       21.5445      18.039       1.367        
52   69   -1008.3675        8.667        12.694       -6.6365      14.908       -0.0055      
52   70   -1032.391         8.2535       11.937       24.0235      17.387       0.562        
52   71   -1025.721         9.66275      14.8405      -6.67        17.3535      -1.7475      
52   72   -1049.051         8.942        13.484       23.33        16.66        -0.297       
52   73   -1042.6945        10.54325     16.7565      -6.3565      16.9735      -3.514       
52   74   -1064.998         9.7045       15.149       22.3035      15.947       -1.131       
52   75   -1060.036         11.43875     18.5925      -4.962       17.3415      -5.798       
52   76   -1080.464         10.368       16.426       20.428       15.466       -2.315       
52   77   -1076.5185        12.1145      18.799       -3.9455      16.4825      -6.775       
52   78   -1095.493         12.271       17.992       18.9745      15.029       -3.155       
52   79   -1093.7125        12.6715      18.873       -1.7805      17.194       -7.693       
52   80   -1110.182         13.042       19.694       16.4695      14.689       -4.381       
52   81   -1113.779         13.493       20.671       3.597        20.0665      -10.6395     
52   82   -1124.116         13.909       21.578       10.337       13.934       -5.328       
52   83   -1123.68          14.19575     22.0665      -0.436       9.901        -2.272       
52   84   -1130.244         14.5425      22.675       6.564        6.128        0.594        
52   85   -1125.652         15.2375      25.375       -4.592       1.972        4.2615       
52   86   -1136.3           13.8475      23.905       10.648       6.056        -0.431       
52   87   -1132.4985        17.85925     32.9535      -3.8015      6.8465       -3.9215      
52   88   -1142.317         13.761       25.782       9.8185       6.017        -1.622       
52   89   -1137.8265        20.43075     38.5715      -4.4905      5.328        -9.9815      
52   90   -1148.436         15.3005      27.761       10.6095      6.119        -3.601       
52   91   -1139.6155        21.724       40.048       -8.8205      1.789        -12.0605     
52   92   -1153.905         16.6025      29.245       14.2895      5.469        -4.93        
52   93   -1141.5965        22.81125     41.1975      -12.3085     1.981        -13.729      
52   94   -1158.948         17.68        30.47        17.3515      5.043        -5.988       
52   95   -1143.769         23.53975     41.8695      -15.179      2.1725       -15.07       
52   96   -1163.62          18.3895      31.249       19.851       4.672        -6.842       
52   97   -1145.927         23.8455      41.946       -17.693      2.158        -15.7275     
52   98   -1167.954         19.0215      32.083       22.027       4.334        -7.283       
52   99   -1150.2915        24.7285      43.757       -17.6625     4.3645       -18.0105     
52   100  -1172.169         19.2005      32.961       21.8775      4.215        -7.998       
52   101  -1155.525         25.72625     45.8575      -16.644      5.2335       -20.6905     
52   102  -1176.181         19.782       33.814       20.656       4.012        -8.673       
52   103  -1159.076         25.828       45.736       -17.105      3.551        -21.1085     
52   104  -1179.751         20.259       34.428       20.675       3.57         -9.084       
52   105  -1159.0555        23.80475     41.5695      -20.6955     -0.0205      -17.4155     
52   106  -1183.02          20.4855      34.981       23.9645      3.269        -9.397       
