Z    N    AME2003(MeV)      AME2016(MeV)      JFYLTRAP2017(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP2017(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       DDME2(MeV)        DDMEd(MeV)        DDPC1(MeV)        NL3*(MeV)         FDRM2012(MeV)     HFB24(MeV)        
110  262  *                 *                 *                 *                 *                 *                 0.615719          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  264  *                 *                 *                 *                 *                 *                 0.490288          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  266  *                 *                 *                 *                 *                 *                 0.369446          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  268  *                 *                 *                 *                 *                 *                 0.278305          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  270  *                 *                 *                 *                 *                 *                 0.214619          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  272  *                 *                 *                 *                 *                 *                 0.132905          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
110  274  *                 *                 *                 *                 *                 *                 0.030594          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  152  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 18.27             *                 
112  154  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 17.46             *                 
112  156  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 17.01             *                 
112  158  *                 *                 *                 *                 *                 *                 *                 *                 16.467694         *                 16.613195         16.378623         *                 *                 *                 *                 16.72             *                 
112  160  *                 *                 *                 *                 *                 *                 *                 15.985139         16.431562         16.353408         16.192152         16.195553         *                 *                 *                 *                 16.37             *                 
112  162  *                 *                 *                 *                 *                 *                 16.381643         15.217064         15.615404         15.543984         15.393349         15.44004          *                 *                 *                 *                 15.87             *                 
112  164  *                 *                 *                 *                 *                 *                 15.018777         14.413861         13.414395         14.302686         14.359874         14.012943         13.511            14.561            13.871            13.615            14.67             *                 
112  166  *                 *                 *                 *                 *                 *                 14.04283          13.751843         12.830047         13.502134         13.683985         13.269879         13.617            13.504            13.858            13.314            13.58             *                 
112  168  *                 *                 *                 *                 *                 *                 13.532501         13.281521         12.616237         13.094948         13.326658         12.91544          13.151            13.075            13.289            12.865            13.66             *                 
112  170  *                 *                 *                 *                 *                 *                 13.165896         12.86696          12.052469         12.716643         12.938113         12.652963         12.625            12.287            12.673            12.304            13.91             *                 
112  172  *                 *                 *                 *                 *                 *                 12.435575         12.474556         12.605379         12.707406         12.493979         12.642789         12.241            11.859            12.265            11.843            13.38             *                 
112  174  *                 *                 *                 *                 *                 *                 13.317814         12.390373         12.015465         12.327332         12.401136         12.1884           11.961            12.008            11.841            11.388            12.87             *                 
112  176  *                 *                 *                 *                 *                 *                 12.64511          12.065049         10.939034         12.223924         12.788845         11.785369         *                 *                 *                 *                 12.18             *                 
112  178  *                 *                 *                 *                 *                 *                 12.299838         11.938922         11.357145         11.966907         12.345746         11.802053         *                 *                 *                 *                 11.96             *                 
112  180  *                 *                 *                 *                 *                 *                 11.834254         11.251205         10.558303         11.404944         11.994296         11.177955         *                 *                 *                 *                 11.33             *                 
112  182  *                 *                 *                 *                 *                 *                 11.693073         11.133891         10.435919         11.397141         12.122219         11.081816         *                 *                 *                 *                 10.72             *                 
112  184  *                 *                 *                 *                 *                 *                 11.101856         10.665536         10.007739         10.433663         11.191041         10.460666         *                 *                 *                 *                 9.95              *                 
112  186  *                 *                 *                 *                 *                 *                 8.645764          8.906405          6.688998          8.371346          8.298594          8.04161           *                 *                 *                 *                 8.39              *                 
112  188  *                 *                 *                 *                 *                 *                 10.22736          7.875559          6.014847          7.386251          7.439629          8.038631          *                 *                 *                 *                 7.78              *                 
112  190  *                 *                 *                 *                 *                 *                 8.539351          8.829733          8.756996          8.99516           7.303496          9.194274          *                 *                 *                 *                 7.58              *                 
112  192  *                 *                 *                 *                 *                 *                 10.014716         9.003736          8.664574          9.096791          7.827432          8.998866          *                 *                 *                 *                 7.72              *                 
112  194  *                 *                 *                 *                 *                 *                 9.733092          8.600361          8.351851          8.764064          8.117529          8.6806            *                 *                 *                 *                 7.76              *                 
112  196  *                 *                 *                 *                 *                 *                 9.346877          8.156818          7.734055          8.318898          8.13363           8.253256          *                 *                 *                 *                 8.83              *                 
112  198  *                 *                 *                 *                 *                 *                 8.79212           7.713003          7.234695          7.853118          8.061025          7.768966          *                 *                 *                 *                 8.32              *                 
112  200  *                 *                 *                 *                 *                 *                 8.144611          7.295345          6.862781          7.426792          7.916945          7.303681          *                 *                 *                 *                 8.13              *                 
112  202  *                 *                 *                 *                 *                 *                 7.65943           6.921641          6.177032          7.063213          7.746087          6.926626          *                 *                 *                 *                 7.64              *                 
112  204  *                 *                 *                 *                 *                 *                 7.584903          6.601029          5.763869          6.722452          7.534387          7.298242          *                 *                 *                 *                 6.79              *                 
112  206  *                 *                 *                 *                 *                 *                 7.483847          6.993323          6.044253          7.371683          7.278167          7.398534          *                 *                 *                 *                 6.43              *                 
112  208  *                 *                 *                 *                 *                 *                 7.902363          6.759775          6.201407          7.025803          6.972569          7.042064          *                 *                 *                 *                 6.31              *                 
112  210  *                 *                 *                 *                 *                 *                 7.589582          6.427694          5.757581          6.636264          6.666837          6.632577          *                 *                 *                 *                 6.14              *                 
112  212  *                 *                 *                 *                 *                 *                 7.247031          6.099388          5.33726           6.295311          6.395655          6.249664          *                 *                 *                 *                 5.87              *                 
112  214  *                 *                 *                 *                 *                 *                 6.944685          5.804521          5.142653          6.019179          6.166585          5.95096           *                 *                 *                 *                 5.57              *                 
112  216  *                 *                 *                 *                 *                 *                 6.719721          5.506981          5.104938          5.791252          5.924023          5.720037          *                 *                 *                 *                 5.57              *                 
112  218  *                 *                 *                 *                 *                 *                 6.547279          5.193628          5.039798          5.531297          5.627684          5.458287          *                 *                 *                 *                 5.19              *                 
112  220  *                 *                 *                 *                 *                 *                 6.314752          4.870636          4.495336          5.158704          5.283131          5.047053          *                 *                 *                 *                 4.69              *                 
112  222  *                 *                 *                 *                 *                 *                 5.976433          4.537414          3.636721          4.739646          4.949673          4.603136          *                 *                 *                 *                 4.66              *                 
112  224  *                 *                 *                 *                 *                 *                 5.50612           4.212008          3.27815           4.404322          4.688226          4.326239          *                 *                 *                 *                 4.61              *                 
112  226  *                 *                 *                 *                 *                 *                 5.022596          3.889264          3.264162          4.189282          4.469318          4.201454          *                 *                 *                 *                 5.44              *                 
112  228  *                 *                 *                 *                 *                 *                 4.664699          3.572737          3.247432          3.991798          4.238819          4.042258          *                 *                 *                 *                 *                 *                 
112  230  *                 *                 *                 *                 *                 *                 4.476341          3.212947          3.123032          3.738865          3.930814          3.785009          *                 *                 *                 *                 *                 *                 
112  232  *                 *                 *                 *                 *                 *                 4.310604          2.843127          2.521079          3.337779          3.552833          3.4177            *                 *                 *                 *                 *                 *                 
112  234  *                 *                 *                 *                 *                 *                 3.941272          2.497744          1.49776           2.841598          3.161535          3.010307          *                 *                 *                 *                 *                 *                 
112  236  *                 *                 *                 *                 *                 *                 3.448481          2.209356          0.97252           2.457843          2.85894           2.691914          *                 *                 *                 *                 *                 *                 
112  238  *                 *                 *                 *                 *                 *                 3.042927          1.952391          0.897013          2.247298          2.675471          2.526587          *                 *                 *                 *                 *                 *                 
112  240  *                 *                 *                 *                 *                 *                 2.738476          1.711063          0.850094          2.098834          2.57717           2.413071          *                 *                 *                 *                 *                 *                 
112  242  *                 *                 *                 *                 *                 *                 2.51193           1.4681            0.892807          1.930957          2.443464          2.236092          *                 *                 *                 *                 *                 *                 
112  244  *                 *                 *                 *                 *                 *                 2.564357          1.177352          0.735728          1.806299          2.183846          1.979441          *                 *                 *                 *                 *                 *                 
112  246  *                 *                 *                 *                 *                 *                 2.679243          1.213302          0.513344          1.781434          2.202945          1.86396           *                 *                 *                 *                 *                 *                 
112  248  *                 *                 *                 *                 *                 *                 2.372051          1.3181            0.270557          2.053242          2.686569          2.370851          *                 *                 *                 *                 *                 *                 
112  250  *                 *                 *                 *                 *                 *                 2.547167          1.13186           0.54262           1.915972          2.640388          2.358295          *                 *                 *                 *                 *                 *                 
112  252  *                 *                 *                 *                 *                 *                 2.370859          0.89765           0.32802           1.704339          2.591285          2.207547          *                 *                 *                 *                 *                 *                 
112  254  *                 *                 *                 *                 *                 *                 1.963317          0.734293          *                 1.681385          2.810015          2.107505          *                 *                 *                 *                 *                 *                 
112  256  *                 *                 *                 *                 *                 *                 2.044851          1.067679          0.168501          2.036049          2.985404          2.775707          *                 *                 *                 *                 *                 *                 
112  258  *                 *                 *                 *                 *                 *                 1.674524          0.478756          *                 1.053645          1.948779          1.882854          *                 *                 *                 *                 *                 *                 
112  260  *                 *                 *                 *                 *                 *                 0.479664          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  262  *                 *                 *                 *                 *                 *                 0.914268          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  264  *                 *                 *                 *                 *                 *                 0.995253          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  266  *                 *                 *                 *                 *                 *                 0.867444          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  268  *                 *                 *                 *                 *                 *                 0.753151          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  270  *                 *                 *                 *                 *                 *                 0.666513          *                 *                 *                 *                 0.179542          *                 *                 *                 *                 *                 *                 
112  272  *                 *                 *                 *                 *                 *                 0.577159          *                 *                 *                 *                 0.04135           *                 *                 *                 *                 *                 *                 
112  274  *                 *                 *                 *                 *                 *                 0.469237          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  276  *                 *                 *                 *                 *                 *                 0.302838          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  278  *                 *                 *                 *                 *                 *                 0.04232           *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
112  280  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.020526          *                 *                 *                 *                 *                 *                 
114  158  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 17.44             *                 
114  160  *                 *                 *                 *                 *                 *                 *                 *                 17.340638         *                 *                 17.123075         *                 *                 *                 *                 17.07             *                 
114  162  *                 *                 *                 *                 *                 *                 *                 16.137381         16.514414         16.434642         16.284404         16.368096         *                 *                 *                 *                 16.56             *                 
114  164  *                 *                 *                 *                 *                 *                 16.021611         15.326492         14.460205         15.256099         15.235205         15.013667         *                 *                 *                 *                 16.53             *                 
114  166  *                 *                 *                 *                 *                 *                 14.960586         14.672187         13.847818         14.44064          14.547558         14.227995         *                 *                 *                 *                 15.38             *                 
114  168  *                 *                 *                 *                 *                 *                 14.397528         14.220031         13.588251         13.998175         14.165219         13.80471          *                 *                 *                 *                 14.67             *                 
114  170  *                 *                 *                 *                 *                 *                 13.972315         13.808901         13.10358          13.66071          13.763757         13.5218           *                 *                 *                 *                 14.1              *                 
114  172  *                 *                 *                 *                 *                 *                 13.746367         13.347621         13.453407         13.554901         13.593825         13.333674         12.981            12.593            12.989            13.373            13.95             *                 
114  174  *                 *                 *                 *                 *                 *                 13.699904         12.836208         12.838718         13.072146         13.762379         12.877693         12.6              12.959            12.55             11.984            13.69             *                 
114  176  *                 *                 *                 *                 *                 *                 13.557443         13.095816         11.601346         12.94667          13.513479         12.434437         11.233            12.451            11.78             11.408            13.2              *                 
114  178  *                 *                 *                 *                 *                 *                 13.173963         12.650523         12.027146         12.62585          13.02929          12.455102         *                 *                 *                 *                 12.7              *                 
114  180  *                 *                 *                 *                 *                 *                 12.567519         11.964903         11.293366         12.046328         12.647127         11.819795         *                 *                 *                 *                 11.84             *                 
114  182  *                 *                 *                 *                 *                 *                 12.454357         11.820625         11.173605         12.05905          12.761861         11.733377         *                 *                 *                 *                 11.3              *                 
114  184  *                 *                 *                 *                 *                 *                 11.576492         11.238629         10.506351         10.955961         11.719298         10.955947         *                 *                 *                 *                 10.53             *                 
114  186  *                 *                 *                 *                 *                 *                 9.237945          9.510479          7.373862          9.01351           8.922093          8.7003            *                 *                 *                 *                 9.04              *                 
114  188  *                 *                 *                 *                 *                 *                 10.508011         8.499523          6.906804          8.445314          8.07277           9.100696          *                 *                 *                 *                 8.42              *                 
114  190  *                 *                 *                 *                 *                 *                 8.145184          10.731288         8.25052           9.155974          7.937036          8.999562          *                 *                 *                 *                 8.22              *                 
114  192  *                 *                 *                 *                 *                 *                 10.437596         7.644305          9.177917          9.138463          8.175824          9.376366          *                 *                 *                 *                 8.07              *                 
114  194  *                 *                 *                 *                 *                 *                 10.142536         9.155586          8.899101          9.271187          8.508623          9.224436          *                 *                 *                 *                 8.31              *                 
114  196  *                 *                 *                 *                 *                 *                 9.73848           8.73994           8.226876          8.826498          8.500668          8.788878          *                 *                 *                 *                 8.42              *                 
114  198  *                 *                 *                 *                 *                 *                 9.165677          8.308135          7.487503          8.340489          8.402231          8.281237          *                 *                 *                 *                 11.66             *                 
114  200  *                 *                 *                 *                 *                 *                 8.588037          7.882414          7.276808          7.891823          8.255351          7.826083          *                 *                 *                 *                 6.19              *                 
114  202  *                 *                 *                 *                 *                 *                 8.203539          7.470812          6.800778          7.534348          8.093476          7.437621          *                 *                 *                 *                 8.21              *                 
114  204  *                 *                 *                 *                 *                 *                 8.871668          7.687655          6.423546          8.309929          7.915975          7.716061          *                 *                 *                 *                 7.31              *                 
114  206  *                 *                 *                 *                 *                 *                 7.884171          7.205624          6.77393           6.667916          7.700778          7.885242          *                 *                 *                 *                 6.93              *                 
114  208  *                 *                 *                 *                 *                 *                 7.837785          6.73272           6.576301          7.551525          7.437657          7.57658           *                 *                 *                 *                 6.8               *                 
114  210  *                 *                 *                 *                 *                 *                 7.862921          6.969678          6.273317          7.166909          7.141251          7.185477          *                 *                 *                 *                 6.6               *                 
114  212  *                 *                 *                 *                 *                 *                 7.736915          6.642119          5.862623          6.803912          6.877363          6.794738          *                 *                 *                 *                 6.54              *                 
114  214  *                 *                 *                 *                 *                 *                 7.428982          6.328945          5.662593          6.531288          6.654039          6.4817            *                 *                 *                 *                 6.24              *                 
114  216  *                 *                 *                 *                 *                 *                 7.22327           6.023886          5.627333          6.315079          6.443171          6.239145          *                 *                 *                 *                 6.08              *                 
114  218  *                 *                 *                 *                 *                 *                 7.115582          5.734743          5.552577          6.05773           6.18578           5.97959           *                 *                 *                 *                 5.75              *                 
114  220  *                 *                 *                 *                 *                 *                 6.964052          5.462763          5.023639          5.698427          5.865723          5.547735          *                 *                 *                 *                 5.54              *                 
114  222  *                 *                 *                 *                 *                 *                 6.687903          5.181604          4.278039          5.32461           5.544304          5.073986          *                 *                 *                 *                 5.64              *                 
114  224  *                 *                 *                 *                 *                 *                 6.236012          4.88755           4.077143          5.065015          5.275641          4.812884          *                 *                 *                 *                 6.08              *                 
114  226  *                 *                 *                 *                 *                 *                 5.722842          4.582809          4.12358           4.876043          5.06158           4.752044          *                 *                 *                 *                 *                 *                 
114  228  *                 *                 *                 *                 *                 *                 5.379826          4.254142          4.072557          4.696111          4.843672          4.658673          *                 *                 *                 *                 *                 *                 
114  230  *                 *                 *                 *                 *                 *                 5.230859          3.905989          3.844707          4.438099          4.579538          4.4752            *                 *                 *                 *                 *                 *                 
114  232  *                 *                 *                 *                 *                 *                 5.055926          3.535985          3.226528          4.01661           4.192643          4.124805          *                 *                 *                 *                 *                 *                 
114  234  *                 *                 *                 *                 *                 *                 4.609318          3.187958          2.289             3.512676          3.772733          3.680048          *                 *                 *                 *                 *                 *                 
114  236  *                 *                 *                 *                 *                 *                 4.011106          2.866607          1.71772           3.091805          3.444801          3.297701          *                 *                 *                 *                 *                 *                 
114  238  *                 *                 *                 *                 *                 *                 3.577079          2.594249          1.527942          2.828416          3.266877          3.081038          *                 *                 *                 *                 *                 *                 
114  240  *                 *                 *                 *                 *                 *                 3.28667           2.329581          1.398645          2.632028          3.157957          2.93394           *                 *                 *                 *                 *                 *                 
114  242  *                 *                 *                 *                 *                 *                 3.023396          2.029674          1.393459          2.432128          2.989899          2.737913          *                 *                 *                 *                 *                 *                 
114  244  *                 *                 *                 *                 *                 *                 2.915967          1.704688          1.242663          2.248067          2.715745          2.412294          *                 *                 *                 *                 *                 *                 
114  246  *                 *                 *                 *                 *                 *                 3.041686          1.456186          0.951775          2.248394          3.118676          2.194008          *                 *                 *                 *                 *                 *                 
114  248  *                 *                 *                 *                 *                 *                 2.935138          1.871918          0.694098          2.480053          3.139929          2.753064          *                 *                 *                 *                 *                 *                 
114  250  *                 *                 *                 *                 *                 *                 2.875927          1.632262          1.019742          2.318401          3.064004          2.754724          *                 *                 *                 *                 *                 *                 
114  252  *                 *                 *                 *                 *                 *                 2.631998          1.374121          0.707541          2.092505          2.998041          2.585545          *                 *                 *                 *                 *                 *                 
114  254  *                 *                 *                 *                 *                 *                 2.589782          1.197033          0.389252          2.138839          3.280924          2.547763          *                 *                 *                 *                 *                 *                 
114  256  *                 *                 *                 *                 *                 *                 2.733961          1.513965          0.590572          2.308164          3.258558          3.067115          *                 *                 *                 *                 *                 *                 
114  258  *                 *                 *                 *                 *                 *                 1.96322           0.87131           0.176114          1.360996          2.255921          2.17384           *                 *                 *                 *                 *                 *                 
114  260  *                 *                 *                 *                 *                 *                 0.853036          *                 *                 *                 0.029             0.037191          *                 *                 *                 *                 *                 *                 
114  262  *                 *                 *                 *                 *                 *                 0.488625          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
114  264  *                 *                 *                 *                 *                 *                 1.726763          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
114  266  *                 *                 *                 *                 *                 *                 1.548825          *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 
114  268  *                 *                 *                 *                 *                 *                 1.34689           *                 *                 0.338173          *                 0.095915          *                 *                 *                 *                 *                 *                 
114  270  *                 *                 *                 *                 *                 *                 1.130605          *                 *                 0.09913           *                 0.484048          *                 *                 *                 *                 *                 *                 
114  272  *                 *                 *                 *                 *                 *                 0.891434          *                 *                 *                 *                 0.266291          *                 *                 *                 *                 *                 *                 
114  274  *                 *                 *                 *                 *                 *                 0.642615          *                 *                 *                 *                 0.212325          *                 *                 *                 *                 *                 *                 
114  276  *                 *                 *                 *                 *                 *                 0.396336          *                 *                 *                 *                 0.028447          *                 *                 *                 *                 *                 *                 
114  280  *                 *                 *                 *                 *                 *                 0.196047          *                 *                 *                 *                 0.353786          *                 *                 *                 *                 *                 *                 
114  282  *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 *                 0.261605          *                 *                 *                 *                 *                 *                 
114  284  *                 *                 *                 *                 *                 *                 1.28564           *                 *                 *                 *                 0.105441          *                 *                 *                 *                 *                 *                 
