Z    N    AME2003(MeV)      AME2016(MeV)      JYFLTRAP(MeV)      err2003(MeV)      err2016(MeV)      errJYFLTRAP(MeV)   SKM*(MeV)         SKP(MeV)          SLY4(MeV)         SVMIN(MeV)        UNEDF0(MeV)       UNEDF1(MeV)       UNEDF2(MeV)       FRDM2012(MeV)     HFB24(MeV)        
111  157  *                 *                 *                  *                 *                 *                  *                 16.433092         16.066091         16.3849           16.386554         16.016771         *                 *                 *                 
111  159  *                 *                 *                  *                 *                 *                  *                 15.854838         15.980788         16.064979         15.946759         15.841715         15.642297         *                 *                 
111  161  *                 *                 *                  *                 *                 *                  16.190419         15.146846         15.483672         15.473351         15.314934         15.332383         15.193262         *                 *                 
111  163  *                 *                 *                  *                 *                 *                  15.194019         14.361765         14.050425         14.469201         14.440303         14.27649          14.434947         *                 *                 
111  165  *                 *                 *                  *                 *                 *                  14.084662         13.636856         12.679893         13.464991         13.614895         13.215259         13.420924         *                 *                 
111  167  *                 *                 *                  *                 *                 *                  13.339049         13.066297         12.174078         12.833621         13.077178         12.622466         12.58259          *                 *                 
111  169  *                 *                 *                  *                 *                 *                  12.896537         12.611507         11.819078         12.423704         12.70225          12.25055          12.222975         *                 *                 
111  171  *                 *                 *                  *                 *                 *                  12.356821         12.150083         11.721788         12.163944         12.283195         12.118828         12.140006         *                 *                 
111  173  *                 *                 *                  *                 *                 *                  12.339113         11.864258         11.700057         11.993878         11.896807         11.996946         12.001399         *                 *                 
111  175  *                 *                 *                  *                 *                 *                  12.509616         11.861929         11.101437         11.90956          12.012973         11.687167         11.67443          *                 *                 
111  177  *                 *                 *                  *                 *                 *                  12.116847         11.735036         10.833916         11.776586         12.145459         11.504023         11.312847         *                 *                 
111  179  *                 *                 *                  *                 *                 *                  11.69529          11.24145          10.652181         11.355475         11.836512         11.168365         10.923981         *                 *                 
111  181  *                 *                 *                  *                 *                 *                  11.350016         10.827041         10.174851         11.062225         11.705306         10.807552         10.629971         *                 *                 
111  183  *                 *                 *                  *                 *                 *                  10.921689         10.536513         9.736937          10.532931         11.218966         10.361121         10.166501         *                 *                 
111  185  *                 *                 *                  *                 *                 *                  9.549058          9.488306          7.97524           9.066337          9.412764          8.903137          8.713171          *                 *                 
111  187  *                 *                 *                  *                 *                 *                  9.130928          8.100705          6.338445          7.607272          7.614582          7.917248          8.136496          *                 *                 
111  189  *                 *                 *                  *                 *                 *                  9.430701          8.160347          7.280012          8.025718          7.08804           8.459504          8.720562          *                 *                 
111  191  *                 *                 *                  *                 *                 *                  9.387437          8.734748          8.356755          8.86996           7.418493          8.793895          8.725324          *                 *                 
111  193  *                 *                 *                  *                 *                 *                  9.58147           8.496516          8.1544            8.632799          7.857435          8.52729           8.438219          *                 *                 
111  195  *                 *                 *                  *                 *                 *                  9.247775          8.064582          7.732337          8.251063          7.949746          8.161666          8.082179          *                 *                 
111  197  *                 *                 *                  *                 *                 *                  8.777245          7.617779          7.254912          7.811217          7.899349          7.715761          7.661847          *                 *                 
111  199  *                 *                 *                  *                 *                 *                  8.193154          7.194184          6.808349          7.377807          7.799517          7.250374          7.240742          *                 *                 
111  201  *                 *                 *                  *                 *                 *                  7.706795          6.824158          6.223932          6.987349          7.654645          6.885196          6.876724          *                 *                 
111  203  *                 *                 *                  *                 *                 *                  7.494258          6.622211          5.669042          6.73172           7.455934          7.001198          6.820911          *                 *                 
111  205  *                 *                 *                  *                 *                 *                  7.375757          6.685938          5.725754          6.894749          7.211087          7.192763          6.897555          *                 *                 
111  207  *                 *                 *                  *                 *                 *                  7.498674          6.636278          6.001012          6.953862          6.921846          6.941851          6.716097          *                 *                 
111  209  *                 *                 *                  *                 *                 *                  7.56627           6.321412          5.767765          6.587913          6.614243          6.551643          6.399857          *                 *                 
111  211  *                 *                 *                  *                 *                 *                  7.249596          5.997102          5.31627           6.230228          6.327193          6.170163          6.056786          *                 *                 
111  213  *                 *                 *                  *                 *                 *                  6.911268          5.690679          5.012045          5.926293          6.070928          5.849001          5.715405          *                 *                 
111  215  *                 *                 *                  *                 *                 *                  6.622759          5.386948          4.896348          5.676516          5.818049          5.594168          5.408365          *                 *                 
111  217  *                 *                 *                  *                 *                 *                  6.3863            5.071554          4.830376          5.427149          5.528593          5.348395          5.135011          *                 *                 
111  219  *                 *                 *                  *                 *                 *                  6.144603          4.740648          4.505174          5.096993          5.193447          5.020694          4.84959           *                 *                 
111  221  *                 *                 *                  *                 *                 *                  5.825237          4.400882          3.795153          4.684888          4.853126          4.613622          4.516077          *                 *                 
111  223  *                 *                 *                  *                 *                 *                  5.407577          4.068084          3.143413          4.292817          4.558543          4.249203          4.138859          *                 *                 
111  225  *                 *                 *                  *                 *                 *                  4.950846          3.744941          2.902767          3.999963          4.313089          4.011014          3.786088          *                 *                 
111  227  *                 *                 *                  *                 *                 *                  4.546809          3.42229           2.880783          3.781165          4.070428          3.831811          3.523869          *                 *                 
111  229  *                 *                 *                  *                 *                 *                  4.248401          3.076977          2.823827          3.54703           3.775382          3.596963          3.315449          *                 *                 
111  231  *                 *                 *                  *                 *                 *                  4.018605          2.701751          2.467835          3.208199          3.416519          3.269371          3.032055          *                 *                 
111  233  *                 *                 *                  *                 *                 *                  3.732673          2.331539          1.666977          2.760034          3.0433            2.888634          2.640599          *                 *                 
111  235  *                 *                 *                  *                 *                 *                  3.336683          2.005966          0.883006          2.322403          2.71953           2.544529          2.271384          *                 *                 
111  237  *                 *                 *                  *                 *                 *                  2.92242           1.733649          0.552543          2.018524          2.479325          2.315605          2.007026          *                 *                 
111  239  *                 *                 *                  *                 *                 *                  2.577173          1.49805           0.499075          1.844677          2.318152          2.187156          1.865412          *                 *                 
111  241  *                 *                 *                  *                 *                 *                  2.322723          1.268772          0.556916          1.713496          2.178025          2.060364          1.810665          *                 *                 
111  243  *                 *                 *                  *                 *                 *                  2.289435          1.188648          0.565308          1.604876          1.973823          1.864099          1.686632          *                 *                 
111  245  *                 *                 *                  *                 *                 *                  2.45004           1.180629          0.409327          1.598725          1.834218          1.78757           1.465276          *                 *                 
111  247  *                 *                 *                  *                 *                 *                  2.507932          1.106468          0.22156           1.746967          2.122535          1.986152          1.524281          *                 *                 
111  249  *                 *                 *                  *                 *                 *                  2.438809          0.960355          0.233054          1.789045          2.423033          2.155848          1.573878          *                 *                 
111  251  *                 *                 *                  *                 *                 *                  2.283144          0.70426           *                 1.617457          2.394513          2.094614          1.405961          *                 *                 
111  253  *                 *                 *                  *                 *                 *                  1.959933          0.467486          *                 1.475053          2.421955          1.968209          1.371287          *                 *                 
111  255  *                 *                 *                  *                 *                 *                  1.677298          0.606501          *                 1.646387          2.649165          2.21361           1.682489          *                 *                 
111  257  *                 *                 *                  *                 *                 *                  1.419838          0.564364          *                 1.339076          2.241182          2.056852          1.498693          *                 *                 
111  259  *                 *                 *                  *                 *                 *                  0.922948          *                 *                 *                 *                 *                 *                 *                 *                 
111  261  *                 *                 *                  *                 *                 *                  0.694321          *                 *                 *                 *                 *                 *                 *                 *                 
111  263  *                 *                 *                  *                 *                 *                  0.758557          *                 *                 *                 *                 *                 *                 *                 *                 
111  265  *                 *                 *                  *                 *                 *                  0.67395           *                 *                 *                 *                 *                 *                 *                 *                 
111  267  *                 *                 *                  *                 *                 *                  0.565188          *                 *                 *                 *                 *                 *                 *                 *                 
111  269  *                 *                 *                  *                 *                 *                  0.479399          *                 *                 *                 *                 *                 *                 *                 *                 
111  271  *                 *                 *                  *                 *                 *                  0.402328          *                 *                 *                 *                 *                 *                 *                 *                 
111  273  *                 *                 *                  *                 *                 *                  0.309372          *                 *                 *                 *                 *                 *                 *                 *                 
113  159  *                 *                 *                  *                 *                 *                  *                 *                 16.943078         *                 16.844614         16.761988         *                 *                 *                 
113  161  *                 *                 *                  *                 *                 *                  *                 16.072872         16.445575         16.392688         16.23786          16.266197         *                 *                 *                 
113  163  *                 *                 *                  *                 *                 *                  16.209571         15.297891         15.063381         15.416422         15.352637         15.242363         15.464593         *                 *                 
113  165  *                 *                 *                  *                 *                 *                  15.067861         14.562906         13.738428         14.423068         14.503203         14.192687         14.398996         *                 *                 
113  167  *                 *                 *                  *                 *                 *                  14.256362         13.985966         13.213003         13.766875         13.943212         13.559838         13.48113          *                 *                 
113  169  *                 *                 *                  *                 *                 *                  13.748953         13.528184         12.814526         13.346126         13.536803         13.151045         13.039221         *                 *                 
113  171  *                 *                 *                  *                 *                 *                  13.228798         13.069077         12.753487         13.121224         13.142499         13.004525         12.86813          *                 *                 
113  173  *                 *                 *                  *                 *                 *                  13.262485         12.712786         12.657345         12.87786          13.003893         12.781636         12.713401         *                 *                 
113  175  *                 *                 *                  *                 *                 *                  13.334514         12.584139         11.82773          12.601671         13.09883          12.287985         12.405303         *                 *                 
113  177  *                 *                 *                  *                 *                 *                  12.87963          12.42698          11.435151         12.410401         12.920551         12.087507         12.029409         *                 *                 
113  179  *                 *                 *                  *                 *                 *                  12.464524         11.94511          11.301096         12.016926         12.519952         11.818481         11.622938         *                 *                 
113  181  *                 *                 *                  *                 *                 *                  12.157178         11.511756         10.926702         11.725804         12.392029         11.469732         11.344567         *                 *                 
113  183  *                 *                 *                  *                 *                 *                  11.593367         11.152914         10.380332         11.129875         11.82775          10.945904         10.7735           *                 *                 
113  185  *                 *                 *                  *                 *                 *                  10.066146         10.064998         8.552784          9.639922          9.978008          9.463463          9.370671          *                 *                 
113  187  *                 *                 *                  *                 *                 *                  9.762693          8.707785          6.878328          8.333098          8.234897          8.564672          8.39274           *                 *                 
113  189  *                 *                 *                  *                 *                 *                  9.410977          9.029699          7.541147          8.530513          7.645945          8.881176          8.855506          *                 *                 
113  191  *                 *                 *                  *                 *                 *                  9.269046          9.089729          8.707197          9.131079          7.834143          9.152339          9.322638          *                 *                 
113  193  *                 *                 *                  *                 *                 *                  10.076632         8.586017          8.767117          9.079268          8.220068          9.087762          9.042013          *                 *                 
113  195  *                 *                 *                  *                 *                 *                  9.731325          8.663716          8.3005            8.797265          8.33235           8.737253          8.669143          *                 *                 
113  197  *                 *                 *                  *                 *                 *                  9.249721          8.228152          7.674849          8.335844          8.283757          8.27509           8.25499           *                 *                 
113  199  *                 *                 *                  *                 *                 *                  8.669168          7.794868          7.212633          7.876397          8.166008          7.795594          7.833737          *                 *                 
113  201  *                 *                 *                  *                 *                 *                  8.148746          7.383221          6.778849          7.473346          8.008967          7.368673          7.441751          *                 *                 
113  203  *                 *                 *                  *                 *                 *                  8.056646          7.157872          6.298648          7.389828          7.826307          7.335976          7.374984          *                 *                 
113  205  *                 *                 *                  *                 *                 *                  7.943775          7.123488          6.254246          7.266024          7.610179          7.57771           7.389355          *                 *                 
113  207  *                 *                 *                  *                 *                 *                  7.793704          6.935237          6.407513          7.173767          7.351823          7.489544          7.178411          *                 *                 
113  209  *                 *                 *                  *                 *                 *                  7.820952          6.732528          6.216094          7.111743          7.062435          7.122529          6.918338          *                 *                 
113  211  *                 *                 *                  *                 *                 *                  7.631476          6.546876          5.821888          6.74239           6.780314          6.731729          6.597681          *                 *                 
113  213  *                 *                 *                  *                 *                 *                  7.352234          6.23092           5.517852          6.428497          6.533513          6.385295          6.248105          *                 *                 
113  215  *                 *                 *                  *                 *                 *                  7.090659          5.92777           5.399302          6.178739          6.307107          6.109675          5.917475          *                 *                 
113  217  *                 *                 *                  *                 *                 *                  6.91204           5.627086          5.335625          5.93644           6.057444          5.854915          5.618499          *                 *                 
113  219  *                 *                 *                  *                 *                 *                  6.746081          5.328931          5.02454           5.624654          5.757623          5.513877          5.316631          *                 *                 
113  221  *                 *                 *                  *                 *                 *                  6.497239          5.028312          4.388069          5.249421          5.433205          5.08631           4.988114          *                 *                 
113  223  *                 *                 *                  *                 *                 *                  6.116538          4.721066          3.864154          4.906352          5.13813           4.728776          4.655054          *                 *                 
113  225  *                 *                 *                  *                 *                 *                  5.645032          4.408793          3.708914          4.653286          4.893339          4.538566          4.372442          *                 *                 
113  227  *                 *                 *                  *                 *                 *                  5.222006          4.087806          3.690099          4.452965          4.667669          4.419914          4.166412          *                 *                 
113  229  *                 *                 *                  *                 *                 *                  4.95149           3.745905          3.574553          4.225255          4.406913          4.241636          3.97639           *                 *                 
113  231  *                 *                 *                  *                 *                 *                  4.766309          3.381205          3.168801          3.888119          4.070683          3.951558          3.690585          *                 *                 
113  233  *                 *                 *                  *                 *                 *                  4.468927          3.019539          2.403023          3.435801          3.682247          3.566949          3.301496          *                 *                 
113  235  *                 *                 *                  *                 *                 *                  4.000597          2.689821          1.656978          2.985265          3.324221          3.183942          2.906688          *                 *                 
113  237  *                 *                 *                  *                 *                 *                  3.520934          2.401202          1.28124           2.65594           3.068714          2.906392          2.577791          *                 *                 
113  239  *                 *                 *                  *                 *                 *                  3.151115          2.138462          1.146008          2.440306          2.914633          2.734246          2.362967          *                 *                 
113  241  *                 *                 *                  *                 *                 *                  2.874726          1.872264          1.113196          2.259074          2.774195          2.56638           2.274371          *                 *                 
113  243  *                 *                 *                  *                 *                 *                  2.745317          1.58024           1.061903          2.093811          2.562726          2.328098          2.164996          *                 *                 
113  245  *                 *                 *                  *                 *                 *                  2.800503          1.362482          0.863934          1.988536          2.514889          2.111808          1.772854          *                 *                 
113  247  *                 *                 *                  *                 *                 *                  2.7537            1.45314           0.606026          2.122198          2.761509          2.278834          1.742851          *                 *                 
113  249  *                 *                 *                  *                 *                 *                  2.662915          1.497958          0.609469          2.205802          2.89302           2.542965          1.973404          *                 *                 
113  251  *                 *                 *                  *                 *                 *                  2.593677          1.263152          0.630067          2.017603          2.825449          2.484981          1.948921          *                 *                 
113  253  *                 *                 *                  *                 *                 *                  2.387153          1.046991          *                 1.912637          2.911914          2.357442          1.971375          *                 *                 
113  255  *                 *                 *                  *                 *                 *                  2.312737          1.11325           0.28839           2.022366          3.064459          2.597832          2.109821          *                 *                 
113  257  *                 *                 *                  *                 *                 *                  2.049277          0.963492          *                 1.624927          2.52802           2.382979          1.766782          *                 *                 
113  259  *                 *                 *                  *                 *                 *                  1.210488          *                 *                 *                 *                 *                 *                 *                 *                 
113  261  *                 *                 *                  *                 *                 *                  0.71024           *                 *                 *                 *                 *                 *                 *                 *                 
113  263  *                 *                 *                  *                 *                 *                  1.049097          *                 *                 *                 *                 *                 *                 *                 *                 
113  265  *                 *                 *                  *                 *                 *                  1.279134          *                 *                 *                 *                 *                 *                 *                 *                 
113  267  *                 *                 *                  *                 *                 *                  1.122412          *                 *                 *                 *                 *                 *                 *                 *                 
113  269  *                 *                 *                  *                 *                 *                  0.968239          *                 *                 *                 *                 *                 *                 *                 *                 
113  271  *                 *                 *                  *                 *                 *                  0.812014          *                 *                 *                 *                 0.246037          *                 *                 *                 
113  273  *                 *                 *                  *                 *                 *                  0.643015          *                 *                 *                 *                 *                 *                 *                 *                 
113  275  *                 *                 *                  *                 *                 *                  0.452197          *                 *                 *                 *                 *                 *                 *                 *                 
113  277  *                 *                 *                  *                 *                 *                  0.074905          *                 *                 *                 *                 *                 *                 *                 *                 
115  161  *                 *                 *                  *                 *                 *                  *                 *                 17.32722          *                 *                 17.100735         *                 *                 *                 
115  163  *                 *                 *                  *                 *                 *                  *                 16.201167         16.021785         16.31035          16.217656         16.155946         *                 *                 *                 
115  165  *                 *                 *                  *                 *                 *                  16.003453         15.482934         14.757361         15.356152         15.379661         15.137546         *                 *                 *                 
115  167  *                 *                 *                  *                 *                 *                  15.142676         14.921316         14.198689         14.694846         14.824119         14.491434         14.356677         *                 *                 
115  169  *                 *                 *                  *                 *                 *                  14.624995         14.475748         13.818282         14.285692         14.424193         14.094659         13.805172         *                 *                 
115  171  *                 *                 *                  *                 *                 *                  14.36044          14.032307         13.709543         14.039701         14.240488         13.823132         13.7084           *                 *                 
115  173  *                 *                 *                  *                 *                 *                  14.239194         13.535912         13.504753         13.698187         14.218103         13.480597         13.567087         *                 *                 
115  175  *                 *                 *                  *                 *                 *                  14.044937         13.305133         12.6056           13.408465         14.02516          13.057955         13.185491         *                 *                 
115  177  *                 *                 *                  *                 *                 *                  13.679871         13.166921         12.197981         13.162965         13.616896         12.817919         12.78707          *                 *                 
115  179  *                 *                 *                  *                 *                 *                  13.131159         12.658897         12.045165         12.651534         13.142404         12.452082         12.227027         *                 *                 
115  181  *                 *                 *                  *                 *                 *                  12.692861         12.226696         11.599767         12.34009          12.957136         12.089624         11.906468         *                 *                 
115  183  *                 *                 *                  *                 *                 *                  12.096521         11.798023         10.978036         11.709746         12.374132         11.511082         11.33085          *                 *                 
115  185  *                 *                 *                  *                 *                 *                  10.623821         10.657298         9.153684          10.229245         10.558874         10.060774         9.953698          *                 *                 
115  187  *                 *                 *                  *                 *                 *                  9.851879          9.326151          7.525081          9.044381          8.86216           9.356556          8.791308          *                 *                 
115  189  *                 *                 *                  *                 *                 *                  10.44765          9.868216          8.49662           9.186536          8.280148          9.464934          9.180903          *                 *                 
115  191  *                 *                 *                  *                 *                 *                  10.784134         9.855353          8.846011          9.467773          8.375839          9.373509          9.824769          *                 *                 
115  193  *                 *                 *                  *                 *                 *                  9.64207           9.039274          8.516855          9.377914          8.649043          9.395849          9.577955          *                 *                 
115  195  *                 *                 *                  *                 *                 *                  9.213753          9.07998           8.804413          9.197135          8.724981          9.224688          9.234768          *                 *                 
115  197  *                 *                 *                  *                 *                 *                  9.614223          8.651948          8.105187          9.191088          8.608991          8.796321          8.808929          *                 *                 
115  199  *                 *                 *                  *                 *                 *                  9.682424          8.099643          7.545517          8.821624          8.720648          8.231787          8.387386          *                 *                 
115  201  *                 *                 *                  *                 *                 *                  9.162565          7.818652          7.235352          7.994546          8.628527          8.337916          7.998097          *                 *                 
115  203  *                 *                 *                  *                 *                 *                  8.51956           7.880051          7.165134          7.924896          8.223334          8.183227          7.949574          *                 *                 
115  205  *                 *                 *                  *                 *                 *                  8.512727          7.70193           7.119408          7.674302          7.998183          7.723542          7.923494          *                 *                 
115  207  *                 *                 *                  *                 *                 *                  8.218613          7.334321          6.862965          7.459252          7.737822          7.685197          7.651095          *                 *                 
115  209  *                 *                 *                  *                 *                 *                  8.100826          7.120376          6.52762           7.437619          7.329121          7.441915          7.423483          *                 *                 
115  211  *                 *                 *                  *                 *                 *                  7.924012          6.932081          6.236455          7.087254          7.093851          7.214933          7.137271          *                 *                 
115  213  *                 *                 *                  *                 *                 *                  7.655921          6.598732          6.055324          6.705953          7.018694          6.932951          6.802463          *                 *                 
115  215  *                 *                 *                  *                 *                 *                  7.376806          6.3               5.951782          6.549697          6.807211          6.663486          6.474626          *                 *                 
115  217  *                 *                 *                  *                 *                 *                  7.172519          6.091446          5.875464          6.475478          6.582239          6.417436          6.172456          *                 *                 
115  219  *                 *                 *                  *                 *                 *                  7.151812          5.878916          5.557695          6.165648          6.308312          6.073269          5.862994          *                 *                 
115  221  *                 *                 *                  *                 *                 *                  7.084215          5.609669          4.953344          5.800353          6.003744          5.621129          5.514347          *                 *                 
115  223  *                 *                 *                  *                 *                 *                  6.756696          5.340385          4.513501          5.484801          5.719054          5.239826          5.157698          *                 *                 
115  225  *                 *                 *                  *                 *                 *                  6.319285          5.056511          4.440827          5.26738           5.479188          5.052343          4.883775          *                 *                 
115  227  *                 *                 *                  *                 *                 *                  5.921065          4.751012          4.445325          5.092764          5.264239          4.964039          4.716998          *                 *                 
115  229  *                 *                 *                  *                 *                 *                  5.675195          4.424256          4.2961            4.875443          5.022748          4.831354          4.555301          *                 *                 
115  231  *                 *                 *                  *                 *                 *                  5.49505           4.073507          3.866353          4.539765          4.698123          4.575789          4.300515          *                 *                 
115  233  *                 *                 *                  *                 *                 *                  5.160389          3.714882          3.135674          4.085792          4.302811          4.191898          3.949121          *                 *                 
115  235  *                 *                 *                  *                 *                 *                  4.622079          3.375882          2.411052          3.624527          3.928869          3.777565          3.527061          *                 *                 
115  237  *                 *                 *                  *                 *                 *                  4.085805          3.06748           1.976516          3.267092          3.663666          3.456745          3.113081          *                 *                 
115  239  *                 *                 *                  *                 *                 *                  3.698339          2.777316          1.75446           3.013677          3.500011          3.251429          2.837435          *                 *                 
115  241  *                 *                 *                  *                 *                 *                  3.400115          2.474345          1.670652          2.799562          3.339405          3.063065          2.743498          *                 *                 
