Z    N    S2n(MeV)          S2n_Err(MeV)      S2p(MeV)          S2p_Error(MeV)    Q4b(MeV)          Q4b_Error(MeV)    
56   82   15.51733          9e-05             16.41443          0.00704           -2.56206          0.00094           
56   83   13.33515          6e-05             17.11234          0.00705           -0.92163          0.00455           
56   84   11.15237          0.00797           17.69842          0.0441            0.72885           0.01062           
56   85   10.95452          0.00812           18.65968          0.02241           0.2288            0.01074           
56   86   10.69441          0.01              19.4101           0.06087           -0.09717          0.04382           
56   87   10.35274          0.01554           20.18677          0.09158           -0.71676          0.02474           
56   88   10.08844          0.01468           20.8718           0.10142           -1.20288          0.06201           
56   89   9.62188           0.07202           *                 *                 -1.513            0.11502           
56   90   9.37373           0.07378           *                 *                 -1.94987          0.12391           
56   92   9.15599           0.11095           *                 *                 *                 *                 
57   67   *                 *                 6.69672           0.06506           1.20514           0.05754           
57   68   *                 *                 7.29366           0.02863           0.91619           0.0294            
57   69   20.85749          0.10678           7.82007           0.09089           0.74145           0.09598           
57   70   20.27901          0.03669           8.38613           0.02708           0.72299           0.02863           
57   71   19.80107          0.10562           8.8649            0.05578           0.67452           0.05508           
57   72   19.57298          0.03333           9.66404           0.02165           0.33654           0.02231           
57   73   19.13874          0.06031           10.27457          0.02652           0.29202           0.02863           
57   74   18.58577          0.03491           10.84677          0.02832           0.04585           0.0285            
57   75   18.25487          0.04698           11.41776          0.04005           -0.23378          0.03955           
57   76   17.86776          0.03952           12.01254          0.02839           -0.41888          0.02832           
57   77   17.62104          0.04394           12.64067          0.02002           -0.74314          0.02161           
57   78   17.29876          0.02968           13.15749          0.01001           -1.01564          0.0112            
57   79   16.96093          0.05654           13.7237           0.05291           -1.30593          0.05295           
57   80   16.59277          0.01673           14.09674          0.01344           -1.45461          0.0134            
57   81   16.63037          0.05303           14.76391          0.00398           -2.05842          0.00353           
57   82   16.27335          0.0136            15.26371          0.00241           -2.07443          0.00261           
57   83   13.93898          0.00257           16.01156          0.00947           -0.40724          0.00304           
57   84   11.84948          0.00431           16.81525          0.00554           1.18246           0.00458           
57   85   11.85638          0.00575           17.56172          0.00994           0.42772           0.01077           
57   86   11.39149          0.01587           18.28811          0.01866           0.08893           0.01574           
57   87   11.00031          0.0491            18.95529          0.04991           -0.26637          0.0495            
57   88   10.9424           0.09139           19.89337          0.09318           -0.93485          0.09073           
57   89   10.37313          0.08655           20.43094          0.07735           -1.03277          0.07224           
57   90   10.0042           0.10209           21.36936          0.04928           -1.60191          0.05358           
57   91   10.14809          0.09261           22.0863           0.09253           -2.28337          0.06461           
58   68   *                 *                 6.3087            0.03061           1.36347           0.03952           
58   69   *                 *                 6.88558           0.05881           1.25445           0.05901           
58   70   20.85599          0.03952           7.44193           0.03061           1.13097           0.03061           
58   71   20.45452          0.06416           8.04984           0.03021           0.95556           0.03007           
58   72   20.03162          0.03952           8.59933           0.02971           0.82211           0.03061           
58   73   19.57053          0.04365           9.22878           0.03528           0.67529           0.03545           
58   74   19.19375          0.0347            9.79036           0.02076           0.50257           0.02292           
58   75   18.85047          0.03731           10.31738          0.01659           0.21641           0.01968           
58   76   18.50459          0.02896           10.97908          0.02041           0.0007            0.02058           
58   77   18.34434          0.01973           11.64941          0.01109           -0.36606          0.01139           
58   78   17.77498          0.02435           12.09641          0.01331           -0.45841          0.01335           
58   79   17.39626          0.01729           12.60598          0.01331           -0.75001          0.01335           
58   80   17.24282          0.01623           13.25953          0.01016           -1.04357          0.01016           
58   81   17.21658          0.01518           13.80921          0.00734           -1.5269           0.00734           
58   82   16.65739          0.00988           14.39959          0.00247           -1.62126          0.00247           
58   83   14.63024          0.00718           15.1043           0.00247           -0.14379          0.00247           
58   84   12.59783          0.00242           15.84505          0.00835           1.29824           0.003             
58   85   12.31453          0.00241           16.46431          0.00853           0.87683           0.003             
58   86   12.04114          0.00331           17.19178          0.00666           0.40946           0.00854           
58   87   11.62747          0.04149           17.73904          0.04354           0.20388           0.04226           
58   88   11.38114          0.06648           18.48448          0.06793           -0.27726          0.06671           
58   89   11.07454          0.05141           19.1917           0.07713           -0.51793          0.03325           
58   90   10.8579           0.07262           19.96865          0.07803           -1.04672          0.03231           
58   91   10.80897          0.10155           *                 *                 -1.70501          0.12004           
58   92   10.57554          0.05605           21.3882           0.09676           -2.24853          0.08666           
58   93   10.94833          0.14111           *                 *                 *                 *                 
59   69   *                 *                 5.93523           0.09529           1.50294           0.06403           
59   70   *                 *                 6.45573           0.03952           1.56092           0.03952           
59   71   20.98733          0.07085           7.1215            0.08424           1.3731            0.11101           
59   72   20.64734          0.06008           7.53009           0.0562            1.19259           0.05826           
59   73   20.18066          0.08579           8.16342           0.06246           0.9935            0.0787            
59   74   19.80198          0.05364           8.74629           0.03061           0.9636            0.02437           
59   75   19.44316          0.06698           9.35171           0.05284           0.68908           0.04395           
59   76   19.14091          0.0172            10.01945          0.03034           0.40845           0.03034           
59   77   18.95586          0.03753           10.68653          0.0234            -0.01191          0.04104           
59   78   18.38408          0.01669           11.10476          0.01546           -0.10787          0.03033           
59   79   17.94691          0.01865           11.67252          0.0548            -0.33779          0.0245            
59   80   17.78864          0.01418           12.30062          0.01555           -0.59774          0.01275           
59   81   17.70639          0.01528           12.74854          0.00678           -1.08325          0.05331           
59   82   17.34019          0.00782           13.36746          0.00204           -1.34516          0.0136            
59   83   15.24008          0.00609           14.04963          0.00204           0.30704           0.00328           
59   84   13.19524          0.00193           14.71322          0.00441           1.73296           0.00257           
59   85   13.10555          0.00283           15.29881          0.00598           1.14047           0.00331           
59   86   12.70097          0.0072            16.02271          0.01689           0.88147           0.00826           
59   87   12.1008           0.06174           16.3993           0.07871           0.89605           0.06193           
59   88   11.96554          0.024             17.04585          0.09297           0.30741           0.0276            
59   89   11.95958          0.06686           17.98575          0.0759            -0.06323          0.0552            
59   90   11.74444          0.08523           18.78609          0.0951            -0.49463          0.12188           
59   91   11.91554          0.03667           19.7532           0.06451           -1.60563          0.076             
59   92   11.85686          0.08524           *                 *                 -2.34729          0.05323           
59   93   11.64703          0.1252            *                 *                 -3.10457          0.13595           
59   94   11.00052          0.10616           *                 *                 *                 *                 
59   95   10.53604          0.19492           *                 *                 *                 *                 
60   70   *                 *                 5.64026           0.03952           1.79941           0.03952           
60   71   *                 *                 6.05943           0.03952           1.78171           0.06416           
60   72   20.97221          0.03697           6.58084           0.03697           1.68319           0.03697           
60   73   20.70602          0.05431           7.19492           0.05739           1.53021           0.05431           
60   74   20.36329          0.02694           7.75037           0.02373           1.35153           0.03034           
60   75   20.02402          0.05041           8.36847           0.02529           1.07672           0.03869           
60   76   19.69549          0.01671           8.94127           0.02356           0.8498            0.02373           
60   77   19.50908          0.02245           9.53321           0.01593           0.41811           0.01998           
60   78   18.9614           0.01671           10.12769          0.0178            0.39298           0.02356           
60   79   18.55413          0.02828           10.69109          0.02907           0.20832           0.0281            
60   80   18.37632          0.03034           11.26119          0.02973           -0.20835          0.03095           
60   81   18.34882          0.02607           11.82332          0.00776           -0.74424          0.01379           
60   82   17.84606          0.02804           12.44986          0.00171           -0.81159          0.01002           
60   83   15.9522           0.00319           13.14528          0.00171           0.52013           0.00731           
60   84   13.9406           9e-05             13.79263          0.00212           1.9052            0.00171           
60   85   13.57232          0.00025           14.40308          0.00213           1.57806           0.00173           
60   86   13.32052          0.00026           15.072            0.00255           1.18251           0.00213           
60   87   12.85744          0.00012           15.63304          0.04143           1.03515           0.00213           
60   88   12.62499          0.00164           16.31585          0.06645           0.59867           0.00303           
60   89   12.37157          0.00165           16.93007          0.03048           0.29105           0.04147           
60   90   12.41889          0.0027            17.87685          0.02941           -0.43908          0.06647           
60   91   12.71466          0.0027            18.83576          0.0969            -1.34906          0.03052           
60   92   12.61103          0.02447           19.91234          0.05362           -2.19222          0.03822           
60   93   12.5384           0.02734           20.42583          0.10616           -3.0785           0.10064           
60   94   11.67604          0.11659           *                 *                 -3.29272          0.12359           
60   96   10.98141          0.23274           *                 *                 *                 *                 
61   72   *                 *                 5.70732           0.07247           1.941             0.05847           
61   73   *                 *                 6.10321           0.08102           2.01179           0.08641           
61   74   20.71254          0.07729           6.61789           0.06              1.87579           0.07852           
61   75   20.60185          0.0971            7.2619            0.08574           1.5906            0.09655           
61   76   20.23795          0.06012           7.71493           0.0176            1.43982           0.01806           
61   77   19.88496          0.08276           8.19099           0.0301            1.1488            0.04488           
61   78   19.56626          0.01876           8.89711           0.01791           1.01447           0.01793           
61   79   19.40891          0.04597           9.65299           0.0395            0.69576           0.03882           
61   80   19.16908          0.01942           10.27756          0.01606           0.22947           0.01828           
61   81   19.09297          0.04455           11.03957          0.02589           -0.4503           0.02883           
61   82   18.58542          0.01436           11.52278          0.00284           -0.56731          0.00824           
61   83   16.40683          0.02526           12.20632          0.0027            0.84926           0.00663           
61   84   14.45066          0.00203           12.7782           0.00256           2.32221           0.00264           
61   85   14.18141          0.00465           13.28218          0.0048            1.90793           0.00441           
61   86   13.91681          0.00231           13.99404          0.00713           1.60065           0.00164           
61   87   13.55465          0.00701           14.73603          0.06195           1.45883           0.00618           
61   88   13.16594          0.00353           15.19444          0.0232            1.13568           0.00789           
61   89   12.87408          0.02076           15.65052          0.03264           0.68555           0.06486           
61   90   13.46662          0.0059            16.91662          0.08223           -0.3654           0.02345           
61   91   13.80157          0.03273           17.53655          0.0367            -1.15644          0.03655           
61   92   13.43207          0.01186           18.49183          0.02539           -2.05303          0.08281           
61   93   13.37875          0.05169           19.26828          0.13039           -2.61965          0.05179           
61   94   12.43121          0.0319            19.92252          0.1079            -2.62738          0.03779           
61   95   11.86448          0.05637           20.59671          0.15546           -2.83709          0.12719           
61   96   11.54282          0.11586           *                 *                 -3.16968          0.15253           
61   97   11.01507          0.13154           *                 *                 -3.31612          0.19779           
62   73   *                 *                 5.10278           0.16149           2.48685           0.15713           
62   74   *                 *                 5.7424            0.0172            2.18998           0.02724           
62   75   21.3108           0.16033           6.38956           0.04658           1.88208           0.06298           
62   76   20.82951          0.0172            6.87642           0.01671           1.72375           0.01671           
62   77   20.4975           0.04377           7.37799           0.01582           1.4086            0.02215           
62   78   20.10081          0.0172            8.01582           0.0172            1.31844           0.0172            
62   79   19.70105          0.01389           8.52491           0.02723           1.21662           0.01436           
62   80   19.67956          0.01373           9.31906           0.02852           0.60028           0.01311           
62   81   19.72716          0.00894           9.90325           0.0043            0.04359           0.02607           
62   82   19.1217           0.00563           10.5947           0.00179           -0.1451           0.02809           
62   83   17.27718          0.00238           11.22823          0.0018            1.11523           0.00364           
62   84   15.17256          0.00303           11.82666          0.00288           2.5284            0.00288           
62   85   14.75697          0.00191           12.41288          0.00093           2.31046           0.00096           
62   86   14.48292          0.00296           12.98906          0.00096           1.98608           0.00098           
62   87   14.01248          0.00089           13.56793          0.00117           1.8703            0.00117           
62   88   13.85781          0.00087           14.22188          0.00195           1.44879           0.00116           
62   89   13.58319          0.00039           14.77955          0.00195           1.14454           0.00116           
62   90   13.85406          0.00063           15.65704          0.00229           0.21972           0.00202           
62   91   14.126            0.00063           16.19089          0.00229           -0.60989          0.00203           
62   92   13.83547          0.00087           16.88148          0.02451           -1.19685          0.00242           
62   93   13.77403          0.00092           17.42652          0.02725           -1.66926          0.00244           
62   94   13.05136          0.00927           18.2568           0.11436           -1.63718          0.02619           
62   95   12.67882          0.05023           *                 *                 -1.80968          0.05714           
62   96   11.98498          0.07881           19.26037          0.21749           -1.94612          0.13827           
62   97   11.62251          0.11192           *                 *                 *                 *                 
63   75   *                 *                 5.12964           0.08291           2.56417           0.06416           
63   76   *                 *                 5.90314           0.01852           2.15457           0.06014           
63   77   21.37893          0.05863           6.62361           0.05841           1.78709           0.09354           
63   78   20.67115          0.01824           7.00803           0.01848           1.72138           0.01816           
63   79   20.47656          0.0599            7.69126           0.04784           1.19549           0.04109           
63   80   20.45844          0.01675           8.29738           0.01777           0.82919           0.01739           
63   81   20.44439          0.03234           9.04268           0.0273            0.16001           0.03839           
63   82   19.89867          0.01164           9.61064           0.00381           0.0996            0.01449           
63   83   17.64328          0.01233           10.27912          0.00634           1.60971           0.02582           
63   84   15.6947           0.00375           10.85468          0.00293           2.99032           0.00297           
63   85   15.32285          0.01182           11.42056          0.01106           2.69369           0.01046           
63   86   15.0387           0.00434           11.97657          0.00379           2.40229           0.00431           
63   87   14.63741          0.01196           12.50332          0.00835           2.23769           0.00698           
63   88   14.35517          0.00371           13.16579          0.00355           1.96393           0.00105           
63   89   14.23986          0.00621           13.8691           0.02001           1.55249           0.00561           
63   90   14.85701          0.00016           14.55618          0.00484           0.27286           0.00355           
63   91   14.99252          0.00027           15.06004          0.02592           -0.56595          0.02001           
63   92   14.59363          0.00046           15.71774          0.01086           -0.85415          0.00486           
63   93   14.49108          0.00534           16.17237          0.04504           -1.25547          0.02645           
63   94   13.78559          0.00472           17.07213          0.03039           -1.20768          0.01183           
63   95   13.26147          0.077             17.56937          0.08413           -1.13819          0.0889            
63   96   12.72851          0.00505           18.25782          0.11192           -1.50498          0.03081           
64   76   *                 *                 4.86242           0.03034           2.60373           0.03061           
64   77   *                 *                 5.42192           0.02256           2.37624           0.04677           
64   78   21.31988          0.03952           6.08149           0.03061           2.11336           0.03034           
64   79   21.1508           0.20127           6.87167           0.20049           1.72294           0.2006            
64   80   20.94262          0.03952           7.34456           0.02852           1.27154           0.03061           
64   81   20.8376           0.20118           7.98211           0.0191            0.58638           0.02065           
64   82   20.47631          0.02834           8.69916           0.00386           0.47479           0.00649           
64   83   18.57833          0.019             9.28327           0.00129           1.73521           0.002             
64   84   16.32529          0.00386           9.85189           0.00303           3.27121           3e-05             
64   85   15.91303          0.00341           10.43932          0.00336           3.09937           0.00318           
64   86   15.63557          0.00617           11.00454          0.00605           2.80819           0.00603           
64   87   15.20409          0.00433           11.63093          0.00284           2.65225           0.00291           
64   88   15.08807          0.00613           12.23481          0.00122           2.20305           0.00143           
64   89   14.83755          0.003             12.88529          0.00121           1.82718           0.00126           
64   90   15.14165          0.00021           13.5224           0.00122           0.9192            0.0012            
64   91   15.32993          0.00025           14.08922          0.00123           0.08044           0.00121           
64   92   14.97161          0.00019           14.65854          0.00129           -0.19835          0.00123           
64   93   14.89619          0.00016           15.21138          0.00132           -0.68975          0.00124           
64   94   14.29719          0.00016           15.90437          0.00923           -0.66007          0.0013            
64   95   13.88048          0.00014           16.41304          0.05023           -0.7962           0.00133           
64   96   13.39451          0.00068           17.3139           0.07828           -1.00322          0.00925           
64   97   13.08682          0.00122           17.87735          0.10025           -1.2042           0.05025           
64   98   12.4813           0.0038            *                 *                 -1.49954          0.07837           
65   75   *                 *                 3.31054           0.80098           *                 *                 
65   76   *                 *                 3.72071           0.10608           *                 *                 
65   78   22.0362           0.12097           5.08576           0.06094           2.53875           0.06105           
65   79   *                 *                 5.62623           0.04139           2.19287           0.05863           
65   80   21.58908          0.08236           6.21639           0.05787           1.62082           0.05821           
65   81   21.54382          0.05315           6.72567           0.04644           1.1256            0.05446           
65   82   21.0138           0.05806           7.33153           0.0119            1.06546           0.01621           
65   83   18.91372          0.04729           7.99611           0.0152            2.65627           0.0176            
65   84   16.8866           0.01206           8.52342           0.00422           4.07754           0.00216           
65   85   16.71272          0.01579           9.38599           0.01257           3.58682           0.00493           
65   86   16.27618          0.00539           9.7609            0.00539           3.49606           0.00392           
65   87   15.7563           0.04069           10.50487          0.04049           3.15338           0.04132           
65   88   15.83334          0.00554           11.23907          0.00395           2.70142           0.005             
65   89   15.5804           0.06043           11.84542          0.04531           2.21038           0.04573           
65   90   16.07683          0.01253           12.45889          0.01196           0.97976           0.01196           
65   91   16.07818          0.04545           12.93108          0.00384           0.37206           0.00384           
65   92   15.65885          0.01192           13.5241           0.00124           0.17793           0.0012            
65   93   15.52233          0.00366           13.96233          0.00537           -0.15775          0.00147           
65   94   14.91106          0.00078           14.64956          0.00488           -0.1395           0.00139           
65   95   14.50836          0.00064           15.20921          0.07683           -0.17502          0.00534           
65   96   14.07177          0.00056           15.99283          0.00702           -0.42568          0.00492           
65   97   13.98098          0.03639           *                 *                 -0.89453          0.085             
65   98   13.27585          0.00422           *                 *                 -0.97302          0.00811           
65   99   12.54464          0.10641           *                 *                 *                 *                 
65   101  11.81946          0.14142           *                 *                 *                 *                 
66   78   *                 *                 4.20296           0.04154           2.77282           0.04154           
66   79   *                 *                 4.63379           0.20544           2.51107           0.04974           
66   80   22.11224          0.04099           5.37257           0.03894           1.98046           0.03894           
66   81   22.04225          0.04974           5.83843           0.02724           1.61962           0.20127           
66   82   21.44799          0.0291            6.34426           0.01154           1.47509           0.02988           
66   83   19.66993          0.02162           6.93003           0.00879           2.78729           0.0207            
66   84   17.60009          0.01162           7.61907           0.00412           4.35131           0.00154           
66   85   17.18608          0.00918           8.20309           0.00431           4.17955           0.00264           
66   86   16.95013          0.00599           8.93362           0.00756           3.72646           0.00435           
66   87   16.5338           0.00501           9.53279           0.00485           3.55877           0.00365           
66   88   16.41635          0.00873           10.2619           0.00752           2.94569           0.00495           
66   89   16.15278          0.01241           10.84802          0.01177           2.61008           0.01213           
66   90   16.2743           0.00971           11.39455          0.0062            1.75946           0.0062            
66   91   16.41061          0.01153           11.9287           0.00628           1.03703           0.00629           
66   92   16.02491          0.00565           12.44785          0.00255           0.8762            0.00256           
66   93   15.88822          0.00633           12.92074          0.00133           0.47873           0.00134           
66   94   15.40859          0.00231           13.55925          0.00124           0.43922           0.00125           
66   95   15.03029          0.00146           14.07055          0.00124           0.34463           0.00124           
66   96   14.65138          0.0001            14.81612          0.00126           0.08503           0.00124           
66   97   14.468            8e-05             15.45173          0.00161           -0.24289          0.00125           
66   98   13.92912          8e-05             16.26395          0.004             -0.44958          0.00126           
66   99   13.37407          9e-05             *                 *                 -0.53014          0.00161           
66   100  12.75946          0.0004            *                 *                 -0.72774          0.00402           
66   101  12.46125          0.06024           *                 *                 *                 *                 
66   102  12.11669          0.14001           *                 *                 *                 *                 
66   103  11.80918          0.30663           *                 *                 *                 *                 
67   80   *                 *                 4.53457           0.06332           2.17201           0.06584           
67   81   *                 *                 4.82388           0.13714           1.92796           0.13246           
67   82   21.99356          0.03346           5.51433           0.02172           1.76753           0.05973           
67   83   20.07523          0.13025           5.98539           0.01985           3.39655           0.04728           
67   84   18.08632          0.0218            6.71405           0.0122            4.69501           0.00182           
67   85   17.80299          0.0199            7.07566           0.01584           4.50727           0.00134           
67   86   17.52996          0.0127            7.96783           0.00644           4.05165           0.00354           
67   87   17.17858          0.01625           8.49795           0.04085           4.04142           0.00363           
67   88   17.1629           0.01873           9.29739           0.01844           3.16493           0.01847           
67   89   16.85297          0.04549           9.77052           0.0637            2.94474           0.06005           
67   90   16.93189          0.03028           10.15246          0.02727           2.06638           0.02484           
67   91   16.97911          0.05234           10.67145          0.02736           1.54603           0.0528            
67   92   16.64958          0.02473           11.14319          0.00301           1.49362           0.01224           
67   93   16.33967          0.03098           11.48879          0.01506           1.28454           0.01548           
67   94   16.0096           0.00373           12.24174          0.00246           1.14287           0.00249           
67   95   15.80168          0.01532           12.78212          0.00332           1.00519           0.00337           
67   96   15.32373          0.00219           13.4937           0.00133           0.73019           0.00125           
67   97   15.08259          0.00321           13.88372          0.03639           0.43095           0.00184           
67   98   14.66327          0.00088           14.88111          0.0041            0.1387            0.0015            
67   99   14.23246          0.00115           15.57154          0.1               0.17947           0.03637           
67   100  13.52461          0.00529           *                 *                 -0.11006          0.00667           
67   101  13.13247          0.03001           16.88455          0.10441           -0.40835          0.10441           
67   102  12.65918          0.02062           *                 *                 *                 *                 
67   103  12.32051          0.05833           *                 *                 -0.9094           0.11182           
67   104  11.8644           0.60033           *                 *                 *                 *                 
68   81   *                 *                 4.1317            0.03423           2.12171           0.05352           
68   82   *                 *                 4.55133           0.02019           2.29633           0.0321            
68   83   20.66699          0.03244           5.12876           0.01866           3.49697           0.02572           
68   84   18.80992          0.02026           5.76116           0.01174           4.93441           0.00162           
68   85   18.36463          0.01869           6.30731           0.00924           4.80227           0.0014            
68   86   18.25462          0.01198           7.06565           0.00647           4.27988           0.00261           
68   87   17.87013          0.01057           7.64364           0.00718           4.11822           0.00513           
68   88   17.7433           0.02503           8.3926            0.02559           3.48672           0.02497           
68   89   17.34701          0.0287            8.83787           0.0304            3.30501           0.02831           
68   90   17.23362          0.03511           9.35192           0.02607           2.66944           0.02635           
68   91   17.29017          0.02828           9.71743           0.00716           2.16762           0.01226           
68   92   16.89731          0.03511           10.22432          0.02466           2.04643           0.0253            
68   93   16.78421          0.00979           10.61341          0.0092            1.79402           0.01103           
68   94   16.42677          0.02467           11.2425           0.00266           1.64457           0.00349           
68   95   16.10776          0.01005           11.69088          0.00466           1.57449           0.00485           
68   96   15.74958          0.00247           12.3407           0.00212           1.30359           0.00212           
68   97   15.49687          0.00483           12.71976          0.00214           1.10791           0.00214           
68   98   15.12467          0.00191           13.53624          0.0012            0.8303            0.00121           
68   99   14.91105          0.00194           14.25674          0.00121           0.66485           0.00121           
68   100  14.20777          0.00021           14.98455          0.00128           0.55165           0.00121           
68   101  13.77459          0.00019           15.57007          0.06023           0.26434           0.00122           
68   102  13.26051          0.0015            16.12837          0.14              0.0506            0.00193           
68   103  12.93881          0.00154           16.6997           0.30067           -0.21323          0.06021           
68   104  12.51745          0.00377           *                 *                 -0.35016          0.14005           
69   82   *                 *                 3.67134           0.02733           2.63076           0.03451           
69   83   *                 *                 4.40061           0.07494           3.81982           0.14893           
69   84   19.3762           0.02736           4.96123           0.02185           5.24812           0.00146           
69   85   18.8013           0.07499           5.39891           0.02007           5.09376           0.00264           
69   86   18.7626           0.02251           6.19387           0.01382           4.57183           0.00544           
69   87   18.55322          0.02134           6.77356           0.0178            4.34352           0.00726           
69   88   18.21657          0.03092           7.24754           0.03318           3.88522           0.02849           
69   89   18.006            0.02973           7.92658           0.05133           3.5161            0.02658           
69   90   18.00376          0.03952           8.31941           0.03712           3.04436           0.03318           
69   91   17.74175          0.04255           8.68923           0.04377           2.62732           0.05634           
69   92   17.47094          0.03952           9.14077           0.02821           2.50531           0.03712           
69   93   17.32388          0.04319           9.67344           0.03017           2.28255           0.03768           
69   94   16.979            0.02859           10.11017          0.00592           2.17589           0.0063            
69   95   16.54754          0.03836           10.41929          0.02822           2.07469           0.03182           
69   96   16.34349          0.00586           11.12993          0.00255           1.84199           0.00319           
69   97   16.1481           0.03034           11.4848           0.01164           1.72827           0.01196           
69   98   15.75501          0.00261           12.22168          0.0016            1.41072           0.00177           
69   99   15.56637          0.01169           12.81871          0.00196           1.24449           0.00227           
69   100  14.87429          0.00102           13.57135          0.00532           1.1997            0.00126           
69   101  14.62558          0.00151           14.31182          0.03002           0.85137           0.00127           
69   102  14.07827          0.00129           14.99044          0.02004           0.64604           0.00515           
69   103  13.72201          0.00558           15.71332          0.05029           0.26183           0.03051           
69   104  13.18592          0.00462           16.31196          0.60002           0.11931           0.02056           
69   105  12.63224          0.04506           *                 *                 -0.04991          0.0671            
69   106  12.19939          0.0502            *                 *                 -0.21569          0.60208           
69   107  11.64717          0.10955           *                 *                 *                 *                 
70   81   *                 *                 2.38024           0.30179           *                 *                 
70   82   *                 *                 3.05063           0.20913           *                 *                 
70   84   19.77079          0.20914           4.0115            0.02033           5.47424           0.00173           
70   85   *                 *                 4.59341           0.01882           5.33762           0.00227           
70   86   19.47339          0.02064           5.23027           0.0125            4.81077           0.00357           
70   87   19.08102          0.01947           5.80429           0.0117            4.62124           0.00575           
70   88   18.89296          0.01392           6.37994           0.02577           4.17242           0.00702           
70   89   18.54379          0.0204            7.00108           0.03343           3.94757           0.01926           
70   90   18.29743          0.0176            7.44375           0.03014           3.61829           0.02948           
70   91   18.14388          0.02298           7.85478           0.01638           3.15071           0.0322            
70   92   17.80454          0.02154           8.35098           0.0292            3.04737           0.02986           
70   93   17.60263          0.02115           8.6732            0.01838           2.83825           0.01638           
70   94   17.33382          0.02115           9.25804           0.01617           2.61086           0.0292            
70   95   17.12565          0.0322            9.69109           0.02843           2.49681           0.02948           
70   96   16.7084           0.01786           10.21686          0.00821           2.32922           0.0084            
70   97   16.44946          0.02833           10.64368          0.00448           2.15511           0.0062            
70   98   16.1288           0.007             11.22099          0.00387           1.95              0.00429           
70   99   15.91889          0.00515           11.65152          0.00386           1.73309           0.0043            
70   100  15.33695          0.00369           12.35017          0.00124           1.73772           0.00125           
70   101  15.08446          0.00369           12.96139          0.00126           1.55968           0.00126           
70   102  14.63396          0.00058           13.72362          0.00154           1.31153           0.00126           
70   103  14.38678          0.00036           14.40936          0.00158           0.94749           0.00129           
70   104  13.83195          0.00034           15.03812          0.00402           0.74009           0.00157           
70   105  13.28699          9e-05             *                 *                 0.59931           0.00159           
70   106  12.68717          0.00098           *                 *                 0.57037           0.00414           
70   107  12.43122          0.001             *                 *                 *                 *                 
70   108  12.3468           0.01              *                 *                 *                 *                 
71   82   *                 *                 2.20412           0.20964           *                 *                 
71   84   20.28882          0.20962           3.11674           0.02724           5.80272           0.00257           
71   85   *                 *                 3.89863           0.07506           5.59574           0.00321           
71   86   20.0716           0.02739           4.42574           0.0227            5.10732           0.00286           
71   87   19.60708          0.0752            4.95249           0.02183           4.78995           0.00459           
71   88   19.37448          0.04204           5.58364           0.0469            4.49545           0.03992           
71   89   19.1982           0.0588            6.14468           0.06217           4.14497           0.05896           
71   90   18.99             0.0469            6.56989           0.03952           3.72201           0.03952           
71   91   18.70956          0.09412           7.11249           0.08249           3.44141           0.07916           
71   92   18.3717           0.03952           7.47064           0.03952           3.35407           0.03952           
71   93   17.94814          0.08007           7.73675           0.03836           3.23503           0.04422           
71   94   17.7935           0.03854           8.28514           0.02722           3.03152           0.03854           
71   95   17.52125          0.04086           8.71046           0.04086           3.03766           0.03974           
71   96   17.20149          0.04132           9.14313           0.03184           2.80903           0.03224           
71   97   17.1858           0.05561           9.74816           0.0483            2.3994            0.05464           
71   98   16.71882          0.03211           10.10694          0.00489           2.43371           0.00536           
